uid,site_clean,date,lon_gda94,lat_gda94,bio_l_kg1ha,bio_t_kg1ha,bio_b_kg1ha,bio_w_kg1ha,bio_br_kg1ha,bio_s_kg1ha,bio_r_kg1ha,bio_agb_kg1ha,c_l_kg1ha,c_t_kg1ha,c_b_kg1ha,c_w_kg1ha,c_br_kg1ha,c_s_kg1ha,c_r_kg1ha,c_agb_kg1ha,geometry,basal_dt,im_date,band,fire_count,fire_min,fire_max,fire_mean,fire_sum,fire_std,fire_med,fire_major,fire_minor,jan,feb,mar,april,may,june,july,aug,sep,oct,nov,dec,s_date,e_date,image_s_dt,image_e_dt,area_ha,jan_per,feb_per,mar_per,april_per,may_per,june_per,july_per,aug_per,sep_per,oct_per,nov_per,dec_per,burnt_enco,burnt_cat,fire_sn_ord,fire_sn_cat,fire_f,fire_tot,since_fire,fire_gap,fire_pois1_2,fire_pois1_5,fire_pois1_10,year,tot_an_emsi_avg,tot_an_emsi_avg_R,tot_an_emsi_avg_si,emsi_dt,tot_an_drsi_avg,tot_an_drsi_avg_R,tot_an_drsi_avg_si,drsi_dt,tot_avg_emse_djf,tot_avg_emse_mam,tot_avg_emse_jja,tot_avg_emse_son,tot_avg_emse_dry,tot_avg_emse_wet,tot_avg_emse_annual,emse_dt,tot_avg_drse_djf,tot_avg_drse_mam,tot_avg_drse_jja,tot_avg_drse_son,tot_avg_drse_dry,tot_avg_drse_wet,tot_avg_drse_annual,drse_dt,rain_d_mean,et_ma_mean,tmax_mean,tmin_mean,rh_tmax_mean,rh_tmin_mean,b1_wfp_min,b1_wfp_max,b1_wfp_mean,b1_wfp_std,b1_wfp_med,b1_wfp_p25,b1_wfp_p50,b1_wfp_p75,b1_wfp_p95,b1_wfp_p99,wfp_dt,wfp_dir,wfp_seas,b1_wdc_major,b1_wdc_minor,b1_n17_major,b1_n17_minor,b1_hsd_min,b1_hsd_max,b1_hsd_mean,b1_hsd_std,b1_hsd_med,b1_hsd_p25,b1_hsd_p50,b1_hsd_p75,b1_hsd_p95,b1_hsd_p99,b1_hmc_min,b1_hmc_max,b1_hmc_mean,b1_hmc_std,b1_hmc_med,b1_hmc_p25,b1_hmc_p50,b1_hmc_p75,b1_hmc_p95,b1_hmc_p99,b1_hcv_min,b1_hcv_max,b1_hcv_mean,b1_hcv_std,b1_hcv_med,b1_hcv_p25,b1_hcv_p50,b1_hcv_p75,b1_hcv_p95,b1_hcv_p99,b1_h99_min,b1_h99_max,b1_h99_mean,b1_h99_std,b1_h99_med,b1_h99_p25,b1_h99_p50,b1_h99_p75,b1_h99_p95,b1_h99_p99,b1_fdc_major,b1_fdc_minor,b1_ccw_min,b1_ccw_max,b1_ccw_mean,b1_ccw_std,b1_ccw_med,b1_ccw_p25,b1_ccw_p50,b1_ccw_p75,b1_ccw_p95,b1_ccw_p99,ccw_dt,ccw_dir,ccw_seas,b1_dp1fm_min,b1_dp1fm_max,b1_dp1fm_mean,b1_dp1fm_std,b1_dp1fm_med,b1_dp1fm_p25,b1_dp1fm_p50,b1_dp1fm_p75,b1_dp1fm_p95,b1_dp1fm_p99,b2_dp1fm_min,b2_dp1fm_max,b2_dp1fm_mean,b2_dp1fm_std,b2_dp1fm_med,b2_dp1fm_p25,b2_dp1fm_p50,b2_dp1fm_p75,b2_dp1fm_p95,b2_dp1fm_p99,b3_dp1fm_min,b3_dp1fm_max,b3_dp1fm_mean,b3_dp1fm_std,b3_dp1fm_med,b3_dp1fm_p25,b3_dp1fm_p50,b3_dp1fm_p75,b3_dp1fm_p95,b3_dp1fm_p99,b1_dbifm_min,b1_dbifm_max,b1_dbifm_mean,b1_dbifm_std,b1_dbifm_med,b1_dbifm_p25,b1_dbifm_p50,b1_dbifm_p75,b1_dbifm_p95,b1_dbifm_p99,b2_dbifm_min,b2_dbifm_max,b2_dbifm_mean,b2_dbifm_std,b2_dbifm_med,b2_dbifm_p25,b2_dbifm_p50,b2_dbifm_p75,b2_dbifm_p95,b2_dbifm_p99,b3_dbifm_min,b3_dbifm_max,b3_dbifm_mean,b3_dbifm_std,b3_dbifm_med,b3_dbifm_p25,b3_dbifm_p50,b3_dbifm_p75,b3_dbifm_p95,b3_dbifm_p99,b4_dbifm_min,b4_dbifm_max,b4_dbifm_mean,b4_dbifm_std,b4_dbifm_med,b4_dbifm_p25,b4_dbifm_p50,b4_dbifm_p75,b4_dbifm_p95,b4_dbifm_p99,b5_dbifm_min,b5_dbifm_max,b5_dbifm_mean,b5_dbifm_std,b5_dbifm_med,b5_dbifm_p25,b5_dbifm_p50,b5_dbifm_p75,b5_dbifm_p95,b5_dbifm_p99,b6_dbifm_min,b6_dbifm_max,b6_dbifm_mean,b6_dbifm_std,b6_dbifm_med,b6_dbifm_p25,b6_dbifm_p50,b6_dbifm_p75,b6_dbifm_p95,b6_dbifm_p99,dbifman_psB1a,dbifman_psB2a,dbifman_psB3a,dbifman_psB4a,dbifman_psB5a,dbifman_psB6a,dbifman_r32,dbifman_r42,dbifman_r43,dbifman_r52,dbifman_r53,dbifman_r54,dbifman_r62,dbifman_r63,dbifman_r64,dbifman_r65,dbifman_GSAVI,dbifman_GNDVI,dbifman_CVI,dbifman_NDGI,dbifman_RI,dbifman_NBR,dbifman_NDII,dbifman_GDVI,dbifman_MSAVI,dbifman_DVI,dbifman_SAVI,dbifman_NDVI,dbifman_MSR
1,agb02.2012,20120417,131.00519029974444,-12.64729111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (131.0051902997444 -12.64729111005121),17/04/2012,2012,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20120101,20121231,1/01/2012,31/12/2012,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no fire,0,no fire,0.20667,15,2,1.9,17.791,6.146,1.5350000000000001,2012,1495.9000000000008,4.298563218390805,10.794414061003819,15/06/2012,1593.0999999999756,4.352732240437091,11.476703398813394,15/06/2012,449.5,326.2999999999999,228.60000000000005,478.6,445.50000000000006,1050.4,1495.9000000000005,15/06/2012,1134.3999999999878,491.09999999999314,0.19999999999981807,184.39999999999415,38.29999999999927,1554.7999999999759,1593.0999999999756,15/06/2012,0,2,35.6,22.3,3319,3368.3,43,53,48.22222222222222,3.154459903684087,49,47,49,50,51.8,52.76000000000001,1/01/2012,nearest,annual,3,3,4,3,102.28093719482422,104.97284698486328,103.63281334771051,0.8254216322893094,103.64690399169922,103.03289794921876,103.64690399169922,104.1816406,104.81103973388672,104.94048553466793,104.8228530883789,110.01801300048828,107.12913513183594,1.6178084132050299,107.2939682006836,105.9360122680664,107.2939682006836,108.3828582763672,109.40090484619141,109.89459136962893,146.61700439453125,162.66964721679688,151.3176066080729,4.738802450336382,150.04795837402344,147.9796905517578,150.04795837402344,152.44070434570312,159.4104492,162.0178076171875,109.95091247558594,118.3959961,114.12698703342016,2.430912420919316,114.1517333984375,112.28926849365234,114.1517333984375,115.65757751464844,117.66520690917969,118.24983825683591,3,3,65,75,70.66666666666667,3.333333333333333,71,70,71,73,74.19999999999997,74.84,1/01/2012,nearest,annual,10,11,10.333333333333334,0.4714045207910317,10,10,10,10.5,10.9,10.98,43,48,46,2.160246899469287,47,45,47,47.5,47.9,47.98,41,44,42,1.4142135623730951,41,41,41,42.5,43.7,43.94,352,415,373.66666666666674,29.23848301278452,354,353,354,384.5,408.9,413.78,540,590,561,21.18175315375634,553,546.5,553,571.5,586.3,589.26,724,843,765.6666666666665,54.737758651795595,730,727,730,786.5,831.7,840.74,1935,2019,1970,35.6931366,1956,1945.5,1956,1987.5,2012.7000000000005,2017.74,2042,2235,2127,80.45288476286395,2104,2073,2104,2169.5,2221.9,2232.38,1268,1402,1323.666666666667,57.00487308604024,1301,1284.5,1301,1351.5,1391.9,1399.98,373.66666666666674,561,765.6666666666665,1970,2127,1323.666666666667,13648247,35115865,25729212,37914439,27779713,10796954,23594771,17287767,6719120,6223163,2806400,5566970,47885270,-1538462,1538462,1964774,-383207,1409000,2022182,1205000,2336781,4405850,6047316
2,amg01.2012,20120619,134.05167792472756,-16.38097179,413.634375,448.55283244680834,1310.2244414893612,3748.311502659573,2886.444321808512,5058.535944148936,1811.6350000000007,8376.216103723404,880.0731382978723,915.4139437689968,2673.927431610941,7649.615312,5890.702697568391,10323.542743161097,3697.214285714287,17094.31857902736,POINT (134.0516779247276 -16.38097178688785),19/06/2012,2012,1,16,10,10,10,160,0,10,10,10,0,0,0,0,0,0,0,0,0,16,0,0,20120101,20121231,1/01/2012,31/12/2012,1.4400000000000002,0,0,0,0,0,0,0,0,0,100,0,0,1,fire,2,late,0.44286,7,3,3.066666666666667,6.492000000000001,0.494,0.01,2012,794.1000000000003,2.363392857142857,10.81851169746608,15/06/2012,630.7999999999854,1.7234972677595224,11.644791542494561,15/06/2012,331,222,79.60000000000002,178.3,145.8,648.3000000000002,794.1000000000001,15/06/2012,280.79999999999336,261.79999999999427,2.099999999999909,104.59999999999673,6.299999999999727,624.4999999999853,630.7999999999853,15/06/2012,0,0.1,27,9.1,3294.4,3331.9,36,51,44,4.642796092394708,47,40,47,47,49.4,50.68,1/01/2012,nearest,annual,3,3,4,1,103.04378509521484,104.93492126464844,103.87624443901908,0.7100966079240137,103.68885040283205,103.2978286743164,103.68885040283205,104.57008361816406,104.9170867919922,104.9313543701172,104.46404266357422,108.80156707763672,106.2549073961046,1.4047278040520939,105.91046142578124,105.20027160644531,105.91046142578124,107.52821350097656,108.44228973388672,108.72971160888672,156.4434051513672,198.75929260253903,169.41351826985678,12.286013644330346,164.11447143554688,161.58297729492188,164.11447143554688,176.10586547851562,190.2887542724609,197.06518493652345,110.78093719482422,117.61311340332031,113.9308658175998,2.3038584689718427,113.71537017822266,111.8525848388672,113.71537017822266,116.3255844116211,117.20516357421872,117.5315234,3,3,56,74,66.11111111,5.6655772373253175,70,62,70,70,72.4,73.68,1/01/2012,nearest,annual,11,18,13.111111111111107,2.024540795,13,12,13,14,16.4,17.68,25,34,30,2.6246692913372702,29,29,29,32,33.6,33.92,53,59,55.55555555555557,1.7708197167232476,55,54,55,57,58.2,58.84,304,359,322.8888888888889,14.805737960102153,319,316,319,328,347.8,356.76,615,672,641.5555555555555,18.433731828791547,641,626,641,654,670,671.5999999999998,912,1020,953.3333333333333,33.94767215059737,956,920,956,975,1004.4,1016.88,2082,2243,2172,60.170129170913754,2187,2112,2187,2229,2241,2242.6,2111,2336,2239.555555555556,75.84063863876544,2280,2185,2280,2292,2327.600000000001,2334.32,1292,1560,1448,80.49154544974827,1460,1399,1460,1496,1551.6,1558.32,322.8888888888889,641.5555555555555,953.3333333333333,2172,2239.555555555556,1448,14859716,33855213,22783217,34908209,23491841,10311029,22570142,15188811,6666667,6465569,2939332,5442588,50377506,-1957340,1957340,2000000,-151893,1531000,1970310,1219000,2250462,3900800,5096750
3,amg03.2012,20120620,134.03161783233472,-16.77900462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (134.0316178323347 -16.77900462426776),20/06/2012,2012,1,16,10,10,10,160,0,10,10,10,0,0,0,0,0,0,0,0,0,16,0,0,20120101,20121231,1/01/2012,31/12/2012,1.4400000000000002,0,0,0,0,0,0,0,0,0,100,0,0,1,fire,2,late,0.44286,7,1,3.8333333333333335,6.492000000000001,0.494,0.01,2012,719.1000000000012,2.219444444444445,10.670412806703299,15/06/2012,623.3999999999833,1.7032786885245443,11.889782358968006,15/06/2012,310.2000000000001,200.7,60.1,156,109.8,609.3,719.1,15/06/2012,258.39999999999327,280.19999999999527,0.3999999999996362,76.39999999999645,0.8999999999996362,622.4999999999836,623.3999999999833,15/06/2012,0,0.2,26.9,6.7,3296,3346.8,2,24,9.416666666666666,6.613853306,8,4,8,13,20.7,23.340000000000003,1/01/2012,nearest,annual,1,1,7,6,101.25969696044922,101.92667388916016,101.58371861775714,0.18755099598438668,101.55874633789062,101.46559143066406,101.55874633789062,101.67919158935548,101.89551734924316,101.92044258117676,102.92213439941406,103.9278564453125,103.48564910888672,0.33380973169234546,103.56988525390624,103.19694137573242,103.56988525390624,103.72455024719238,103.89086303710936,103.92045776367188,133.45719909667972,147.11874389648438,137.6957982381185,3.6833310104339816,136.56289672851562,135.19595336914062,136.56289672851562,139.19452285766602,144.07233505249025,146.50946212768554,105.4302749633789,107.36460876464844,106.5696957906087,0.5939104890422204,106.74343490600586,106.01124572753906,106.74343490600586,106.9533863067627,107.3418361663818,107.36005424499511,2,1,4,41,16.916666666666668,10.995895698951594,15,8,15,23,35.49999999999999,39.90000000000001,1/01/2012,nearest,annual,2,8,4.833333333333333,1.818118686,5,3.75,5,6,7.449999999999997,7.8900000000000015,2,12,8.166666666666666,3.2360813064912666,8.5,5,8.5,11.25,12,12,81,91,85.5,2.8431203515386634,85,84,85,87.5,89.89999999999998,90.78,478,620,546.5833333333334,44.86546246526633,550,508.75,550,580.75,608.45,617.69,850,1043,964,66.35636116,970,907.75,970,1032,1043,1043,1417,1711,1557.416666666667,83.05566239,1567,1491.25,1567,1622,1665.35,1701.87,2773,2972,2862.416666666666,62.88807297272053,2860,2801.25,2860,2917.25,2942.3,2966.06,3222,3483,3354.666666666666,78.94442489639292,3357.5,3296.25,3357.5,3406.5,3473.1,3481.02,1927,2299,2108.1666666666665,96.73661262532518,2113.5,2065.75,2113.5,2171,2240.7,2287.34,546.5833333333334,964,1557.416666666667,2862.416666666666,3354.666666666666,2108.1666666666665,16155775,29693119,18379261,34799447,21539943,11719701,21868949,13536305,7364989,6284281,3225697,4960795,47951718,-2352241,2352241,1517103,-791506,1898000,1886128,1305000,2078246,2953157,3557840
4,amg05.2012,20120621,134.09063663514416,-16.73125956,833.6121428571423,906.4649999999997,3541.7549999999987,11522.384999999998,8737.574999999997,15064.139999999996,5064.989999999998,24670.799999999992,1773.6428571428567,1849.9285714285709,7228.071428571427,23515.071428571428,17831.78571428571,30743.142857142848,10336.714285714283,50348.57142857141,POINT (134.0906366351442 -16.73125956338392),21/06/2012,2012,1,20,5,10,9.75,195,1.0897247358851685,10,10,5,0,0,0,0,1,0,0,0,0,19,0,0,20120101,20121231,1/01/2012,31/12/2012,1.8,0,0,0,0,5,0,0,0,0,95,0,0,1,fire,2,late,0.775,4,6,4.4,2.572,0.049,0,2012,730.7000000000011,2.255246913580247,10.68732614501098,15/06/2012,630.6999999999844,1.7232240437158037,11.879946483179102,15/06/2012,314.1,204.6,62.7,159.10000000000005,115,615.6999999999998,730.7000000000012,15/06/2012,281.4999999999918,271.0999999999949,0.3999999999996362,77.69999999999618,0.8999999999996362,629.7999999999847,630.6999999999844,15/06/2012,0,0.7000000000000001,27.3,5.5,3301.9,3376.5,23,39,30.33333333333333,4.2882267767562015,30,29.25,30,31.5,37.35,38.67,1/01/2012,nearest,annual,3,2,4,7,102.19986724853516,104.80581665039062,103.1392758687337,0.7522892219865678,103.02740097045898,102.52831077575684,103.02740097045898,103.62004661560059,104.27554283142088,104.69976188659668,103.58091735839844,107.58751678466795,105.14028294881183,1.1289154922219211,105.15347671508788,104.34767150878906,105.15347671508788,105.67398834228516,106.90990295410157,107.45199401855469,146.9037322998047,165.8861541748047,157.61300023396808,4.6552476251598325,157.87693786621094,155.70737838745114,157.87693786621094,159.9243927001953,164.24580535888677,165.55808441162108,109.05718994140624,116.30010223388672,111.4926758,2.083345530650884,111.09813690185548,109.66592407226562,111.09813690185548,112.93808937072754,114.69111976623535,115.97830574035645,3,2,39,60,49.33333333333334,5.572751165766829,49,48,49,51.5,57.8,59.56,1/01/2012,nearest,annual,13,20,15.5,1.707825127659933,15,14.75,15,16,18.35,19.67,12,24,17.833333333333332,3.7155828016013257,17,14.75,17,21.25,22.9,23.78,59,69,65.25,3.3942353090693835,66.5,62,66.5,68,69,69,315,419,372.58333333333326,30.480754401570987,378.5,347,378.5,389.75,417.35,418.67000000000013,547,682,601.6666666666665,36.44935603759764,602,573.75,602,615.25,664.4,678.48,745,886,821.1666666666664,47.12896019316455,819,782.25,819,866.25,882.7,885.34,1470,1829,1611.083333333333,100.38796270248518,1583,1561,1583,1625,1805.35,1824.27,2147,2417,2269.4166666666665,87.21568889190115,2263,2202,2263,2333,2395,2412.6,1525,1874,1633.5,89.76032902494656,1610.5,1582.75,1610.5,1676.25,1773.35,1853.87,372.58333333333326,601.6666666666665,821.1666666666664,1611.083333333333,2269.4166666666665,1633.5,13648199,26777008,19619444,37718837,27636493,14086277,27149584,19892429,10139140,7197885,2100666,4566004,36617590,-1547117,1547117,-67818,-1695876,1010000,1328451,790000,1594456,3248355,4008002
5,amg06.2012,20120621,134.08784833411886,-16.69423322,104.27957142857142,113.39299999999999,443.05099999999993,1441.3770000000004,1093.015,1884.428,633.5980000000002,3086.160000000001,221.87142857142857,231.41428571428574,904.1857142857144,2941.585714285715,2230.6428571428573,3845.7714285714287,1293.057142857143,6298.2857142857165,POINT (134.0878483341189 -16.69423322370554),21/06/2012,2012,1,16,5,5,5,80,0,5,5,5,0,0,0,0,16,0,0,0,0,0,0,0,20120101,20121231,1/01/2012,31/12/2012,1.4400000000000002,0,0,0,0,100,0,0,0,0,0,0,0,1,fire,1,early,0.34444,9,3,2.7666666666666666,9.432,1.258,0.064,2012,739.7000000000007,2.2690184049079756,10.717298644145972,15/06/2012,648.5999999999831,1.772131147540937,11.864504467052695,15/06/2012,316.5,207.40000000000003,64.5,162.10000000000005,118.70000000000002,621,739.7000000000007,15/06/2012,277.6999999999921,275.0999999999949,0.3999999999996362,86.69999999999662,1.3999999999996362,647.1999999999833,648.5999999999831,15/06/2012,0,0.7000000000000001,27.3,5.6000000000000005,3302.1,3376.5,24,40,32.666666666666664,5.033222956847166,33,29,33,36,38.8,39.76,1/01/2012,nearest,annual,3,2,4,3,102.02210998535156,104.39165496826172,103.01528591579859,0.6944931972732895,103.15886688232422,102.62896728515624,103.15886688232422,103.38450622558594,103.99640655517578,104.31260528564451,103.37511444091795,107.59666442871094,104.74065399169922,1.1891087581588458,104.51953887939452,104.3121109008789,104.51953887939452,104.90679931640624,106.76307373046879,107.4299462890625,157.0168914794922,170.45291137695312,163.29356384277344,4.628377364818343,163.67877197265625,159.0252685546875,163.67877197265625,165.6571807861328,170.25120239257814,170.41256958007813,108.03820037841795,115.3986358642578,110.90995364718971,1.944043603947886,111.1538543701172,109.89598083496094,111.1538543701172,111.2681121826172,113.91410522460936,115.10172973632812,3,3,41,62,52.111111111111114,6.640690132215082,53,47,53,56,60.39999999999999,61.67999999999999,1/01/2012,nearest,annual,22,29,24.777777777777786,2.096440251568134,24,23,24,26,28.20000000000001,28.840000000000003,23,28,25.777777777777786,1.4740554623801776,26,25,26,27,27.6,27.92,44,52,48.111111111111114,2.6434171674156266,48,46,48,51,51.6,51.92,316,368,340.4444444444445,18.080751650495998,334,324,334,355,366.4,367.68,650,763,698.8888888888887,29.12595041632669,697,686,697,704,746.6,759.72,940,1082,1011.8888888888887,37.675351342295826,1009,999,1009,1030,1065.2,1078.64,1971,2081,2033.7777777777774,38.797989,2054,2002,2054,2057,2079.8,2080.76,1853,2070,1990.333333333333,62.31104770958892,1996,1959,1996,2040,2065.600000000001,2069.12,1249,1444,1322.5555555555557,58.35925350050154,1317,1283,1317,1351,1412,1437.6,340.4444444444445,698.8888888888887,1011.8888888888887,2033.7777777777774,1990.333333333333,1322.5555555555557,14478537,29100159,20098825,28478537,19669485,9786385,18923688,13070166,6502950,6644895,2590221,4888319,42186907,-1831480,1831480,2119225,106885,1335000,1645692,1022000,1905768,3357424,4180551
6,amg08.2012,20120622,134.0886916313465,-16.5693192,997.5246428571428,1084.7025,4238.167500000001,13788.0225,10455.6375,18026.19,6060.915,29521.8,2122.3928571428573,2213.678571428572,8649.321429,28138.821428571428,21338.035714285714,36788.142857142855,12369.214285714286,60248.57142857143,POINT (134.0886916313465 -16.56931920464764),22/06/2012,2012,1,16,0,10,4.375,70,4.960783708246106,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,20120101,20121231,1/01/2012,31/12/2012,1.4400000000000002,0,0,0,0,0,0,0,0,0,43.75,0,0,0,no fire,0,no fire,0,0,25,15.5,0,0,0,2012,768.3000000000005,2.2934328358208957,10.778330327315098,15/06/2012,643.1999999999846,1.7573770491802865,11.778995975351298,15/06/2012,325.30000000000007,214.9,72.30000000000003,170.4,132.90000000000003,635.4000000000002,768.3000000000004,15/06/2012,280.2,271.09999999999445,1.2999999999997272,99.79999999999744,3.199999999999364,639.9999999999853,643.1999999999847,15/06/2012,0,0.8,27,5,3301.5,3376.5,47,59,56,3.366501646120693,57,56,57,57,59,59,1/01/2012,nearest,annual,3,3,4,8,102.78447723388672,105.64913940429688,103.42442830403644,0.8350794712530738,103.13644409179688,102.99604034423828,103.13644409179688,103.34928894042969,104.91175231933592,105.50166198730469,106.77748107910156,110.15691375732422,107.58534071180556,1.043575414,107.1794204711914,106.83809661865234,107.1794204711914,108.05868530273438,109.39625396728516,110.0047817993164,136.73872375488278,152.5245361328125,144.8539784749349,4.841827163441901,144.3368377685547,141.8648681640625,144.3368377685547,146.95941162109375,151.89783935546876,152.39919677734378,112.0810547,118.46038818359376,113.893553,1.8727111911129688,112.92491149902344,112.60807037353516,112.92491149902344,114.58934020996094,116.98411865234371,118.16513427734377,3,3,70,81,78.11111111,3.0711722135745005,79,78,79,79,81,81,1/01/2012,nearest,annual,12,15,13.777777777777779,0.9162456945817024,14,13,14,14,15,15,30,37,34,2.3570226039551585,35,32,35,35,37,37,48,56,50.77777777777778,2.6573912762447547,49,49,49,53,55.2,55.84,159,183,169.5555555555556,7.0255266486832175,169,165,169,174,180.6,182.52,354,393,366.77777777777777,11.212867388038099,365,360,365,370,385,391.4,390,482,427.22222222222223,25.32358486899681,419,416,419,433,470.8,479.76,1207,1300,1266.3333333333333,28.794289557325612,1271,1246,1271,1292,1296.8000000000004,1299.36,1416,1570,1482,54.71542540982186,1457,1443,1457,1524,1569.6,1569.92,814,964,875.3333333333336,57.03605097752746,844,836,844,946,959.6,963.12,169.5555555555556,366.77777777777777,427.22222222222223,1266.3333333333333,1482,875.3333333333336,11647985,34525901,29641092,40405938,34689207,11703080,23865495,20488947,6912345,5906433,2035585,5514706,40355191,-769231,769231,1826249,-786026,900000,1524402,839000,1880323,4955700,7218801
7,amg10.2012,20120622,134.18768033424186,-16.41559201,110.51714285714284,120.036,418.796,1304.1,993.9160000000003,1722.896,591.864,2832.032,235.14285714285717,244.97142857142856,854.6857142857143,2661.4285714285706,2028.4000000000005,3516.114285714286,1207.8857142857146,5779.657142857142,POINT (134.1876803342419 -16.41559201378762),22/06/2012,2012,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20120101,20121231,1/01/2012,31/12/2012,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no fire,0,no fire,0.62,5,2,4.366666666666666,3.768,0.127,0.001,2012,804.7000000000006,2.373746312684365,10.848434012999844,15/06/2012,657.4999999999818,1.7964480874316446,11.740482851668764,15/06/2012,335.4,224.6,80.80000000000003,180.2,149.00000000000003,655.6999999999998,804.7000000000005,15/06/2012,317.69999999999214,255.29999999999336,1.5999999999994543,102.69999999999708,4.7999999999992715,652.6999999999825,657.4999999999818,15/06/2012,0,0.9,27.3,5.300000000000002,3302.1,3376.5,10,39,24.6875,7.791973033192557,23,19.75,23,31,36.75,38.55,1/01/2012,nearest,annual,2,3,1,4,101.89759826660156,103.44187927246094,102.58632564544678,0.4957863248950141,102.5451889038086,102.20415878295898,102.5451889038086,102.87055778503418,103.41361808776855,103.43622703552246,103.03057098388672,106.96942138671876,104.33070516586305,1.0081450996226555,104.19456481933594,103.54935836791992,104.19456481933594,104.77087211608887,106.09016609191895,106.79357032775879,145.66397094726562,183.4222717285156,161.32606792449948,10.927742702152171,159.0872802734375,152.14854049682614,159.0872802734375,170.73141479492188,180.9972686767578,182.9372711181641,107.6927719116211,113.21036529541016,110.10146,1.5809356468594864,110.09810256958008,108.8590087890625,110.09810256958008,110.69869995117188,112.87164306640624,113.14262084960936,2,3,18,60,40.8125,11.103033087854866,39,34.5,39,50.25,57,59.4,1/01/2012,nearest,annual,1,5,2.6666666666666665,0.9428090415820634,3,2,3,3,3.899999999999999,4.780000000000001,20,29,25.5,2.7537852736430506,26.5,24.5,26.5,27,29,29,67,75,70.16666666666667,2.7028791233711424,70,68,70,71.75,74.44999999999997,74.89,293,442,377.83333333333326,35.38792951778269,385,361.25,385,391.75,424.4,438.48,566,657,617.5,27.32367715614671,615.5,601.75,615.5,635.5,656.45,656.8900000000001,786,926,863.8333333333336,49.02692004285901,884,811.5,884,903.5,924.9,925.78,1888,2066,1987.333333333333,49.637575372784774,1985,1953.25,1985,2034,2054.45,2063.69,2435,2650,2564.6666666666665,65.3788107,2578.5,2520.75,2578.5,2612,2647.25,2649.45,1353,1627,1506.166666666667,86.99026126846356,1488.5,1457,1488.5,1590,1618.1999999999994,1625.2399999999998,377.83333333333326,617.5,863.8333333333336,1987.333333333333,2564.6666666666665,1506.166666666667,13989204,32183536,23005981,41533063,29689369,12905065,24391363,17435848,7578833,5872758,2702525,5261137,45044144,-1662162,1662162,1377040,-1267853,1370000,1854927,1124000,2147771,3943860,5173771
