uid,site_clean,date,lon_gda94,lat_gda94,bio_l_kg1ha,bio_t_kg1ha,bio_b_kg1ha,bio_w_kg1ha,bio_br_kg1ha,bio_s_kg1ha,bio_r_kg1ha,bio_agb_kg1ha,c_l_kg1ha,c_t_kg1ha,c_b_kg1ha,c_w_kg1ha,c_br_kg1ha,c_s_kg1ha,c_r_kg1ha,c_agb_kg1ha,geometry,basal_dt,im_date,band,fire_count,fire_min,fire_max,fire_mean,fire_sum,fire_std,fire_med,fire_major,fire_minor,jan,feb,mar,april,may,june,july,aug,sep,oct,nov,dec,s_date,e_date,image_s_dt,image_e_dt,area_ha,jan_per,feb_per,mar_per,april_per,may_per,june_per,july_per,aug_per,sep_per,oct_per,nov_per,dec_per,burnt_enco,burnt_cat,fire_sn_ord,fire_sn_cat,fire_f,fire_tot,since_fire,fire_gap,fire_pois1_2,fire_pois1_5,fire_pois1_10,year,tot_an_emsi_avg,tot_an_emsi_avg_R,tot_an_emsi_avg_si,emsi_dt,tot_an_drsi_avg,tot_an_drsi_avg_R,tot_an_drsi_avg_si,drsi_dt,tot_avg_emse_djf,tot_avg_emse_mam,tot_avg_emse_jja,tot_avg_emse_son,tot_avg_emse_dry,tot_avg_emse_wet,tot_avg_emse_annual,emse_dt,tot_avg_drse_djf,tot_avg_drse_mam,tot_avg_drse_jja,tot_avg_drse_son,tot_avg_drse_dry,tot_avg_drse_wet,tot_avg_drse_annual,drse_dt,rain_d_mean,et_ma_mean,tmax_mean,tmin_mean,rh_tmax_mean,rh_tmin_mean,b1_wfp_min,b1_wfp_max,b1_wfp_mean,b1_wfp_std,b1_wfp_med,b1_wfp_p25,b1_wfp_p50,b1_wfp_p75,b1_wfp_p95,b1_wfp_p99,wfp_dt,wfp_dir,wfp_seas,b1_wdc_major,b1_wdc_minor,b1_n17_major,b1_n17_minor,b1_hsd_min,b1_hsd_max,b1_hsd_mean,b1_hsd_std,b1_hsd_med,b1_hsd_p25,b1_hsd_p50,b1_hsd_p75,b1_hsd_p95,b1_hsd_p99,b1_hmc_min,b1_hmc_max,b1_hmc_mean,b1_hmc_std,b1_hmc_med,b1_hmc_p25,b1_hmc_p50,b1_hmc_p75,b1_hmc_p95,b1_hmc_p99,b1_hcv_min,b1_hcv_max,b1_hcv_mean,b1_hcv_std,b1_hcv_med,b1_hcv_p25,b1_hcv_p50,b1_hcv_p75,b1_hcv_p95,b1_hcv_p99,b1_h99_min,b1_h99_max,b1_h99_mean,b1_h99_std,b1_h99_med,b1_h99_p25,b1_h99_p50,b1_h99_p75,b1_h99_p95,b1_h99_p99,b1_fdc_major,b1_fdc_minor,b1_ccw_min,b1_ccw_max,b1_ccw_mean,b1_ccw_std,b1_ccw_med,b1_ccw_p25,b1_ccw_p50,b1_ccw_p75,b1_ccw_p95,b1_ccw_p99,ccw_dt,ccw_dir,ccw_seas,b1_dp0_min,b1_dp0_max,b1_dp0_mean,b1_dp0_std,b1_dp0_med,b1_dp0_p25,b1_dp0_p50,b1_dp0_p75,b1_dp0_p95,b1_dp0_p99,b2_dp0_min,b2_dp0_max,b2_dp0_mean,b2_dp0_std,b2_dp0_med,b2_dp0_p25,b2_dp0_p50,b2_dp0_p75,b2_dp0_p95,b2_dp0_p99,b3_dp0_min,b3_dp0_max,b3_dp0_mean,b3_dp0_std,b3_dp0_med,b3_dp0_p25,b3_dp0_p50,b3_dp0_p75,b3_dp0_p95,b3_dp0_p99,b1_dbg_min,b1_dbg_max,b1_dbg_mean,b1_dbg_std,b1_dbg_med,b1_dbg_p25,b1_dbg_p50,b1_dbg_p75,b1_dbg_p95,b1_dbg_p99,b2_dbg_min,b2_dbg_max,b2_dbg_mean,b2_dbg_std,b2_dbg_med,b2_dbg_p25,b2_dbg_p50,b2_dbg_p75,b2_dbg_p95,b2_dbg_p99,b3_dbg_min,b3_dbg_max,b3_dbg_mean,b3_dbg_std,b3_dbg_med,b3_dbg_p25,b3_dbg_p50,b3_dbg_p75,b3_dbg_p95,b3_dbg_p99,b4_dbg_min,b4_dbg_max,b4_dbg_mean,b4_dbg_std,b4_dbg_med,b4_dbg_p25,b4_dbg_p50,b4_dbg_p75,b4_dbg_p95,b4_dbg_p99,b5_dbg_min,b5_dbg_max,b5_dbg_mean,b5_dbg_std,b5_dbg_med,b5_dbg_p25,b5_dbg_p50,b5_dbg_p75,b5_dbg_p95,b5_dbg_p99,b6_dbg_min,b6_dbg_max,b6_dbg_mean,b6_dbg_std,b6_dbg_med,b6_dbg_p25,b6_dbg_p50,b6_dbg_p75,b6_dbg_p95,b6_dbg_p99,dbg_psB1a,dbg_psB2a,dbg_psB3a,dbg_psB4a,dbg_psB5a,dbg_psB6a,dbg_r32,dbg_r42,dbg_r43,dbg_r52,dbg_r53,dbg_r54,dbg_r62,dbg_r63,dbg_r64,dbg_r65,dbg_GSAVI,dbg_GNDVI,dbg_CVI,dbg_NDGI,dbg_RI,dbg_NBR,dbg_NDII,dbg_GDVI,dbg_MSAVI,dbg_DVI,dbg_SAVI,dbg_NDVI,dbg_MSR
1,agb02.2012,20120417,131.0051903,-12.64729111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (131.0051902997444 -12.64729111005121),17/04/2012,2012,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20120101,20121231,1/01/2012,31/12/2012,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no fire,0,no fire,0.20667,15,2,1.9,17.791,6.146,1.535,2012,1495.9,4.298563218,10.79441406,15/06/2012,1593.1,4.35273224,11.4767034,15/06/2012,449.5,326.3,228.6,478.6,445.5,1050.4,1495.9,15/06/2012,1134.4,491.1,0.2,184.4,38.3,1554.8,1593.1,15/06/2012,0,2,35.6,22.3,3319,3368.3,43,53,48.22222222,3.154459904,49,47,49,50,51.8,52.76,1/01/2012,nearest,annual,3,3,4,3,102.2809372,104.972847,103.6328133,0.825421632,103.646904,103.0328979,103.646904,104.1816406,104.8110397,104.9404855,104.8228531,110.018013,107.1291351,1.617808413,107.2939682,105.9360123,107.2939682,108.3828583,109.4009048,109.8945914,146.6170044,162.6696472,151.3176066,4.73880245,150.0479584,147.9796906,150.0479584,152.4407043,159.4104492,162.0178076,109.9509125,118.3959961,114.126987,2.430912421,114.1517334,112.2892685,114.1517334,115.6575775,117.6652069,118.2498383,3,3,65,75,70.66666667,3.333333333,71,70,71,73,74.2,74.84,1/01/2012,nearest,annual,21,27,23.55555556,1.640535896,23,23,23,24,26.2,26.84,38,51,43.55555556,4.245549594,43,40,43,47,49.4,50.68,26,37,31.44444444,3.499559055,31,29,31,34,36.2,36.84,502,571,542.7777778,24.74212682,537,525,537,567,570.2,570.84,649,730,669.7777778,25.92629629,657,652,657,672,717.2,727.44,735,780,756,13.70320319,753,747,753,764,777.6,779.52,1673,1856,1778.666667,55.9940473,1784,1736,1784,1819,1848,1854.4,1866,2018,1930.555556,42.99382672,1933,1901,1933,1946,1996.4,2013.68,1184,1357,1278.111111,56.23649358,1289,1231,1289,1311,1353,1356.2,542.7777778,669.7777778,756,1778.666667,1930.555556,1278.111111,11287326,26556072,23527337,28823822,25536449,10853948,19082614,16906232,7185782,6620432,2233785,4532080,30033180,-610526,610526,1636126,-409924,1109000,1728120,1022000,2034776,4033149,5335749
2,amg01.2012,20120619,134.0516779,-16.38097179,413.634375,448.5528324,1310.224441,3748.311503,2886.444322,5058.535944,1811.635,8376.216104,880.0731383,915.4139438,2673.927432,7649.615312,5890.702698,10323.54274,3697.214286,17094.31858,POINT (134.0516779247276 -16.38097178688785),19/06/2012,2012,1,16,10,10,10,160,0,10,10,10,0,0,0,0,0,0,0,0,0,16,0,0,20120101,20121231,1/01/2012,31/12/2012,1.44,0,0,0,0,0,0,0,0,0,100,0,0,1,fire,2,late,0.44286,7,3,3.066666667,6.492,0.494,0.01,2012,794.1,2.363392857,10.8185117,15/06/2012,630.8,1.723497268,11.64479154,15/06/2012,331,222,79.6,178.3,145.8,648.3,794.1,15/06/2012,280.8,261.8,2.1,104.6,6.3,624.5,630.8,15/06/2012,0,0.1,27,9.1,3294.4,3331.9,36,51,44,4.642796092,47,40,47,47,49.4,50.68,1/01/2012,nearest,annual,3,3,4,1,103.0437851,104.9349213,103.8762444,0.710096608,103.6888504,103.2978287,103.6888504,104.5700836,104.9170868,104.9313544,104.4640427,108.8015671,106.2549074,1.404727804,105.9104614,105.2002716,105.9104614,107.5282135,108.4422897,108.7297116,156.4434052,198.7592926,169.4135183,12.28601364,164.1144714,161.5829773,164.1144714,176.1058655,190.2887543,197.0651849,110.7809372,117.6131134,113.9308658,2.303858469,113.7153702,111.8525848,113.7153702,116.3255844,117.2051636,117.5315234,3,3,56,74,66.11111111,5.665577237,70,62,70,70,72.4,73.68,1/01/2012,nearest,annual,1,4,2.111111111,0.99380799,2,1,2,3,3.6,3.92,49,61,54.77777778,3.552081636,56,51,56,57,59.4,60.68,36,49,41.55555556,4.449996532,40,38,40,46,48.2,48.84,168,246,206.5555556,25.73847579,202,196,202,228,240.8,244.96,386,446,420.5555556,17.34045438,422,411,422,431,444,445.6,500,640,554,40.66939882,551,524,551,572,620.8,636.16,1933,2117,2024.666667,55.56577684,2028,2004,2028,2036,2109.4,2115.48,1978,2154,2071.888889,58.70537444,2073,2049,2073,2103,2154,2154,1003,1205,1063.222222,63.34873107,1027,1015,1027,1100,1169.8,1197.96,206.5555556,420.5555556,554,2024.666667,2071.888889,1063.222222,13173052,48142668,36546330,49265522,37398716,10233235,25281374,19191737,5251345,5131657,3232133,6563011,63565533,-1375770,1375770,3113055,-114774,1604000,2558961,1470000,2909739,5702095,9113947
3,amg03.2012,20120620,134.0316178,-16.77900462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (134.0316178323347 -16.77900462426776),20/06/2012,2012,1,16,10,10,10,160,0,10,10,10,0,0,0,0,0,0,0,0,0,16,0,0,20120101,20121231,1/01/2012,31/12/2012,1.44,0,0,0,0,0,0,0,0,0,100,0,0,1,fire,2,late,0.44286,7,1,3.833333333,6.492,0.494,0.01,2012,719.1,2.219444444,10.67041281,15/06/2012,623.4,1.703278689,11.88978236,15/06/2012,310.2,200.7,60.1,156,109.8,609.3,719.1,15/06/2012,258.4,280.2,0.4,76.4,0.9,622.5,623.4,15/06/2012,0,0.2,26.9,6.7,3296,3346.8,2,24,9.416666667,6.613853306,8,4,8,13,20.7,23.34,1/01/2012,nearest,annual,1,1,7,6,101.259697,101.9266739,101.5837186,0.187550996,101.5587463,101.4655914,101.5587463,101.6791916,101.8955173,101.9204426,102.9221344,103.9278564,103.4856491,0.333809732,103.5698853,103.1969414,103.5698853,103.7245502,103.890863,103.9204578,133.4571991,147.1187439,137.6957982,3.68333101,136.5628967,135.1959534,136.5628967,139.1945229,144.0723351,146.5094621,105.430275,107.3646088,106.5696958,0.593910489,106.7434349,106.0112457,106.7434349,106.9533863,107.3418362,107.3600542,2,1,4,41,16.91666667,10.9958957,15,8,15,23,35.5,39.9,1/01/2012,nearest,annual,2,5,3.75,0.721687836,4,3.75,4,4,4.45,4.89,67,72,69.5,1.38443731,69.5,68.75,69.5,70.25,71.45,71.89,22,28,25.33333333,1.885618083,25.5,24,25.5,27,28,28,259,391,325.8333333,49.64848661,315,286.25,315,377,388.25,390.45,579,735,646.4166667,49.10440974,639.5,606,639.5,684,725.1,733.02,945,1180,1067.25,70.51610336,1087.5,1001.75,1087.5,1106,1169,1177.8,2337,2568,2427.083333,70.39230348,2427.5,2366,2427.5,2461.5,2550.95,2564.59,2900,3165,3055.75,79.17083322,3071,2988,3071,3120,3158.4,3163.68,1576,1855,1720.5,86.09345697,1723.5,1661.5,1723.5,1792.5,1842.9,1852.58,325.8333333,646.4166667,1067.25,2427.083333,3055.75,1720.5,16510249,37546732,22741470,47272141,28631998,12590215,26615960,16120871,7088755,5630369,3309179,5795639,62053911,-2457677,2457677,1704847,-1145567,1781000,2139247,1360000,2401695,3892387,5081783
4,amg05.2012,20120621,134.0906366,-16.73125956,833.6121429,906.465,3541.755,11522.385,8737.575,15064.14,5064.99,24670.8,1773.642857,1849.928571,7228.071429,23515.07143,17831.78571,30743.14286,10336.71429,50348.57143,POINT (134.0906366351442 -16.73125956338392),21/06/2012,2012,1,20,5,10,9.75,195,1.089724736,10,10,5,0,0,0,0,1,0,0,0,0,19,0,0,20120101,20121231,1/01/2012,31/12/2012,1.8,0,0,0,0,5,0,0,0,0,95,0,0,1,fire,2,late,0.775,4,6,4.4,2.572,0.049,0,2012,730.7,2.255246914,10.68732615,15/06/2012,630.7,1.723224044,11.87994648,15/06/2012,314.1,204.6,62.7,159.1,115,615.7,730.7,15/06/2012,281.5,271.1,0.4,77.7,0.9,629.8,630.7,15/06/2012,0,0.7,27.3,5.5,3301.9,3376.5,23,39,30.33333333,4.288226777,30,29.25,30,31.5,37.35,38.67,1/01/2012,nearest,annual,3,2,4,7,102.1998672,104.8058167,103.1392759,0.752289222,103.027401,102.5283108,103.027401,103.6200466,104.2755428,104.6997619,103.5809174,107.5875168,105.1402829,1.128915492,105.1534767,104.3476715,105.1534767,105.6739883,106.909903,107.451994,146.9037323,165.8861542,157.6130002,4.655247625,157.8769379,155.7073784,157.8769379,159.9243927,164.2458054,165.5580844,109.0571899,116.3001022,111.4926758,2.083345531,111.0981369,109.6659241,111.0981369,112.9380894,114.6911198,115.9783057,3,2,39,60,49.33333333,5.572751166,49,48,49,51.5,57.8,59.56,1/01/2012,nearest,annual,4,13,9.25,2.349645363,9.5,8,9.5,11,12.45,12.89,32,45,39.16666667,3.715582802,39,37,39,42,44.45,44.89,45,55,50.08333333,3.147971128,50.5,47,50.5,52.25,54.45,54.89,106,197,146,25.63201124,137.5,130.25,137.5,167,187.1,195.02,241,357,297.8333333,35.92082343,309,276.75,309,318,344.9,354.58,328,508,394.5,54.17333292,384,353.25,384,424,487.65,503.93,1357,1570,1444.25,73.39178542,1431,1375.5,1431,1501.5,1562.3,1568.46,1361,1717,1536.083333,108.5306856,1521.5,1449.5,1521.5,1604.75,1696.1,1712.82,732,1118,905.1666667,113.4245956,912.5,845.25,912.5,942.75,1100.95,1114.59,146,297.8333333,394.5,1444.25,1536.083333,905.1666667,13245663,48491886,36609632,51575266,38937474,10635855,30391718,22944656,6267382,5892692,2552292,6588168,64498634,-1403763,1403763,2294593,-308725,1147000,1913532,1050000,2303305,5712731,9144123
5,amg06.2012,20120621,134.0878483,-16.69423322,104.2795714,113.393,443.051,1441.377,1093.015,1884.428,633.598,3086.16,221.8714286,231.4142857,904.1857143,2941.585714,2230.642857,3845.771429,1293.057143,6298.285714,POINT (134.0878483341189 -16.69423322370554),21/06/2012,2012,1,16,5,5,5,80,0,5,5,5,0,0,0,0,16,0,0,0,0,0,0,0,20120101,20121231,1/01/2012,31/12/2012,1.44,0,0,0,0,100,0,0,0,0,0,0,0,1,fire,1,early,0.34444,9,3,2.766666667,9.432,1.258,0.064,2012,739.7,2.269018405,10.71729864,15/06/2012,648.6,1.772131148,11.86450447,15/06/2012,316.5,207.4,64.5,162.1,118.7,621,739.7,15/06/2012,277.7,275.1,0.4,86.7,1.4,647.2,648.6,15/06/2012,0,0.7,27.3,5.6,3302.1,3376.5,24,40,32.66666667,5.033222957,33,29,33,36,38.8,39.76,1/01/2012,nearest,annual,3,2,4,3,102.02211,104.391655,103.0152859,0.694493197,103.1588669,102.6289673,103.1588669,103.3845062,103.9964066,104.3126053,103.3751144,107.5966644,104.740654,1.189108758,104.5195389,104.3121109,104.5195389,104.9067993,106.7630737,107.4299463,157.0168915,170.4529114,163.2935638,4.628377365,163.678772,159.0252686,163.678772,165.6571808,170.2512024,170.4125696,108.0382004,115.3986359,110.9099536,1.944043604,111.1538544,109.8959808,111.1538544,111.2681122,113.9141052,115.1017297,3,3,41,62,52.11111111,6.640690132,53,47,53,56,60.4,61.68,1/01/2012,nearest,annual,2,8,5,1.825741858,5,4,5,6,7.6,7.92,34,44,41.44444444,2.985561965,42,41,42,44,44,44,48,63,52.11111111,4.30618275,51,50,51,53,59.4,62.28,129,247,171.5555556,31.37625114,160,153,160,180,222.2,242.04,377,445,403.6666667,22.32089206,403,386,403,416,439.4,443.88,474,604,516.8888889,35.95813753,508,495,508,533,576,598.4,1571,1708,1640.888889,38.67369029,1656,1622,1656,1661,1693.2,1705.04,1649,2037,1780.777778,104.6388262,1767,1736,1767,1810,1947.8,2019.16,938,1165,991.4444444,68.17805302,974,948,974,986,1115.8,1155.16,171.5555556,403.6666667,516.8888889,1640.888889,1780.777778,991.4444444,12804844,40649601,31745486,44115056,34451849,10852519,24560969,19180997,6042118,5567480,2634531,6054821,52105487,-1229597,1229597,2466743,-409357,1237000,1991387,1124000,2356065,5213358,7827772
6,amg08.2012,20120622,134.0886916,-16.5693192,997.5246429,1084.7025,4238.1675,13788.0225,10455.6375,18026.19,6060.915,29521.8,2122.392857,2213.678571,8649.321429,28138.82143,21338.03571,36788.14286,12369.21429,60248.57143,POINT (134.0886916313465 -16.56931920464764),22/06/2012,2012,1,16,0,10,4.375,70,4.960783708,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,20120101,20121231,1/01/2012,31/12/2012,1.44,0,0,0,0,0,0,0,0,0,43.75,0,0,0,no fire,0,no fire,0,0,25,15.5,0,0,0,2012,768.3,2.293432836,10.77833033,15/06/2012,643.2,1.757377049,11.77899598,15/06/2012,325.3,214.9,72.3,170.4,132.9,635.4,768.3,15/06/2012,280.2,271.1,1.3,99.8,3.2,640,643.2,15/06/2012,0,0.8,27,5,3301.5,3376.5,47,59,56,3.366501646,57,56,57,57,59,59,1/01/2012,nearest,annual,3,3,4,8,102.7844772,105.6491394,103.4244283,0.835079471,103.1364441,102.9960403,103.1364441,103.3492889,104.9117523,105.501662,106.7774811,110.1569138,107.5853407,1.043575414,107.1794205,106.8380966,107.1794205,108.0586853,109.396254,110.0047818,136.7387238,152.5245361,144.8539785,4.841827163,144.3368378,141.8648682,144.3368378,146.9594116,151.8978394,152.3991968,112.0810547,118.4603882,113.893553,1.872711191,112.9249115,112.6080704,112.9249115,114.5893402,116.9841187,118.1651343,3,3,70,81,78.11111111,3.071172214,79,78,79,79,81,81,1/01/2012,nearest,annual,1,3,2,0.816496581,2,1,2,3,3,3,48,64,55.33333333,5.249338583,54,53,54,60,63.2,63.84,33,48,41.33333333,5.120763832,41,36,41,45,48,48,21,106,67.88888889,25.92058146,76,50,76,78,104.4,105.68,190,276,219.2222222,29.71635456,214,193,214,246,265.6,273.92,147,244,202.3333333,32.87687468,215,198,215,218,241.6,243.52,1391,1470,1431.888889,26.2401069,1430,1417,1430,1453,1470,1470,1068,1200,1134.555556,50.48456554,1139,1079,1139,1184,1195.6,1199.12,483,629,561.7777778,50.51903443,563,548,563,612,625,628.2,67.88888889,219.2222222,202.3333333,1431.888889,1134.555556,561.7777778,9229600,65316776,70768808,51753675,56073586,7923489,25625950,27764964,3923334,4951523,2733835,7345455,60270220,403800,-403800,4367470,1157895,1212000,2334933,1229000,2779285,7526026,16616082
7,amg10.2012,20120622,134.1876803,-16.41559201,110.5171429,120.036,418.796,1304.1,993.916,1722.896,591.864,2832.032,235.1428571,244.9714286,854.6857143,2661.428571,2028.4,3516.114286,1207.885714,5779.657143,POINT (134.1876803342419 -16.41559201378762),22/06/2012,2012,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20120101,20121231,1/01/2012,31/12/2012,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no fire,0,no fire,0.62,5,2,4.366666667,3.768,0.127,0.001,2012,804.7,2.373746313,10.84843401,15/06/2012,657.5,1.796448087,11.74048285,15/06/2012,335.4,224.6,80.8,180.2,149,655.7,804.7,15/06/2012,317.7,255.3,1.6,102.7,4.8,652.7,657.5,15/06/2012,0,0.9,27.3,5.3,3302.1,3376.5,10,39,24.6875,7.791973033,23,19.75,23,31,36.75,38.55,1/01/2012,nearest,annual,2,3,1,4,101.8975983,103.4418793,102.5863256,0.495786325,102.5451889,102.2041588,102.5451889,102.8705578,103.4136181,103.436227,103.030571,106.9694214,104.3307052,1.0081451,104.1945648,103.5493584,104.1945648,104.7708721,106.0901661,106.7935703,145.6639709,183.4222717,161.3260679,10.9277427,159.0872803,152.1485405,159.0872803,170.7314148,180.9972687,182.9372711,107.6927719,113.2103653,110.10146,1.580935647,110.0981026,108.8590088,110.0981026,110.6987,112.8716431,113.1426208,2,3,18,60,40.8125,11.10303309,39,34.5,39,50.25,57,59.4,1/01/2012,nearest,annual,1,3,1.583333333,0.640095479,1.5,1,1.5,2,2.45,2.89,16,28,23.33333333,3.299831646,23,22,23,25.5,27.45,27.89,69,81,73.5,3.201562119,73,71.75,73,75,78.8,80.56,274,380,345.5833333,30.18956313,350,346.5,350,366,377.25,379.45,502,634,590.1666667,31.33377659,595.5,586,595.5,606.25,624.1,632.02,691,844,784.6666667,48.9018291,801.5,769.75,801.5,815.25,842.35,843.67,1945,2113,2018.083333,50.41239651,2008.5,1981.5,2008.5,2066.75,2089.9,2108.38,2438,2667,2587.5,67.10750082,2589,2548.25,2589,2646.25,2667,2667,1373,1698,1562.833333,89.58872077,1596,1534.75,1596,1611.5,1658.95,1690.19,345.5833333,590.1666667,784.6666667,2018.083333,2587.5,1562.833333,13295679,34195143,25718989,43843547,32975786,12821572,26481220,19917162,7744147,6039936,2815457,5475460,45449928,-1411936,1411936,1273743,-1235613,1428000,2060952,1234000,2372469,4403997,6043627
8,ant01.2012,20120623,135.2932413,-17.97880849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (135.2932413496029 -17.9788084853617),23/06/2012,2012,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20120101,20121231,1/01/2012,31/12/2012,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,no fire,0,no fire,0,0,25,15.5,0,0,0,2012,554.6,1.812418301,10.49403128,15/06/2012,541.1,1.478415301,11.62618363,15/06/2012,256.5,145.6,34.4,119.5,65.6,489,554.6,15/06/2012,211.2,274.1,6.1,75.7,6.6,534.5,541.1,15/06/2012,0,0.4,21.1,10.2,3296.5,3316.7,1,2,1.5,0.5,1.5,1.25,1.5,1.75,1.95,1.99,1/01/2012,nearest,annual,1,1,6,6,100.8014526,101.2014008,100.998092,0.134039561,101.0017891,100.8828411,101.0017891,101.1050873,101.1905704,101.1992347,101.6696777,102.3542786,101.9776217,0.188117361,102.0335808,101.8313942,102.0335808,102.0677528,102.2492485,102.3332726,142.2806244,148.2914734,145.2752151,1.92351293,144.5415268,144.0591125,144.5415268,147.1021461,148.2254425,148.2782672,103.3752518,105.5038452,104.6014474,0.623001287,104.6255913,104.2764893,104.6255913,105.0242214,105.431646,105.4894054,1,1,1,4,2.333333333,1.247219129,2,1.5,2,3,3.8,3.96,1/01/2012,nearest,annual,9,16,11.16666667,1.863389981,11,10,11,12,14.35,15.67,1,8,4.166666667,2.114762923,4,2.75,4,5,8,8,78,89,83.16666667,3.077697552,84,81.25,84,85,87.35,88.67,726,869,808.0833333,41.05171197,814.5,784.75,814.5,836.25,864.6,868.12,1072,1231,1147.833333,41.25092592,1150,1124.25,1150,1174.25,1208.45,1226.49,1412,1665,1524.666667,61.40620671,1527.5,1487.75,1527.5,1551.75,1612.2,1654.44,2335,2513,2421.333333,43.68511061,2416.5,2393.25,2416.5,2442.75,2489.35,2508.27,3089,3348,3197.75,61.24149601,3190,3169.75,3190,3212,3302.35,3338.87,2020,2245,2141.25,63.0847644,2140.5,2092.75,2140.5,2177.75,2241.7,2244.34,808.0833333,1147.833333,1524.666667,2421.333333,3197.75,2141.25,13282997,21094816,15881067,27859010,20973437,13206567,18654712,14044053,8843268,6696114,2230392,3570628,28044837,-1411456,1411456,613766,-1381274,1274000,1327459,897000,1504192,2273764,2603899
9,ant02.2012,20120624,135.0409458,-18.22450362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (135.0409458383976 -18.22450361999229),24/06/2012,2012,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20120101,20121231,1/01/2012,31/12/2012,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,no fire,0,no fire,0,0,25,15.5,0,0,0,2012,505.6,1.696644295,10.24444077,15/06/2012,525.6,1.436065574,11.81277476,15/06/2012,240.2,133.4,27.4,103.5,50.2,455.4,505.6,15/06/2012,160.3,271.9,1.1,77.4,2.4,523.2,525.6,15/06/2012,0,0.1,21.5,7.9,3296,3323.5,2,11,5,2.828427125,4.5,2.75,4.5,6,10.45,10.89,1/01/2012,nearest,annual,1,2,6,10,101.0481186,102.5117416,101.6129246,0.436189046,101.5736885,101.2776737,101.5736885,101.7815533,102.3829361,102.4859805,102.7474442,104.7996826,103.6785952,0.5128926,103.6539116,103.3755016,103.6539116,103.9667892,104.4736362,104.7344733,146.6303253,164.3847961,154.6952527,5.293573919,154.5534363,150.6374969,154.5534363,158.0065422,162.988253,164.1054875,101.1581116,103.4403076,102.1459452,0.816281587,101.879715,101.4415703,101.879715,102.6245632,103.4349239,103.4392309,2,1,5,20,9.75,4.692636075,9,5.75,9,11,18.9,19.78,1/01/2012,nearest,annual,3,12,6.833333333,2.511086529,7,4.75,7,8.25,10.35,11.67,7,21,14.08333333,4.716254399,14.5,9.75,14.5,18.25,19.9,20.78,68,86,77.58333333,6.343741448,79,71,79,83.25,84.9,85.78,536,689,620.25,50.3820818,621,582.25,621,669.75,684.05,688.01,795,1003,880.25,62.11967616,874.5,846,874.5,897.25,987.05,999.81,1082,1350,1191.833333,88.20981931,1189,1112,1189,1261.5,1323.05,1344.61,2027,2357,2142.916667,100.7211152,2125,2060.25,2125,2200.25,2316.3,2348.86,2542,2944,2694.916667,115.0466995,2699.5,2616.75,2699.5,2739,2889.55,2933.11,1526,1817,1681.333333,101.8858293,1694,1592.25,1694,1757.25,1815.9,1816.78,620.25,880.25,1191.833333,2142.916667,2694.916667,1681.333333,13539714,24344410,17980003,30615355,22611523,12575928,19100634,14107118,7846004,6238907,2359761,4176042,32943208,-1501690,1501690,1205859,-1141439,1262000,1486192,951000,1711868,2853285,3410774
