species,alive,dead,alv_prop,ded_prop,total_prop,site,uid,date,factor,loc_count,geometry,lon_gda94,lat_gda94,count,avg_alive,avg_dead,avg_total,cor_av_liv,cor_av_ded,cor_av_tot
Eucalyptus sp.,2.0,0.0,1.4285714285714286,0.0,1.36986301369863,site09,131,20230910,0.75,7.0,POINT (131.0180513184932 -13.03025365315406),131.0180513184932,-13.030253653154057,7.0,20.0,0.8571428571428571,20.857142857142858,15.0,0.6428571428571428,15.642857142857142
Eucalyptus tectifica,3.0,0.0,2.142857142857143,0.0,2.054794520547945,site09,131,20230910,0.75,7.0,POINT (131.0180513184932 -13.03025365315406),131.0180513184932,-13.030253653154057,7.0,20.0,0.8571428571428571,20.857142857142858,15.0,0.6428571428571428,15.642857142857142
Hakea arborescens,2.0,0.0,1.4285714285714286,0.0,1.36986301369863,site09,131,20230910,0.75,7.0,POINT (131.0180513184932 -13.03025365315406),131.0180513184932,-13.030253653154057,7.0,20.0,0.8571428571428571,20.857142857142858,15.0,0.6428571428571428,15.642857142857142
L. humilis,5.0,0.0,3.571428571428571,0.0,3.4246575342465753,site09,131,20230910,0.75,7.0,POINT (131.0180513184932 -13.03025365315406),131.0180513184932,-13.030253653154057,7.0,20.0,0.8571428571428571,20.857142857142858,15.0,0.6428571428571428,15.642857142857142
P. spiralis,20.0,0.0,14.285714285714285,0.0,13.698630136986301,site09,131,20230910,0.75,7.0,POINT (131.0180513184932 -13.03025365315406),131.0180513184932,-13.030253653154057,7.0,20.0,0.8571428571428571,20.857142857142858,15.0,0.6428571428571428,15.642857142857142
Petalostigma pubescens,12.0,0.0,8.571428571428571,0.0,8.21917808219178,site09,131,20230910,0.75,7.0,POINT (131.0180513184932 -13.03025365315406),131.0180513184932,-13.030253653154057,7.0,20.0,0.8571428571428571,20.857142857142858,15.0,0.6428571428571428,15.642857142857142
Syzygium suborbiculare,4.0,0.0,2.857142857142857,0.0,2.73972602739726,site09,131,20230910,0.75,7.0,POINT (131.0180513184932 -13.03025365315406),131.0180513184932,-13.030253653154057,7.0,20.0,0.8571428571428571,20.857142857142858,15.0,0.6428571428571428,15.642857142857142
Dodenaea platyptera,6.0,0.0,4.081632653061225,0.0,4.0,site10,132,20230910,1.0,7.0,POINT (130.9263938607476 -13.03519564643597),130.9263938607476,-13.035195646435971,7.0,21.0,0.42857142857142855,21.428571428571427,21.0,0.42857142857142855,21.428571428571427
E. chlorostachys,12.0,0.0,8.16326530612245,0.0,8.0,site10,132,20230910,1.0,7.0,POINT (130.9263938607476 -13.03519564643597),130.9263938607476,-13.035195646435971,7.0,21.0,0.42857142857142855,21.428571428571427,21.0,0.42857142857142855,21.428571428571427
E. miniata,25.0,0.0,17.006802721088434,0.0,16.666666666666664,site10,132,20230910,1.0,7.0,POINT (130.9263938607476 -13.03519564643597),130.9263938607476,-13.035195646435971,7.0,21.0,0.42857142857142855,21.428571428571427,21.0,0.42857142857142855,21.428571428571427
E. tetrodonta,24.0,2.0,16.3265306122449,66.66666666666666,17.333333333333336,site10,132,20230910,1.0,7.0,POINT (130.9263938607476 -13.03519564643597),130.9263938607476,-13.035195646435971,7.0,21.0,0.42857142857142855,21.428571428571427,21.0,0.42857142857142855,21.428571428571427
Eucalyptus tectifica,7.0,0.0,4.761904761904762,0.0,4.666666666666667,site10,132,20230910,1.0,7.0,POINT (130.9263938607476 -13.03519564643597),130.9263938607476,-13.035195646435971,7.0,21.0,0.42857142857142855,21.428571428571427,21.0,0.42857142857142855,21.428571428571427
L. humilis,69.0,1.0,46.93877551020408,33.33333333333333,46.666666666666664,site10,132,20230910,1.0,7.0,POINT (130.9263938607476 -13.03519564643597),130.9263938607476,-13.035195646435971,7.0,21.0,0.42857142857142855,21.428571428571427,21.0,0.42857142857142855,21.428571428571427
Melaleuca viridiflora,3.0,0.0,2.0408163265306123,0.0,2.0,site10,132,20230910,1.0,7.0,POINT (130.9263938607476 -13.03519564643597),130.9263938607476,-13.035195646435971,7.0,21.0,0.42857142857142855,21.428571428571427,21.0,0.42857142857142855,21.428571428571427
Syzgium eucalyptoid ssp. Bleeseri,1.0,0.0,0.6802721088435374,0.0,0.6666666666666667,site10,132,20230910,1.0,7.0,POINT (130.9263938607476 -13.03519564643597),130.9263938607476,-13.035195646435971,7.0,21.0,0.42857142857142855,21.428571428571427,21.0,0.42857142857142855,21.428571428571427
Eucalyptus sp.,2.0,0.0,10.0,,10.0,site11,133,20230910,0.1,7.0,POINT (130.8495097750372 -13.06874487811126),130.8495097750372,-13.068744878111264,7.0,2.857142857142857,0.0,2.857142857142857,0.28571428571428575,0.0,0.28571428571428575
Lophostemon lactifluus,4.0,0.0,20.0,,20.0,site11,133,20230910,0.1,7.0,POINT (130.8495097750372 -13.06874487811126),130.8495097750372,-13.068744878111264,7.0,2.857142857142857,0.0,2.857142857142857,0.28571428571428575,0.0,0.28571428571428575
Melaleuca viridiflora,14.0,0.0,70.0,,70.0,site11,133,20230910,0.1,7.0,POINT (130.8495097750372 -13.06874487811126),130.8495097750372,-13.068744878111264,7.0,2.857142857142857,0.0,2.857142857142857,0.28571428571428575,0.0,0.28571428571428575
Acacia sp.,4.0,0.0,2.8169014084507045,0.0,2.6143790849673203,site12,134,20230910,1.0,7.0,POINT (130.8495097750372 -13.06874487811126),130.8495097750372,-13.068744878111264,7.0,20.571428571428573,1.5714285714285714,22.142857142857142,20.571428571428573,1.5714285714285714,22.142857142857142
E. chlorostachys,3.0,2.0,2.112676056338028,18.181818181818183,3.2679738562091507,site12,134,20230910,1.0,7.0,POINT (130.8495097750372 -13.06874487811126),130.8495097750372,-13.068744878111264,7.0,20.571428571428573,1.5714285714285714,22.142857142857142,20.571428571428573,1.5714285714285714,22.142857142857142
E. miniata,116.0,5.0,81.69014084507043,45.45454545454545,79.08496732026144,site12,134,20230910,1.0,7.0,POINT (130.8495097750372 -13.06874487811126),130.8495097750372,-13.068744878111264,7.0,20.571428571428573,1.5714285714285714,22.142857142857142,20.571428571428573,1.5714285714285714,22.142857142857142
E. tetrodonta,1.0,0.0,0.7042253521126761,0.0,0.6535947712418301,site12,134,20230910,1.0,7.0,POINT (130.8495097750372 -13.06874487811126),130.8495097750372,-13.068744878111264,7.0,20.571428571428573,1.5714285714285714,22.142857142857142,20.571428571428573,1.5714285714285714,22.142857142857142
Eucalyptus tectifica,4.0,0.0,2.8169014084507045,0.0,2.6143790849673203,site12,134,20230910,1.0,7.0,POINT (130.8495097750372 -13.06874487811126),130.8495097750372,-13.068744878111264,7.0,20.571428571428573,1.5714285714285714,22.142857142857142,20.571428571428573,1.5714285714285714,22.142857142857142
Grevillea pteridifolia,1.0,0.0,0.7042253521126761,0.0,0.6535947712418301,site12,134,20230910,1.0,7.0,POINT (130.8495097750372 -13.06874487811126),130.8495097750372,-13.068744878111264,7.0,20.571428571428573,1.5714285714285714,22.142857142857142,20.571428571428573,1.5714285714285714,22.142857142857142
L. humilis,11.0,2.0,7.746478873239436,18.181818181818183,8.49673202614379,site12,134,20230910,1.0,7.0,POINT (130.8495097750372 -13.06874487811126),130.8495097750372,-13.068744878111264,7.0,20.571428571428573,1.5714285714285714,22.142857142857142,20.571428571428573,1.5714285714285714,22.142857142857142
P. spiralis,2.0,2.0,1.4084507042253522,18.181818181818183,2.6143790849673203,site12,134,20230910,1.0,7.0,POINT (130.8495097750372 -13.06874487811126),130.8495097750372,-13.068744878111264,7.0,20.571428571428573,1.5714285714285714,22.142857142857142,20.571428571428573,1.5714285714285714,22.142857142857142
Acacia platycarpa,2.0,1.0,1.4388489208633095,8.333333333333332,1.9867549668874174,site13,135,20230910,0.75,7.0,POINT (130.7910786488937 -13.14295091341681),130.79107864889374,-13.142950913416808,7.0,19.857142857142858,1.7142857142857142,21.571428571428573,14.892857142857142,1.2857142857142856,16.17857142857143
E. chlorostachys,8.0,4.0,5.755395683453238,33.33333333333333,7.9470198675496695,site13,135,20230910,0.75,7.0,POINT (130.7910786488937 -13.14295091341681),130.79107864889374,-13.142950913416808,7.0,19.857142857142858,1.7142857142857142,21.571428571428573,14.892857142857142,1.2857142857142856,16.17857142857143
E. miniata,103.0,3.0,74.10071942446042,25.0,70.19867549668875,site13,135,20230910,0.75,7.0,POINT (130.7910786488937 -13.14295091341681),130.79107864889374,-13.142950913416808,7.0,19.857142857142858,1.7142857142857142,21.571428571428573,14.892857142857142,1.2857142857142856,16.17857142857143
E. tetrodonta,10.0,0.0,7.194244604316546,0.0,6.622516556291391,site13,135,20230910,0.75,7.0,POINT (130.7910786488937 -13.14295091341681),130.79107864889374,-13.142950913416808,7.0,19.857142857142858,1.7142857142857142,21.571428571428573,14.892857142857142,1.2857142857142856,16.17857142857143
Eucalyptus sp.,3.0,1.0,2.158273381294964,8.333333333333332,2.6490066225165565,site13,135,20230910,0.75,7.0,POINT (130.7910786488937 -13.14295091341681),130.79107864889374,-13.142950913416808,7.0,19.857142857142858,1.7142857142857142,21.571428571428573,14.892857142857142,1.2857142857142856,16.17857142857143
Hakea arborescens,1.0,0.0,0.7194244604316548,0.0,0.6622516556291391,site13,135,20230910,0.75,7.0,POINT (130.7910786488937 -13.14295091341681),130.79107864889374,-13.142950913416808,7.0,19.857142857142858,1.7142857142857142,21.571428571428573,14.892857142857142,1.2857142857142856,16.17857142857143
L. humilis,2.0,0.0,1.4388489208633095,0.0,1.3245033112582782,site13,135,20230910,0.75,7.0,POINT (130.7910786488937 -13.14295091341681),130.79107864889374,-13.142950913416808,7.0,19.857142857142858,1.7142857142857142,21.571428571428573,14.892857142857142,1.2857142857142856,16.17857142857143
P. spiralis,8.0,1.0,5.755395683453238,8.333333333333332,5.960264900662252,site13,135,20230910,0.75,7.0,POINT (130.7910786488937 -13.14295091341681),130.79107864889374,-13.142950913416808,7.0,19.857142857142858,1.7142857142857142,21.571428571428573,14.892857142857142,1.2857142857142856,16.17857142857143
Petalostigma pubescens,1.0,0.0,0.7194244604316548,0.0,0.6622516556291391,site13,135,20230910,0.75,7.0,POINT (130.7910786488937 -13.14295091341681),130.79107864889374,-13.142950913416808,7.0,19.857142857142858,1.7142857142857142,21.571428571428573,14.892857142857142,1.2857142857142856,16.17857142857143
Terminalia microcarpa,1.0,2.0,0.7194244604316548,16.666666666666664,1.9867549668874174,site13,135,20230910,0.75,7.0,POINT (130.7910786488937 -13.14295091341681),130.79107864889374,-13.142950913416808,7.0,19.857142857142858,1.7142857142857142,21.571428571428573,14.892857142857142,1.2857142857142856,16.17857142857143
Acacia auriculiformis,9.0,2.0,5.590062111801243,18.181818181818183,6.395348837209303,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
Corymbia bleeseri,5.0,0.0,3.1055900621118013,0.0,2.9069767441860463,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
E. chlorostachys,23.0,7.0,14.285714285714285,63.63636363636363,17.441860465116278,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
E. miniata,62.0,2.0,38.50931677018634,18.181818181818183,37.2093023255814,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
E. tetrodonta,20.0,0.0,12.422360248447205,0.0,11.627906976744185,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
Eucalyptus sp.,1.0,0.0,0.6211180124223602,0.0,0.5813953488372093,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
Eucalyptus tectifica,1.0,0.0,0.6211180124223602,0.0,0.5813953488372093,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
Ficus coronata,3.0,0.0,1.8633540372670807,0.0,1.744186046511628,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
Hakea arborescens,1.0,0.0,0.6211180124223602,0.0,0.5813953488372093,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
L. humilis,10.0,0.0,6.211180124223603,0.0,5.813953488372093,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
P. careya,2.0,0.0,1.2422360248447204,0.0,1.1627906976744187,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
P. spiralis,4.0,0.0,2.484472049689441,0.0,2.3255813953488373,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
Petalostigma pubescens,20.0,0.0,12.422360248447205,0.0,11.627906976744185,site14,136,20230910,1.0,7.0,POINT (131.5956282754639 -12.85911453870562),131.59562827546387,-12.859114538705622,7.0,23.0,1.5714285714285714,24.571428571428573,23.0,1.5714285714285714,24.571428571428573
Buchanania obovata,1.0,0.0,0.9009009009009009,0.0,0.8130081300813009,site15,137,20230910,0.5,7.0,POINT (131.9862790638562 -12.81900891119276),131.98627906385624,-12.819008911192762,7.0,15.857142857142858,1.7142857142857142,17.571428571428573,7.928571428571429,0.8571428571428571,8.785714285714286
Eucalyptus microtheca,1.0,0.0,0.9009009009009009,0.0,0.8130081300813009,site15,137,20230910,0.5,7.0,POINT (131.9862790638562 -12.81900891119276),131.98627906385624,-12.819008911192762,7.0,15.857142857142858,1.7142857142857142,17.571428571428573,7.928571428571429,0.8571428571428571,8.785714285714286
Grevillea pteridifolia,5.0,0.0,4.504504504504505,0.0,4.0650406504065035,site15,137,20230910,0.5,7.0,POINT (131.9862790638562 -12.81900891119276),131.98627906385624,-12.819008911192762,7.0,15.857142857142858,1.7142857142857142,17.571428571428573,7.928571428571429,0.8571428571428571,8.785714285714286
L. humilis,1.0,0.0,0.9009009009009009,0.0,0.8130081300813009,site15,137,20230910,0.5,7.0,POINT (131.9862790638562 -12.81900891119276),131.98627906385624,-12.819008911192762,7.0,15.857142857142858,1.7142857142857142,17.571428571428573,7.928571428571429,0.8571428571428571,8.785714285714286
Melaleuca viridiflora,100.0,12.0,90.09009009009009,100.0,91.05691056910568,site15,137,20230910,0.5,7.0,POINT (131.9862790638562 -12.81900891119276),131.98627906385624,-12.819008911192762,7.0,15.857142857142858,1.7142857142857142,17.571428571428573,7.928571428571429,0.8571428571428571,8.785714285714286
P. spiralis,3.0,0.0,2.7027027027027026,0.0,2.4390243902439024,site15,137,20230910,0.5,7.0,POINT (131.9862790638562 -12.81900891119276),131.98627906385624,-12.819008911192762,7.0,15.857142857142858,1.7142857142857142,17.571428571428573,7.928571428571429,0.8571428571428571,8.785714285714286
Buchanania obovata,1.0,0.0,0.8620689655172413,0.0,0.8264462809917356,centa13,12,20130602,0.25,7.0,POINT (133.3554380134159 -14.37659043909748),133.35543801341595,-14.37659043909748,7.0,16.571428571428573,0.7142857142857143,17.285714285714285,4.142857142857143,0.17857142857142858,4.321428571428571
Corymbia bleeseri,29.0,0.0,25.0,0.0,23.96694214876033,centa13,12,20130602,0.25,7.0,POINT (133.3554380134159 -14.37659043909748),133.35543801341595,-14.37659043909748,7.0,16.571428571428573,0.7142857142857143,17.285714285714285,4.142857142857143,0.17857142857142858,4.321428571428571
Corymbia dichromphloia,14.0,0.0,12.068965517241379,0.0,11.570247933884298,centa13,12,20130602,0.25,7.0,POINT (133.3554380134159 -14.37659043909748),133.35543801341595,-14.37659043909748,7.0,16.571428571428573,0.7142857142857143,17.285714285714285,4.142857142857143,0.17857142857142858,4.321428571428571
E. chlorostachys,7.0,1.0,6.0344827586206895,20.0,6.6115702479338845,centa13,12,20130602,0.25,7.0,POINT (133.3554380134159 -14.37659043909748),133.35543801341595,-14.37659043909748,7.0,16.571428571428573,0.7142857142857143,17.285714285714285,4.142857142857143,0.17857142857142858,4.321428571428571
E. miniata,7.0,0.0,6.0344827586206895,0.0,5.785123966942149,centa13,12,20130602,0.25,7.0,POINT (133.3554380134159 -14.37659043909748),133.35543801341595,-14.37659043909748,7.0,16.571428571428573,0.7142857142857143,17.285714285714285,4.142857142857143,0.17857142857142858,4.321428571428571
E. tetrodonta,58.0,4.0,50.0,80.0,51.2396694214876,centa13,12,20130602,0.25,7.0,POINT (133.3554380134159 -14.37659043909748),133.35543801341595,-14.37659043909748,7.0,16.571428571428573,0.7142857142857143,17.285714285714285,4.142857142857143,0.17857142857142858,4.321428571428571
Buchanania obovata,5.0,0.0,2.6881720430107525,0.0,2.4752475247524752,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714
Corymbia ferruginea,6.0,0.0,3.225806451612903,0.0,2.9702970297029703,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714
E. chlorostachys,16.0,5.0,8.60215053763441,31.25,10.396039603960396,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714
E. miniata,36.0,3.0,19.35483870967742,18.75,19.306930693069308,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714
E. tetrodonta,116.0,6.0,62.365591397849464,37.5,60.396039603960396,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714
P. pubescens,6.0,1.0,3.225806451612903,6.25,3.4653465346534658,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714
Planchonia sp.,1.0,1.0,0.5376344086021506,6.25,0.9900990099009901,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714
Alphitonia excelsa,6.0,0.0,3.3707865168539324,0.0,3.1914893617021276,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
Atalaya hemiglauca,1.0,0.0,0.5617977528089888,0.0,0.5319148936170213,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
Bauhinia cunninghamii,5.0,0.0,2.8089887640449436,0.0,2.6595744680851063,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
Brachychiton diversifolius,9.0,0.0,5.056179775280898,0.0,4.787234042553192,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
Brachychiton paradoxus,1.0,0.0,0.5617977528089888,0.0,0.5319148936170213,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
Corymbia dichromphloia,16.0,0.0,8.98876404494382,0.0,8.51063829787234,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
Corymbia ferruginea,21.0,0.0,11.797752808988763,0.0,11.170212765957446,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
E. chlorostachys,102.0,9.0,57.30337078651685,90.0,59.04255319148937,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
Erythroxylum ellipticum,2.0,0.0,1.1235955056179776,0.0,1.0638297872340425,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
Grevillia sp.,7.0,0.0,3.932584269662921,0.0,3.723404255319149,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
Hakea arborescens,1.0,0.0,0.5617977528089888,0.0,0.5319148936170213,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
Macropteranthes kekwickii,1.0,0.0,0.5617977528089888,0.0,0.5319148936170213,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
P. pubescens,1.0,0.0,0.5617977528089888,0.0,0.5319148936170213,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
Terminalia canescens,4.0,1.0,2.247191011235955,10.0,2.6595744680851063,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
species 1,1.0,0.0,0.5617977528089888,0.0,0.5319148936170213,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571
Acacia sp.,1.0,5.0,1.2987012987012987,83.33333333333334,7.228915662650602,amg02,26,20120619,0.0,7.0,POINT (133.9823169149365 -16.4864430402684),133.9823169149365,-16.486443040268398,,,,,,,
Brachychiton sp.,2.0,0.0,2.5974025974025974,0.0,2.4096385542168677,amg02,26,20120619,0.0,7.0,POINT (133.9823169149365 -16.4864430402684),133.9823169149365,-16.486443040268398,,,,,,,
Eucalyptus microtheca,74.0,1.0,96.1038961038961,16.666666666666664,90.36144578313254,amg02,26,20120619,0.0,7.0,POINT (133.9823169149365 -16.4864430402684),133.9823169149365,-16.486443040268398,,,,,,,
Acacia shirleyi,105.0,54.0,92.92035398230088,83.07692307692308,89.32584269662921,amg05,28,20120621,0.75,7.0,POINT (134.090645066343 -16.73124616889728),134.090645066343,-16.73124616889728,7.0,16.142857142857142,9.285714285714286,25.428571428571427,12.107142857142858,6.964285714285715,19.07142857142857
Eucalyptus microtheca,2.0,0.0,1.7699115044247788,0.0,1.1235955056179776,amg05,28,20120621,0.75,7.0,POINT (134.090645066343 -16.73124616889728),134.090645066343,-16.73124616889728,7.0,16.142857142857142,9.285714285714286,25.428571428571427,12.107142857142858,6.964285714285715,19.07142857142857
Macropteranthes kekwickii,6.0,11.0,5.3097345132743365,16.923076923076923,9.550561797752808,amg05,28,20120621,0.75,7.0,POINT (134.090645066343 -16.73124616889728),134.090645066343,-16.73124616889728,7.0,16.142857142857142,9.285714285714286,25.428571428571427,12.107142857142858,6.964285714285715,19.07142857142857
Acacia sp.,20.0,0.0,12.738853503184714,0.0,11.976047904191617,amg06,29,20120621,0.1,7.0,POINT (134.0878567879695 -16.69421982697164),134.08785678796954,-16.694219826971644,7.0,22.428571428571427,1.4285714285714286,23.857142857142858,2.242857142857143,0.14285714285714288,2.3857142857142857
Brachychiton sp.,2.0,0.0,1.2738853503184715,0.0,1.1976047904191618,amg06,29,20120621,0.1,7.0,POINT (134.0878567879695 -16.69421982697164),134.08785678796954,-16.694219826971644,7.0,22.428571428571427,1.4285714285714286,23.857142857142858,2.242857142857143,0.14285714285714288,2.3857142857142857
Corymbia dichromphloia,62.0,2.0,39.490445859872615,20.0,38.32335329341318,amg06,29,20120621,0.1,7.0,POINT (134.0878567879695 -16.69421982697164),134.08785678796954,-16.694219826971644,7.0,22.428571428571427,1.4285714285714286,23.857142857142858,2.242857142857143,0.14285714285714288,2.3857142857142857
Corymbia ferruginea,71.0,8.0,45.22292993630573,80.0,47.30538922155689,amg06,29,20120621,0.1,7.0,POINT (134.0878567879695 -16.69421982697164),134.08785678796954,-16.694219826971644,7.0,22.428571428571427,1.4285714285714286,23.857142857142858,2.242857142857143,0.14285714285714288,2.3857142857142857
Grevillia sp.,2.0,0.0,1.2738853503184715,0.0,1.1976047904191618,amg06,29,20120621,0.1,7.0,POINT (134.0878567879695 -16.69421982697164),134.08785678796954,-16.694219826971644,7.0,22.428571428571427,1.4285714285714286,23.857142857142858,2.242857142857143,0.14285714285714288,2.3857142857142857
Acacia shirleyi,139.0,22.0,77.22222222222223,66.66666666666666,75.5868544600939,amg08,30,20120622,0.75,7.0,POINT (134.0887000869861 -16.56930581154833),134.08870008698605,-16.569305811548332,7.0,25.714285714285715,4.714285714285714,30.428571428571427,19.285714285714285,3.5357142857142856,22.82142857142857
Macropteranthes kekwickii,38.0,11.0,21.11111111111111,33.33333333333333,23.004694835680752,amg08,30,20120622,0.75,7.0,POINT (134.0887000869861 -16.56930581154833),134.08870008698605,-16.569305811548332,7.0,25.714285714285715,4.714285714285714,30.428571428571427,19.285714285714285,3.5357142857142856,22.82142857142857
