site_clean,AGB,b1_wfp_dry_mean,b1_ccw_dry_mean,b1_hsd_mean,b1_hmc_mean,b1_hcv_mean,b1_h99_mean,b1_h25_mean,b1_dp1fm_mean,b1_dp1fm_dry_mean,b2_dp1fm_mean,b2_dp1fm_dry_mean,b3_dp1fm_mean,b3_dp1fm_dry_mean,b1_dbifm_mean,b2_dbifm_mean,b3_dbifm_mean,b4_dbifm_mean,b5_dbifm_mean,b6_dbifm_mean,dbifmdry_GNDVI,dbifman_GNDVI,dbifmdry_MSR,dbifman_MSR,dbifmdry_NBR,dbifman_NBR,dbifmdry_NDVI,dbifman_NDVI,dbifmdry_CVI,dbifman_CVI,dbifmdry_GDVI,dbifman_GDVI,dbifmdry_GSAVI,dbifman_GSAVI,dbifmdry_NDGI,dbifman_NDGI,dbifmdry_RI,dbifman_RI,dbifmdry_NDII,dbifman_NDII,dbifmdry_MSAVI,dbifman_MSAVI,dbifmdry_SAVI,dbifman_SAVI,dbifmdry_r42,dbifman_r42,dbifmdry_r32,dbifman_r32,dbifmdry_r43,dbifman_r43,dbifmdry_r52,dbifman_r52,dbifmdry_r53,dbifman_r53,dbifmdry_r54,dbifman_r54,dbifmdry_r62,dbifman_r62,dbifmdry_r63,dbifman_r63,dbifmdry_r64,dbifman_r64,dbifmdry_r65,dbifman_r65,dr_dsii,dr_wsum,dr_wsii,tx_dsum,tx_dsii,tx_wsum,tx_wsii,rx_wsum,rx_wsii,rx_dsii,ma_ammd,ma_asum,ma_dsii,ma_dmmd
BUFF01.2012,9995.51,46.91666666666666,69.25,102.43378639221191,104.47750282287598,152.80250549316406,109.42642656962076,102.90295346577965,4.166666666666667,5.0,49.25,45.83333333333334,45.08333333333334,47.91666666666666,352.33333333333326,549.5833333333334,691.25,2009.0,2102.25,1134.3333333333333,5535494,5707584,6684794,7051043,2573896,2783964,4714341,4881481,43497243,46058872,1349000,1460000,2720855,2897592,-1111111,-1145161,1111111,1145161,-407905,-226222,2070817,2237619,2402615,2567532,34751491,36554966,12483560,12577710,27837805,29063291,37704542,38251706,30203357,30412297,10849762,10464161,20527604,20639879,16443709,16409885,5906971,5646259,5444332,5395806,0.0005922910640947,4447.499999999978,0.0232755672186613,4846.700000000002,0.0316834151744842,7119.299999999997,0.0311507359147071,12343.299999999996,0.0891032814979553,0.1000697240233421,6.1,1819.8,0.4207513332366944,3.0
CENTA13.2013,6946.7825,24.55555555555556,40.77777777777778,103.85436672634548,107.99978807237412,151.58129713270398,113.56557379828558,105.19398244222003,26.44444444444445,27.66666666666667,30.44444444444445,29.66666666666667,41.66666666666666,41.0,390.5555555555555,629.7777777777778,868.0,1829.2222222222224,1723.666666666667,1126.6666666666667,4872010,4882018,4345982,4516001,2326957,2379019,3459932,3563218,40868100,40126579,1161000,1200000,2358797,2413516,-1698370,-1596526,1698370,1596526,290360,298423,1514626,1593043,1790253,1872808,29002000,29045519,14088348,13782639,20585806,21073989,27355026,27369442,19416774,19857911,9432117,9422948,18056717,17889908,12816774,12980031,6226025,6159266,6600877,6536453,8.789802450337449e-06,710.6999999999823,0.0022499163169413,4960.199999999999,0.0513608306646347,7531.499999999997,0.0617368966341018,9414.299999999996,0.1315233260393142,0.1216019317507743,3.825,1331.5,0.2530949115753174,3.0
CENTA14.2012,7658.5425,19.3125,33.125,103.98952531814577,107.01887226104736,164.95448970794678,114.34325695037842,104.00800132751463,7.5625,5.5625,53.1875,42.1875,37.6875,50.875,274.9375,533.3125,689.5,2068.875,1979.125,1177.125,5885355,5901576,6844308,7324697,2635853,2745763,4788012,5001814,52531867,50155127,1499000,1535000,2979330,3029207,-1527890,-1276596,1527890,1276596,7420,219916,2214411,2337606,2540072,2666624,38570578,38792922,13599762,12928630,28361216,30005439,38509827,37110043,28316546,28703771,9984250,9566189,22475283,22071956,16526233,17072154,5827054,5689686,5836246,5947704,7.641806587344036e-05,3983.299999999984,0.024107975885272,4758.000000000003,0.0721731856465339,7613.700000000003,0.0581358037889003,9076.100000000002,0.1207944899797439,0.1242304965853691,4.45,1386.799999999999,0.2572512328624725,2.5
CPR01.2024,9381.75,39.75,61.08333333333334,105.58524258931476,108.4316012064616,171.8945185343424,118.44506581624348,103.48474259810014,0.75,0.4166666666666667,41.083333333333336,40.66666666666666,56.66666666666666,57.25,249.91666666666677,456.08333333333337,659.4166666666665,2036.6666666666663,2068.9166666666665,1028.4166666666667,6365092,6340289,7611556,7577058,3246922,3289817,5123936,5109462,65351356,64525816,1590000,1580000,3180848,3163374,-1841869,-1820628,1841869,1820628,-87294,-77973,2362340,2349285,2697001,2684211,44931306,44655582,14504488,14458250,30977520,30885884,45731819,45362690,31529427,31374953,10178164,10158347,22923612,22548876,15804496,15595855,5101924,5049509,5012618,4970798,0.0007389840320684,1779.699999999977,0.0049362680874764,5237.500000000005,0.0424630083143711,7410.199999999998,0.053574800491333,12080.700000000004,0.1618685722351074,0.0793010145425796,4.55,1627.2999999999995,0.3026885688304901,3.6
CPR02.2024,4210.675,18.58333333333333,31.91666666666667,103.2771536509196,104.65578269958496,176.9976463317871,111.79912757873537,101.92080370585124,25.66666666666667,26.25,25.5,24.08333333333333,47.25,48.16666666666666,376.25,568.8333333333334,693.3333333333335,1442.833333333333,1930.333333333333,1561.666666666667,4311741,4348259,4430780,4425006,-487723,-396270,3511706,3508197,30398108,30974323,852000,874000,1831995,1870185,-942788,-991277,942788,991277,-1517696,-1447212,1272075,1292304,1554349,1574632,25165308,25364782,12091920,12188690,20811672,20810096,34161601,33934955,28251594,27841346,13574879,13378769,27743514,27453853,22943845,22524038,11024508,10823611,8121257,8090140,0.0007438627653755,1793.7999999999724,0.0047781220637261,5222.800000000001,0.0419774837791919,7387.199999999998,0.0519972778856754,12133.4,0.1591851562261581,0.0776107832789421,4.575,1624.9999999999998,0.2928717732429504,3.5
CPR03.2024,720.72,50.44444444444444,72.55555555555556,102.90712314181856,105.43360816107857,154.41425069173178,111.07070668538412,102.98158433702255,18.22222222222221,19.11111111111111,43.44444444444444,42.22222222222222,36.77777777777778,37.11111111111112,331.0,456.8888888888888,491.5555555555555,1455.4444444444446,1581.111111111111,1019.4444444444443,5195354,5227630,6998701,7214355,1684937,1762328,4858028,4953751,34615240,34356966,984000,999000,2140992,2168282,-451207,-369588,451207,369588,-441714,-415020,1680773,1723507,2034741,2081774,31567146,31855545,10935901,10758755,28865612,29608951,34496710,34606031,31544462,32165461,10928042,10863425,22464051,22312743,20541565,20739150,7116275,7004351,6511940,6447646,0.0007467899704352,1808.2999999999745,0.0050130300223827,5177.3,0.0416124239563942,7322.099999999998,0.0474883280694484,12311.499999999996,0.1532643735408783,0.0754387900233268,4.750000000000001,1639.5,0.2938072681427002,3.5
CPR04.2024,8768.69,22.5,37.875,103.20157051086426,105.05085468292236,164.00263214111328,111.8759536743164,102.34059559215198,4.625,5.0625,42.875,34.0,50.8125,59.375,276.5,481.9375,613.5625,1740.875,2129.25,1215.5625,5449102,5668618,5928167,6847846,1236181,1776650,4345595,4789630,45423503,46101979,1183000,1259000,2474550,2615289,-1445887,-1206581,1445887,1206581,-1274714,-1005428,1751319,1955901,2076860,2299062,33913813,36122423,13365348,12731163,25374433,28373230,43834197,44181040,32796899,34703066,12925175,12230918,26452673,25222410,19791982,19811551,7799970,6982480,6034711,5708876,0.0005740646738559,1737.7999999999731,0.0049822283908724,5123.5499999999965,0.0414445828646421,7237.95,0.0405658446252346,12579.149999999998,0.1435837969183921,0.0717073120176792,4.675000000000002,1664.2000000000005,0.2842945903539657,3.55
EL01.2013,0.0,6.5555555555555545,12.0,102.36383650037978,104.47784423828124,149.28197055392798,108.79642317030164,102.80608367919922,24.88888888888889,27.33333333333333,21.88888888888889,14.555555555555555,51.66666666666666,56.88888888888889,448.6666666666666,842.1111111111113,1357.2222222222224,2352.222222222222,2952.555555555556,2204.6666666666665,4566616,4727614,2873006,3165239,164565,324846,2473118,2682664,43372705,45018703,1491000,1510000,2705989,2764218,-2360034,-2341974,2360034,2341974,-1228329,-1131222,1413532,1508037,1605015,1713744,26788486,27932445,16172716,16116902,16563999,17331150,34291615,35061354,21203374,21754400,12800878,12552197,25922403,26180235,16028479,16243962,9676696,9372697,7559400,7466978,8.496270311297849e-05,717.6999999999884,0.0030002938583493,4902.0,0.0681762546300888,7717.300000000007,0.0731121748685836,7773.900000000002,0.2188531905412674,0.1658354848623275,1.475,753.9000000000003,0.4887139201164246,0.0
EL02.2013,2439.36,2.25,4.916666666666667,101.1113936106364,102.44361750284833,123.48241297403972,104.66378847757976,101.96290397644044,34.5,35.416666666666664,14.166666666666664,8.75,50.08333333333334,54.5,478.75,926.5833333333331,1556.833333333333,2478.4166666666665,3334.666666666666,2672.416666666666,4384152,4559342,2258464,2619608,-489749,-376699,2008629,2285573,43658179,44966483,1527000,1552000,2700106,2770109,-2604915,-2538276,2604915,2538276,-1567076,-1472815,1214926,1355869,1370475,1530883,25595471,26747909,17030731,16801871,15028991,15919602,35102579,35988848,20611317,21419548,13714371,13454827,28233592,28841622,16578027,17165721,11030698,10782758,8043167,8014044,8.496270311297849e-05,717.6999999999884,0.0030002938583493,4902.0,0.0681762546300888,7717.300000000007,0.0731121748685836,7773.900000000002,0.2188531905412674,0.1658354848623275,1.475,753.9000000000003,0.4887139201164246,0.0
FIN101.2024,7275.59,53.44444444444444,75.33333333333333,104.2469253540039,107.1461681789822,163.93160332573785,114.82522074381512,103.59164428710938,0.7777777777777778,0.2222222222222222,52.0,44.88888888888889,46.11111111111112,53.55555555555557,219.88888888888889,423.5555555555555,546.6666666666666,1944.4444444444448,2130.1111111111118,1062.0,6279070,6425856,8324665,8869127,2041019,2934132,5410669,5614458,57001202,59320960,1404000,1521000,2910448,3096919,-1315240,-1269350,1315240,1269350,-1078431,-456554,2242621,2442985,2603912,2799733,43731981,45907660,13037907,12906611,33542179,35569106,54319274,50291186,41662572,38965447,12420950,10954857,28916177,25073452,22178542,19426829,6612135,5461714,5323373,4985655,0.0008306992822326,1813.599999999976,0.0051906458102166,5231.599999999999,0.0405764952301979,7382.199999999992,0.0518002770841121,12103.799999999996,0.1554623991250991,0.0741578191518783,4.75,1643.4,0.2928757965564728,3.3000000000000003
FIN102.2024,23980.46,44.25,66.41666666666667,104.8762747446696,108.74873860677084,158.50275166829428,116.9218241373698,104.948335647583,15.166666666666664,21.33333333333333,43.66666666666666,36.0,40.0,41.41666666666666,361.0,547.6666666666666,638.0,1837.166666666667,1770.5,1096.3333333333333,5517386,5411074,6060471,6968531,2654595,2526423,4412451,4844444,46457717,39170145,1317000,1290000,2674293,2620531,-1460495,-767932,1460495,767932,340592,185750,1925551,2065777,2247028,2406020,34585472,33545344,13415772,11649422,25779710,28795716,32308291,32328058,24082319,27750784,9341579,9637122,20068440,20018259,14958841,17183908,5802564,5967522,6211545,6192224,0.0008306992822326,1813.599999999976,0.0051906458102166,5231.599999999999,0.0405764952301979,7382.199999999992,0.0518002770841121,12103.799999999996,0.1554623991250991,0.0741578191518783,4.75,1643.4,0.2928757965564728,3.3000000000000003
GIRRA01.2012,17994.76,37.55555555555557,56.0,103.34043290879993,106.1518978542752,149.1972469753689,111.58623843722872,103.92396460639104,1.7777777777777777,1.1111111111111112,53.44444444444444,48.33333333333334,43.0,48.88888888888889,247.88888888888889,467.22222222222223,625.5555555555555,2271.222222222222,2042.555555555556,1029.3333333333333,6588751,6588751,9062004,9062004,3763636,3763636,5683702,5683702,65082375,65082375,1804000,1804000,3497028,3497028,-1446886,-1446886,1446886,1446886,530953,530953,2804744,2804744,3126900,3126900,48611177,48611177,13388823,13388823,36307282,36307282,43717004,43717004,32651865,32651865,8993200,8993200,22030916,22030916,16454707,16454707,4532068,4532068,5039439,5039439,0.0004698273260146,4697.099999999978,0.0232400018721818,4981.599999999999,0.0412156730890274,7313.400000000005,0.0377428531646728,11633.799999999996,0.091386429965496,0.0946983322501182,5.9,1774.299999999998,0.3978727161884308,3.4000000000000004
GULF10.2013,7478.59,7.666666666666668,14.111111111111107,102.80178748236764,104.71532779269752,161.7228071424696,110.56749131944444,102.8277638753255,14.444444444444445,21.33333333333333,31.222222222222207,25.55555555555556,52.77777777777778,51.77777777777778,442.33333333333337,736.0,949.6666666666669,2161.0,2386.0,1478.5555555555554,4425626,4918882,3764389,5090175,1005618,1876889,3090545,3897106,35347867,37858670,1202000,1425000,2336703,2706724,-1546622,-1264095,1546622,1264095,-854342,-494832,1488380,1961008,1735894,2241677,25859845,29361413,13651957,12903080,18942225,22755353,30678786,32418478,22472079,25124605,11863484,11041185,21124469,20089070,15473582,15569206,8168830,6841997,6885692,6196796,0.0001855412119766,901.1999999999816,0.0034923830535262,4938.099999999999,0.0515339896082878,7491.300000000004,0.0526324808597564,10110.899999999998,0.1572645008563995,0.1201163232326507,4.475,1352.5999999999992,0.3648173213005066,2.8000000000000003
GULF11.2013,10763.3225,44.58333333333334,66.66666666666667,103.17277081807455,105.82610193888348,155.60611470540366,112.24800300598145,103.27885055541992,7.666666666666668,8.416666666666666,43.58333333333334,44.08333333333334,47.33333333333334,46.08333333333334,344.75,591.75,779.5,2044.25,2252.25,1451.833333333333,5586156,5514231,6544651,6198385,2062212,1696710,4648478,4481049,45554232,45587249,1501000,1453000,2928971,2854617,-1266568,-1372263,1266568,1372263,-301065,-484171,2221133,2112678,2536582,2425540,35321062,34545839,12911339,13172793,27356622,26225144,37503161,38060837,29046686,28893521,10617790,11017488,23242939,24534573,18001959,18625187,6580476,7102034,6197595,6446146,0.0001511211157776,699.1999999999817,0.003657647408545,4782.800000000003,0.0522789992392063,7375.500000000003,0.0463891066610813,10600.4,0.1309627145528793,0.1030383631587028,4.775,1407.8,0.3624075055122376,2.9000000000000004
GULF12.2013,0.0,33.833333333333336,53.91666666666666,102.59305063883464,104.41022300720216,158.0229263305664,110.04239273071288,102.35842005411786,4.166666666666667,4.25,37.0,36.75,57.25,57.5,334.91666666666674,547.9166666666666,715.6666666666665,1859.083333333333,2313.6666666666665,1442.583333333333,5487907,5453034,6138426,6124515,1326624,1263254,4451362,4444444,45238365,44423296,1316000,1312000,2668289,2657305,-1371611,-1331220,1371611,1331220,-1033317,-1088207,1943910,1943120,2266843,2265646,34289231,33930038,13175385,13061597,26025222,25976945,42193846,42226616,32024755,32328831,12305276,12445201,26264615,26328517,19934610,20157196,7659727,7759649,6224750,6235053,0.0001716264669084,674.0999999999813,0.0033760946244001,4811.999999999999,0.052410639822483,7396.600000000001,0.0481379479169845,10465.200000000004,0.1383797228336334,0.1077768132090568,4.625,1389.0999999999997,0.3660618364810944,2.9000000000000004
HSF02.2012,26636.295,59.88888888888889,81.33333333333333,102.69418080647785,106.26965925428604,145.2576633029514,111.7693625556098,106.73018985324435,3.333333333333333,4.5555555555555545,56.66666666666666,55.44444444444444,38.55555555555557,38.66666666666666,163.33333333333331,356.1111111111112,385.1111111111112,1839.333333333333,1338.0,632.0,6258857,6756264,10716589,11855488,4615711,4884662,6220547,6537770,44008328,55865342,1325000,1483000,2792609,3091730,-62735,-391363,62735,391363,1465690,1576959,2388352,2632823,2780118,3019103,43391207,51650546,10109213,10814353,42922438,47761108,32304677,37572543,31955679,34743220,7444982,7274375,15992719,17747270,15819945,16410848,3685705,3436028,4950589,4723468,0.0008958971011452,4742.099999999981,0.0228414367884397,4966.200000000002,0.0390318557620048,7285.999999999997,0.0366103276610374,11768.600000000002,0.0911092683672905,0.0939027965068817,5.8500000000000005,1782.1999999999994,0.4025664627552033,3.1
JDR01.2012,21469.14,51.16666666666666,73.58333333333333,104.69582621256512,110.76094818115234,146.2808392842611,118.2873471577962,107.57332153320311,3.9166666666666665,2.4166666666666665,55.33333333333334,48.83333333333334,39.083333333333336,47.33333333333334,276.16666666666674,490.33333333333337,599.0833333333335,2393.833333333333,1872.833333333333,941.8333333333331,6466689,6600763,8284428,9987475,4037864,4355129,5395104,5995989,64965979,59700416,1951000,1903000,3650368,3621083,-1645768,-1000918,1645768,1000918,942731,1221571,2880712,3059820,3174304,3367117,46560450,48820530,13944080,12217879,33390837,39958270,38547329,38195105,27644225,31261650,8278986,7823574,19789128,19208022,14191778,15721241,4250201,3934415,5133722,5028922,0.0001296365371672,4467.799999999979,0.0243512857705354,4929.8,0.0720434933900833,7557.200000000003,0.0466310270130634,10240.999999999998,0.1173322945833206,0.1112731173634529,5.050000000000002,1568.2999999999995,0.3229455649852753,3.0
JDR02.2012,22699.39,41.25,62.875,104.7875804901123,108.4724702835083,161.1978464126587,116.80260753631592,104.65134239196776,1.75,0.75,45.75,40.5,50.75,57.5,312.25,514.0,752.5,2212.25,2154.0,1086.0,6032389,6228907,6441021,7150771,3130699,3414190,4599078,4925776,60406081,62961741,1788000,1698000,3367654,3296661,-1983640,-1879937,1983640,1879937,27432,132845,2429751,2435710,2720170,2749874,40360934,43039883,14929936,14640078,27033561,29398671,40148620,41906615,26891354,28624585,9947396,9736693,21112527,21128405,14141069,14431894,5230931,4909029,5258593,5041783,0.0001296365371672,4467.799999999979,0.0243512857705354,4929.8,0.0720434933900833,7557.200000000003,0.0466310270130634,10240.999999999998,0.1173322945833206,0.1112731173634529,5.050000000000002,1568.2999999999995,0.3229455649852753,3.0
JDR03.2012,11180.4,31.777777777777786,51.0,103.69903394911024,106.52057393391928,158.39092678493924,113.74229431152344,103.26432122124572,1.6666666666666667,1.2222222222222223,41.44444444444444,34.0,55.22222222222222,63.55555555555557,486.77777777777777,764.1111111111113,1070.4444444444443,2644.333333333333,2567.8888888888887,1422.333333333333,5598278,5516432,5578144,5719504,2909048,3005411,4163627,4238018,51745996,48468381,1951000,1880000,3449028,3353949,-1870694,-1668484,1870694,1668484,100334,147764,2463714,2452590,2712152,2709433,35408887,34606660,14596903,14009016,24257809,24703135,34708351,33606224,23777888,23988997,9802158,9710912,19451440,18614221,13325731,13287316,5493378,5378797,5604254,5538921,0.0001274395326618,4447.199999999978,0.0242597013711929,4953.200000000002,0.0721634477376937,7580.799999999997,0.0460675098001956,10245.499999999996,0.117013044655323,0.1128612235188484,5.15,1572.3,0.3282516002655029,3.1
JDR05.2012,0.0,21.66666666666667,37.0,103.66837819417316,106.36969078911676,163.23571099175345,113.76626586914062,103.43516455756291,2.6666666666666665,0.0,42.66666666666666,28.0,53.22222222222222,70.66666666666667,290.8888888888889,555.1111111111112,779.5555555555555,2193.777777777778,2461.555555555556,1311.4444444444443,5731662,5960699,5761612,6778402,2156081,2517123,4259940,4757739,54680245,55461310,1555000,1638000,3024115,3171141,-1947149,-1679160,1947149,1679160,-876443,-575849,2094758,2349525,2392719,2660562,36850786,39519616,14831224,14043235,24846761,28141391,43920215,44343475,29613345,31576397,11918393,11220624,23770618,23624900,16027415,16822976,6450505,5978019,5412227,5327706,0.0001237778633367,4391.999999999983,0.0242507625371217,4930.1,0.0720309913158416,7620.199999999998,0.046612948179245,10021.2,0.1217618659138679,0.1101730391383171,4.8500000000000005,1525.699999999999,0.3348837196826935,3.0
JNK101.2024,12960.815,44.22222222222222,66.33333333333333,104.65549384223092,109.79249657524956,149.323721991645,117.24490780300565,106.6286341349284,7.888888888888887,9.22222222222222,47.66666666666666,45.66666666666666,42.55555555555557,43.44444444444444,294.0,453.5555555555555,584.5555555555555,2108.6666666666665,1726.555555555556,802.7777777777776,6225779,6462319,8207071,8998918,3553835,4487973,5364978,5661218,55754046,59991131,1478000,1655000,3006509,3283296,-1292517,-1263259,1292517,1263259,524590,996348,2335850,2630985,2687492,2971919,42929668,46491916,12956909,12888290,33132645,36072990,38660228,38067124,29837538,29536210,9005480,8187902,20416048,17699657,15756881,13733131,4755697,3807040,5280892,4649591,0.0006823885487392,1800.3999999999755,0.0051740086637437,5195.599999999999,0.039510354399681,7325.899999999998,0.0472374930977821,12250.8,0.1497604846954345,0.0733139514923095,4.800000000000002,1645.3000000000006,0.2930919826030731,3.3000000000000003
JNK102.2024,14082.437919999997,36.5,56.75,104.64800961812335,108.19836680094404,160.7286160786947,116.34219678243,104.6625199317932,10.916666666666664,2.083333333333333,50.66666666666666,46.16666666666666,37.0,50.25,340.33333333333326,541.0833333333334,647.1666666666665,1896.666666666667,2038.4166666666663,1242.25,6250474,5560115,8538061,7118552,3956975,2084130,5492041,4911522,54657632,41912936,1647000,1355000,3235756,2732957,-1154879,-892256,1154879,892256,683633,-360956,2598547,2144704,2932767,2483760,43297388,35053134,12601516,11960573,34358872,29307237,37750632,37672878,29957214,31497553,8718917,10747364,18753159,22958571,14881669,19195210,4331245,6549649,4967641,6094191,0.0006823885487392,1800.3999999999755,0.0051740086637437,5195.599999999999,0.039510354399681,7325.899999999998,0.0472374930977821,12250.8,0.1497604846954345,0.0733139514923095,4.800000000000002,1645.3000000000006,0.2930919826030731,3.3000000000000003
JNK103.2024,13217.855,48.66666666666666,71.16666666666667,105.49052810668944,110.43905512491864,154.48585128784185,119.50776545206708,106.16684532165527,8.083333333333334,9.75,46.66666666666666,42.0,43.58333333333334,46.66666666666666,416.25,534.5,712.5,1978.5,1732.25,1027.0,6664122,5748408,9922577,6667603,4655925,3164725,5975119,4706320,62871461,49388265,1746000,1444000,3437008,2883387,-1144883,-1428571,1144883,1428571,1117902,663073,2831507,2143490,3167593,2469441,49895278,37015903,12568545,13330215,39698531,27768421,39866717,32408793,31719436,24312281,7990078,8755370,18193069,19214219,14475080,14414035,3646251,5190801,4563473,5928705,0.0008385043474845,1811.1999999999755,0.0053777014836668,5211.500000000001,0.0399501100182533,7349.199999999992,0.0498402155935764,12176.499999999993,0.1521947979927063,0.0728505924344062,4.725,1639.6,0.2901989817619324,3.2
LARR15.2013,0.0,36.25,56.66666666666666,104.5772876739502,108.20744005839028,158.57099151611328,116.22976366678871,104.3236198425293,2.333333333333333,2.1666666666666665,41.41666666666666,38.333333333333336,54.75,57.83333333333334,309.83333333333326,537.75,773.25,2104.583333333333,2158.1666666666665,1225.1666666666667,6007707,5933359,6798842,6498069,2828907,2640433,4767153,4626347,56971124,56399682,1559000,1567000,3078999,3076168,-1738437,-1801527,1738437,1801527,-28805,-126701,2253730,2220680,2574555,2534594,40090061,39136836,14205532,14379358,28221442,27217373,40332904,40133271,28392392,27910335,10060574,10254603,22423609,22783202,15785124,15844380,5593309,5821422,5559632,5676886,5.469063762575388e-05,857.3999999999864,0.00302788708359,5046.999999999998,0.052585694938898,7677.800000000001,0.0609065853059291,8920.300000000007,0.1423014253377914,0.1301627904176712,3.4250000000000003,1173.0,0.3169383406639099,1.8
LEGU01.2012,2217.6,2.125,4.2222222222222205,102.36775461832684,103.81011539035372,162.5865088568793,109.01126098632812,102.01271565755206,5.222222222222221,4.0,8.0,8.222222222222221,85.33333333333333,86.55555555555556,427.4444444444445,769.4444444444445,1197.888888888889,2308.8888888888887,2984.777777777778,1890.4444444444448,4783980,5001625,3458965,3885797,989217,995712,2886201,3169757,44348697,46717251,1517000,1539000,2784849,2858116,-2201792,-2177009,2201792,2177009,-1297568,-1277400,1605156,1723480,1823339,1959436,28325725,30007220,15637755,15568231,18113677,19274650,36776316,38791336,23517644,24916984,12983363,12927334,23231740,24568953,14856186,15781467,8201640,8187680,6317038,6333619,0.0,3987.299999999977,0.0241378080099821,4924.9000000000015,0.066169872879982,7775.999999999997,0.0433935932815074,9216.699999999995,0.1342159956693649,0.0877496600151062,4.275,1238.5000000000002,0.6705545783042908,0.2
LEGU04.2012,3648.393,9.583333333333334,17.333333333333332,102.21425501505536,104.05731391906738,157.04347101847333,108.88741811116536,102.30889701843262,8.666666666666666,9.333333333333334,26.16666666666667,17.416666666666668,63.5,71.66666666666667,422.1666666666666,721.5833333333335,1089.9166666666667,2340.6666666666665,2600.75,1778.416666666667,4935780,5289121,3943699,4658650,1427234,1364740,3207139,3648294,44737800,49019989,1614000,1619000,2927449,3012654,-2053743,-2033149,2053743,2033149,-573248,-526316,1814979,1968259,2045298,2226243,29495773,32437926,15180153,15104516,19430485,21475648,33079710,36042268,21791421,23861916,11215068,11111151,22126610,24646033,14576013,16316997,7501621,7597907,6688877,6838092,0.0,3987.299999999977,0.0241378080099821,4924.9000000000015,0.066169872879982,7775.999999999997,0.0433935932815074,9216.699999999995,0.1342159956693649,0.0877496600151062,4.275,1238.5000000000002,0.6705545783042908,0.2
LEGU05.2012,4723.999,27.33333333333333,44.88888888888889,103.53777567545572,106.54853227403429,158.3068016899957,113.57202572292748,103.85561031765408,2.4444444444444446,1.8888888888888888,35.77777777777778,32.0,60.44444444444444,64.44444444444444,287.1111111111112,540.4444444444445,763.1111111111113,1951.888888888889,2244.0,1307.7777777777776,5931818,5664392,5869981,5990659,2921659,1976673,4315861,4377303,60894375,51049829,1566000,1411000,3074607,2825390,-2172012,-1711435,2172012,1711435,-136023,-698451,2093748,1995558,2396070,2310086,39131693,36116365,15540624,14120066,25180258,25578043,40210875,41521382,25874684,29405941,10275782,11496556,21447178,24198191,13800718,17137449,5480769,6700063,5333676,5827887,0.0,3987.299999999977,0.0241378080099821,4924.9000000000015,0.066169872879982,7775.999999999997,0.0433935932815074,9216.699999999995,0.1342159956693649,0.0877496600151062,4.275,1238.5000000000002,0.6705545783042908,0.2
LEGU06.2012,7715.4,53.875,75.8125,103.85452270507812,108.09236621856692,150.42381763458255,115.0740294456482,105.2889399210612,2.8125,3.5625,51.375,50.9375,44.125,43.875,293.3125,536.75,716.625,2314.5625,2272.5625,1225.9375,6581912,6238596,9406396,7977329,4524951,3077140,5803681,5273927,62490344,57669581,2045000,1778000,3783767,3397452,-1259259,-1437700,1259259,1437700,1338028,91583,3153809,2673462,3435835,2985056,48486417,43121798,12882512,13351188,37637393,32298099,37033988,42339311,28747490,31712018,7638013,9818540,18273551,22840009,14184773,17107099,3768798,5296627,4934265,5394516,0.0,3982.599999999979,0.0241594761610031,4946.1,0.0648834407329559,7783.000000000001,0.0432260781526565,9261.700000000004,0.1329993456602096,0.0868820995092392,4.2,1248.2999999999995,0.6791431903839111,0.2
LEGU07.2012,9708.965,47.77777777777778,70.1111111111111,103.6707314385308,107.27689361572266,152.89615885416666,113.96490139431424,104.5549036661784,1.7777777777777777,2.7777777777777777,45.0,46.33333333333334,51.77777777777778,49.33333333333334,367.88888888888886,614.4444444444445,856.2222222222224,2272.777777777778,2497.8888888888887,1420.2222222222226,6181943,5744976,7729184,6291733,3486502,2307692,5172859,4526854,57147754,51587603,1794000,1658000,3405467,3153690,-1483474,-1646259,1483474,1646259,350452,-471797,2660452,2315995,2966646,2613189,42381716,36989150,13490377,13934901,31416258,26544251,39500802,40652803,29280725,29173371,9320246,10990467,20473136,23113924,15176103,16587075,4830653,6248839,5182967,5685690,0.0,3987.149999999979,0.0241581480950117,4946.599999999999,0.0649981684982776,7783.15,0.0433004982769489,9257.8,0.1331480219960212,0.0870326943695545,4.237500000000002,1245.25,0.6789759397506714,0.2
LEGU08.2012,4717.188,34.55555555555556,54.44444444444444,102.50818549262152,104.2367655436198,140.37980906168622,108.8502146402995,102.35782623291016,6.1111111111111125,7.333333333333332,42.55555555555557,38.11111111111112,49.77777777777778,53.33333333333334,312.33333333333326,624.8888888888888,876.6666666666664,2457.444444444445,2248.444444444445,1385.2222222222226,5538040,5949367,5783564,6747521,2545656,2790213,4271325,4743474,48677799,55276442,1616000,1833000,3061379,3402425,-1659193,-1680000,1659193,1680000,19890,444208,2200513,2559363,2489299,2845914,34813172,39326102,13987374,14029161,24888997,28031686,34678383,35981508,24792632,25647655,9961282,9149523,20694421,22167496,14795072,15801014,5944423,5636840,5967528,6160803,0.0,4000.4999999999823,0.0241331364959478,4938.799999999998,0.0663642957806587,7788.399999999999,0.0438234135508537,9190.6,0.1348396390676498,0.0880615338683128,4.05,1222.7,0.6559523940086365,0.2
