site_clean,AGB,b1_wfp_dry_p99,b1_ccw_dry_p99,b1_hsd_p99,b1_hmc_p99,b1_hcv_p99,b1_h99_p99,b1_h25_p99,b1_dp1fm_p99,b1_dp1fm_dry_p99,b2_dp1fm_p99,b2_dp1fm_dry_p99,b3_dp1fm_p99,b3_dp1fm_dry_p99,b1_dbifm_p99,b2_dbifm_p99,b3_dbifm_p99,b4_dbifm_p99,b5_dbifm_p99,b6_dbifm_p99,dbifmdry_GNDVI,dbifman_GNDVI,dbifmdry_MSR,dbifman_MSR,dbifmdry_NBR,dbifman_NBR,dbifmdry_NDVI,dbifman_NDVI,dbifmdry_CVI,dbifman_CVI,dbifmdry_GDVI,dbifman_GDVI,dbifmdry_GSAVI,dbifman_GSAVI,dbifmdry_NDGI,dbifman_NDGI,dbifmdry_RI,dbifman_RI,dbifmdry_NDII,dbifman_NDII,dbifmdry_MSAVI,dbifman_MSAVI,dbifmdry_SAVI,dbifman_SAVI,dbifmdry_r42,dbifman_r42,dbifmdry_r32,dbifman_r32,dbifmdry_r43,dbifman_r43,dbifmdry_r52,dbifman_r52,dbifmdry_r53,dbifman_r53,dbifmdry_r54,dbifman_r54,dbifmdry_r62,dbifman_r62,dbifmdry_r63,dbifman_r63,dbifmdry_r64,dbifman_r64,dbifmdry_r65,dbifman_r65,dr_dsii,dr_wsum,dr_wsii,tx_dsum,tx_dsii,tx_wsum,tx_wsii,rx_wsum,rx_wsii,rx_dsii,ma_ammd,ma_asum,ma_dsii,ma_dmmd
NTAARP0002.2016,24414.13022,33.0,53.0,104.1354229736328,107.68841857910157,162.114287109375,115.09916564941406,104.75992553710935,7.76,6.84,38.92,36.0,69.67999999999999,75.75999999999998,390.28,690.16,993.84,2224.8,2738.12,1817.36,5470566,5488288,5056670,5217532,1534806,1723950,3878237,3968151,51459640,50890384,1459000,1523000,2854441,2938264,-2021136,-1943372,2021136,1943372,-837220,-642282,1883621,1982938,2169196,2267550,34155940,34280397,15073556,14810351,22659510,23146242,40384332,38995037,26791509,26329584,11823517,11375317,25066201,24204183,16629255,16342748,7338753,7060648,6206912,6206991,0.0006632475415244,1295.999999999974,0.0033273522276431,5049.800000000001,0.0316131338477134,7209.099999999998,0.0537416003644466,10989.599999999997,0.1283629238605499,0.1333897411823272,4.825,1561.6000000000006,0.2841963171958923,2.85
NTAARP0003.2016,17598.35204,41.78,62.89,105.1186019897461,111.7158543395996,162.62996520996094,119.7317790222168,108.19361991882325,27.45000000000001,29.89,50.56,41.89,49.78,53.67,351.37,609.58,874.15,2346.75,2105.59,1327.52,5502283,6034036,5266511,7507323,1964758,3409653,3995191,5080028,50971510,53327196,1446000,1631000,2843471,3176035,-1931741,-1375704,1931741,1375704,126771,730379,1912610,2458934,2205157,2781306,34438811,40403915,14776792,13180053,23306014,30655351,33562878,34907566,22713237,26485149,9745655,8639649,23133361,19861737,15655199,15069543,6717236,4915795,6892544,5689809,0.0005927748279646,1276.7999999999724,0.0033594672568142,4965.100000000002,0.0326841361820697,7128.000000000003,0.0535233281552791,10953.699999999995,0.1309407502412796,0.1298515498638153,4.9,1543.900000000001,0.2849762141704559,2.75
NTADAC0001.2013,22881.07267,29.0,47.0,105.99673034667968,110.8579067993164,172.96916381835936,120.69262878417967,105.65153411865236,8.99,8.99,51.97,48.99,39.98,41.0,315.13,462.34,530.9499999999998,1956.2000000000005,1718.5,877.6,6657706,6335748,9379256,9054348,3217206,3816216,5794393,5680982,66140416,54741806,1486000,1487000,3082135,3035933,-1405530,-1022965,1405530,1022965,485054,617557,2413116,2437615,2782159,2798522,49772423,44581395,13266399,12290698,37517659,36272469,45167336,39395349,34046418,32052980,9074771,8836724,25542169,19953488,19253280,16234626,5131791,4475743,5655009,5064935,0.0006956916186027,2194.3999999999755,0.0067590638063848,4906.199999999998,0.034397292882204,7012.100000000002,0.0454601943492889,12177.499999999996,0.0795354396104812,0.0977989956736564,5.0,1613.4,0.3158146142959595,4.0
NTADAC0002.2016,20805.21761,62.23,83.34,105.51906997680663,111.5007738494873,152.91834045410155,119.76318351745606,108.54630409240724,13.78,13.89,58.78,57.34,38.78,44.78,301.0,498.01,645.96,2271.58,1893.16,1096.37,6384134,6425766,9258465,9881502,3397064,3806537,5752710,5961832,55357808,53430214,1529000,1636000,3101420,3252054,-997921,-752033,997921,752033,783182,1101672,2511220,2727254,2869443,3074803,45230503,45963370,12203227,11646520,37064379,39465325,38666923,36855311,31685818,31644913,8548860,8018409,22308874,20628205,18281127,17711904,4932263,4487966,5769498,5597078,0.0008487442391924,1385.6999999999732,0.0034191750455647,5193.499999999998,0.0219890251755714,7274.799999999997,0.0474986061453819,11934.299999999996,0.1005002409219741,0.1248298808932304,5.6000000000000005,1757.5000000000002,0.2391224801540375,3.8
NTAGFU0001.2012,1536.15,12.37,21.68000000000001,102.7234252166748,103.97064277648926,173.32728790283196,110.63785385131835,101.80470443725586,15.0,14.89,20.67,20.230000000000004,77.89,80.89,498.89,759.23,1053.47,1843.35,2604.330000000001,1839.82,3954276,4096186,3047909,3238494,-175857,-46838,2599388,2734082,31292203,32528248,934000,988000,1903015,1999460,-1510107,-1533888,1510107,1533888,-1953125,-1836735,1116644,1196365,1339286,1427640,23082040,23854788,13565177,13622121,17015657,17511802,34289882,34592541,25277873,25394387,14855655,14501299,23915276,24078101,17629904,17675736,10360989,10093614,6974441,6960489,2.929902075266e-05,3669.899999999993,0.0250688102096319,4369.300000000002,0.0941661149263382,7970.200000000003,0.0434368029236793,6176.5,0.1366192102432251,0.175413429737091,0.95,556.6999999999998,0.3184834122657776,0.2
NTAGFU0002.2012,1164.24,14.78,1.0,101.74920921325683,102.95143508911131,166.88698898315428,107.46276763916016,101.94192314147948,51.34,21.0,8.560000000000002,5.0,66.23,82.89,667.78,1164.25,1831.79,2611.8100000000004,3448.67,2909.34,4000000,3856317,2633573,1851480,269231,-356322,2296053,1682525,34111527,36215362,1068000,1401000,2088657,2434264,-1876268,-2324622,1876268,2324622,-1603774,-1443141,1105046,1035851,1302239,1168224,23311506,22535253,14616984,16052376,15948233,14038578,32221183,30138029,22043661,18774808,13822008,13373725,22092298,24206521,15114129,15079712,9476993,10741624,6856452,8031886,2.929902075266e-05,3669.899999999993,0.0250688102096319,4369.300000000002,0.0941661149263382,7970.200000000003,0.0434368029236793,6176.5,0.1366192102432251,0.175413429737091,0.95,556.6999999999998,0.3184834122657776,0.2
NTAGFU0003.2012,4736.013333,17.67,30.56,104.4047728729248,106.88905929565428,168.23500335693365,114.62713958740234,103.60872741699218,39.56,36.0,27.230000000000004,24.78,54.89,56.78,458.04,737.36,1042.16,1681.94,2009.24,1606.0,4118174,4130241,2945566,2974265,310559,369885,2525814,2546535,34378789,34426511,920000,926000,1907658,1917978,-1777222,-1769856,1777222,1769856,-1019362,-984633,1050977,1062310,1268955,1281728,23972134,24047559,14315389,14285353,16745709,16833717,29422419,29298002,20552999,20509120,12273592,12183358,22529449,22332406,15737922,15633080,9398182,9286766,7657239,7622501,0.0001110863595386,3693.099999999988,0.0248825401067733,4353.4000000000015,0.0926448330283165,7897.400000000002,0.0420644767582416,6486.900000000002,0.1355963498353958,0.1594175100326538,0.95,642.6000000000005,0.2966507077217102,0.25
NTAGFU0004.2012,0.0,19.89,34.78,102.73051597595214,105.45816047668455,153.3288319396973,110.86531280517578,103.66327331542968,45.89,45.89,26.89,26.89,44.45,45.34,613.68,1050.12,1589.31,2528.96,2936.9,2376.59,4252874,4280639,3142081,2996444,961015,518971,2666317,2562500,35610256,36910613,1443000,1446000,2578935,2588923,-1789474,-1929825,1789474,1929825,-554687,-717722,1530155,1474177,1731685,1669683,24794087,24954753,14363465,14769456,17261912,16896190,27711039,28812376,19292725,19508082,11176471,11545847,20445147,22484702,14234132,15223785,8245977,9010188,7377979,7803835,0.0001110863595386,3693.099999999988,0.0248825401067733,4353.4000000000015,0.0926448330283165,7897.400000000002,0.0420644767582416,6486.900000000002,0.1355963498353958,0.1594175100326538,0.95,642.6000000000005,0.2966507077217102,0.25
NTAGFU0005.2012,1549.086,42.67,64.67,104.04349609375,107.59479888916016,161.69815444946292,115.04309341430664,104.5225838470459,28.78,29.56,43.45,42.78,54.45,51.0,478.78,777.6700000000003,1037.05,2105.67,2337.25,1680.98,4874816,4824139,4948288,4816124,1552760,1472779,3816689,3740563,37696525,37368405,1324000,1303000,2573872,2537982,-1300000,-1322160,1300000,1322160,-371783,-480266,1827659,1783954,2112569,2065959,29009095,28619745,12982288,13041562,22345133,21945028,31249402,31507681,24070796,24159437,10772277,11009071,21215893,21269501,16342183,16309013,7313531,7431758,6789216,6750576,0.0001110863595386,3693.099999999988,0.0248825401067733,4353.4000000000015,0.0926448330283165,7897.400000000002,0.0420644767582416,6486.900000000002,0.1355963498353958,0.1594175100326538,0.95,642.6000000000005,0.2966507077217102,0.25
NTAGFU0006.2012,0.0,33.68,53.6,103.95217315673828,106.4853491210938,161.11832214355468,113.26755798339843,103.50187072753906,48.84,23.84,18.84,36.76000000000001,54.68,71.92,482.12,911.2,1555.2,2335.96,2925.76,2241.96,4753980,4398969,3823767,2281858,1422969,219579,3129427,2026918,41390973,43812564,1314000,1365000,2538640,2526842,-1908482,-2604255,1908482,2604255,-638200,-1101374,1551968,1129022,1798668,1296041,28133333,25706800,14723372,17039877,19107942,15086259,31969349,32062883,21713334,18816382,11363513,12472530,21117241,24597393,14342667,14435194,7506128,9568438,6605465,7671610,2.148605381080415e-05,3630.299999999991,0.0250211991369724,4345.700000000002,0.0940147712826728,7930.799999999997,0.0436057597398757,6259.999999999997,0.1332177072763443,0.1678126007318496,0.95,583.6,0.3227678537368774,0.2
NTAGFU0007.2012,0.0,8.95,15.9,102.41072998046872,103.96219268798828,153.6132647705078,107.7425067138672,102.20605392456056,29.84,27.92,15.92,16.92,72.92,74.92,525.84,875.68,1190.12,1838.44,2218.72,1541.56,3928708,3786105,2782773,2613449,1178099,1027162,2406965,2280946,32211381,30937666,1025000,970000,2020633,1924094,-1680672,-1647429,1680672,1647429,-778990,-811655,1127405,1051216,1333712,1249365,22930624,22185625,14028031,13952547,16346288,15900770,26794674,26113050,19100809,18715615,11685105,11770257,18098108,18050244,12901389,12936881,7892549,8136009,6754368,6912346,2.148605381080415e-05,3630.299999999991,0.0250211991369724,4345.700000000002,0.0940147712826728,7930.799999999997,0.0436057597398757,6259.999999999997,0.1332177072763443,0.1678126007318496,0.95,583.6,0.3227678537368774,0.2
NTAGFU0008.2012,0.0,3.96,7.719999999999999,101.79328979492188,103.18618133544922,170.79005981445312,107.61672119140624,101.65044555664062,31.0,27.44,11.84,11.68,73.92,77.0,468.11999999999983,864.56,1336.24,2060.36,2832.12,2084.0,4059713,4096430,2621988,2284389,-297030,-184521,2287360,2028894,35162725,37781715,1047000,1113000,2072173,2163405,-1953782,-2254949,1953782,2254949,-1820438,-1695577,1075669,1007613,1273425,1184018,23657971,23861592,14847826,15814533,15933626,15088395,34178261,33604152,23019034,21248906,14446827,14082947,25107246,24754325,16909712,15652897,10612595,10374130,7345970,7366448,2.148605381080415e-05,3630.299999999991,0.0250211991369724,4345.700000000002,0.0940147712826728,7930.799999999997,0.0436057597398757,6259.999999999997,0.1332177072763443,0.1678126007318496,0.95,583.6,0.3227678537368774,0.2
NTAGFU0009.2012,1947.5866670000007,12.439999999999998,22.02,102.5479907989502,104.6038143157959,164.84114608764648,109.77713661193847,103.4906982421875,53.0,28.0,20.85,20.4,53.85,83.10000000000002,662.0,1353.9,2103.75,3036.35,3978.45,3389.7,4217623,3947049,3090187,2225114,274190,-249618,2629526,1982471,35281702,35524214,1345000,1625000,2463671,2673577,-1786192,-2131355,1786192,2131355,-1358872,-1202696,1442115,1317174,1648428,1455270,24579325,23046095,14349004,15420575,17129638,14945030,32308630,29345940,22516287,19030380,13144637,12733584,23264463,24222802,16213294,15708106,9465053,10510588,7200696,8254226,4.394813004182652e-05,3676.099999999993,0.0250562503933906,4369.600000000003,0.0934822410345077,7951.599999999998,0.0429670922458171,6277.200000000003,0.135183110833168,0.1679517924785614,0.8750000000000001,596.4000000000004,0.3236203193664551,0.2
NTAGFU0010.2012,1293.6,16.759999999999998,28.68,102.33332733154296,104.59967895507812,155.5733270263672,108.93146392822266,102.42807586669925,22.92,21.76,20.0,23.84,65.92,70.92,533.12,918.6,1286.84,2191.36,2648.96,1828.68,4120449,4133333,3294592,3297285,1267988,1103948,2773161,2775031,32633129,32823162,1211000,1209000,2288072,2288328,-1521099,-1534287,1521099,1534287,-717960,-794923,1414998,1411694,1638380,1635503,24022116,24071151,13595217,13611902,17669536,17683900,27729201,28228978,20396292,20738453,11543197,11727307,18611290,19288486,13689587,14170310,7747565,8013113,6711802,6832867,0.000373478163965,3703.999999999984,0.0242398455739021,4446.2,0.0846205726265907,7818.299999999997,0.0405714809894561,7466.300000000001,0.1316965222358703,0.1083566322922706,2.6,873.1999999999997,0.358347475528717,0.5
NTAGFU0011.2012,2540.846,7.8900000000000015,13.89,101.4892170715332,102.58815910339356,154.607802734375,107.0072396850586,101.49087738037107,7.0,5.8900000000000015,17.78,15.89,81.0,83.0,472.78,682.01,894.89,1651.23,2628.51,1758.92,4144015,4205693,3815292,3768926,-432258,-432900,3123894,3093525,30565072,31704562,869000,916000,1836692,1914182,-1171819,-1278507,1171819,1278507,-2392921,-2320675,1200076,1232566,1458678,1489203,24163952,24483714,12664224,12924964,19080484,18942965,39360749,39281287,31080270,30391797,16289036,16043844,26335505,26707108,20795199,20663198,10898674,10908112,6690804,6798939,0.0003871458175126,3705.2999999999847,0.0242381170392036,4433.1,0.084888681769371,7807.500000000004,0.040733728557825,7455.299999999997,0.1313236355781555,0.1086066663265228,2.6,864.6999999999997,0.3564102649688721,0.4
NTAGFU0012.2012,1796.6666670000006,19.0,33.0,103.1002865600586,105.00227241516112,166.61564697265624,111.13510612487794,102.72374534606934,12.0,11.0,27.89,26.0,70.67,74.0,470.46,661.3399999999998,841.56,1758.72,2302.370000000001,1547.49,4343891,4449378,4137676,4405746,587842,696910,3330530,3496474,32176768,32654541,960000,1002000,1997226,2072532,-1184767,-1128460,1184767,1128460,-1530858,-1409715,1338837,1425353,1610192,1706247,25339728,26018654,12688516,12538308,19970601,20751328,34501732,34559627,27191306,27563231,13615668,13282634,22539302,22636909,17763545,18054198,8894848,8700261,6532803,6550102,0.000394713220885,3699.5999999999863,0.024193350225687,4426.200000000002,0.0850029364228248,7802.900000000002,0.0408566035330295,7437.900000000002,0.1309163719415664,0.1091478243470192,2.6,858.0999999999997,0.3464788794517517,0.4
NTAGFU0013.2012,2357.226667000001,19.89,34.78,102.67856010437012,104.32993850708009,164.54263092041015,110.7219115447998,102.4992276763916,10.0,8.89,29.78,26.89,67.0,72.0,468.5699999999998,701.3700000000001,845.23,1881.48,2461.48,1674.36,4511710,4497445,4344491,4595077,249688,506173,3459016,3610556,33977611,32586769,1021000,1056000,2108633,2155689,-1247357,-1058824,1247357,1058824,-1679757,-1453678,1423172,1519645,1701613,1805759,26454643,26322980,12858293,12368862,20573993,21281651,37122920,35290630,28870799,28531833,14032667,13406776,25157005,23799459,19564809,19241430,9509486,9041324,6776677,6743846,0.000394713220885,3699.5999999999863,0.024193350225687,4426.200000000002,0.0850029364228248,7802.900000000002,0.0408566035330295,7437.900000000002,0.1309163719415664,0.1091478243470192,2.6,858.0999999999997,0.3464788794517517,0.4
NTAGFU0014.2012,2608.76,14.89,26.78,101.49660331726076,102.90062850952148,162.09003585815432,107.19686698913574,101.65857101440427,13.89,13.78,21.67,22.89,78.0,81.89,656.23,967.48,1312.88,2252.79,3327.76,2363.49,3979979,4146006,3380773,3584781,-248013,-148681,2832700,2971266,30119979,31641550,1153000,1204000,2190072,2284919,-1293060,-1339786,1293060,1339786,-1999210,-1940357,1415131,1491724,1644188,1728297,23205728,24143403,12958473,13083554,17907765,18453245,34791408,35772358,26848387,27341469,14992595,14816618,24384726,24880987,18817592,19016995,10508063,10305501,7008835,6955367,0.0003939777961932,3723.3999999999846,0.0242329258471727,4432.4000000000015,0.0841711014509201,7776.800000000002,0.0409533120691776,7635.199999999996,0.1300630122423172,0.1058048084378242,2.7750000000000004,899.0999999999997,0.3449035882949829,0.5
NTAGFU0015.2012,1920.996,12.0,21.0,101.70667991638184,102.81934028625489,158.2634880065918,107.74299186706544,101.66168678283692,9.78,7.8900000000000015,17.89,20.0,81.78,82.78,495.01,766.3499999999997,1023.62,1813.95,2835.95,1976.94,4140821,4116172,3615602,3578978,-315729,-320917,2991914,2967370,31419706,31216183,988000,985000,2006499,1998512,-1311374,-1308642,1311374,1308642,-2137031,-2146013,1285522,1277649,1534158,1524655,24130823,23969962,13013225,13003784,18543307,18433067,37244132,37069536,28620216,28506730,15434257,15464996,25698797,25560549,19748215,19656239,10649780,10663575,6900093,6895298,0.0003939777961932,3723.3999999999846,0.0242329258471727,4432.4000000000015,0.0841711014509201,7776.800000000002,0.0409533120691776,7635.199999999996,0.1300630122423172,0.1058048084378242,2.7750000000000004,899.0999999999997,0.3449035882949829,0.5
NTAGFU0016.2012,2833.21325,23.68,40.52,102.705202331543,105.34744415283204,160.87304748535155,109.97923675537108,103.20066650390623,20.92,20.92,26.44,21.84,70.75999999999998,79.92,551.76,938.52,1425.6799999999994,2454.2000000000007,3248.96,2322.120000000001,4468085,4547715,3120667,3447476,244821,299296,2651163,2878371,39733728,39368688,1512000,1463000,2705153,2670683,-2061069,-1920774,2061069,1920774,-1386348,-1436414,1535919,1599303,1735062,1817234,26150012,26670465,15193449,14751234,17211373,18080158,34572751,35609571,22755038,24140062,13220931,13351687,24903869,25113305,16391189,17024545,9523464,9416148,7203323,7052403,0.000451208645245,3906.599999999989,0.0244439225643873,4435.499999999999,0.078683353960514,7627.200000000003,0.0401457957923412,8667.099999999999,0.1239564418792724,0.1041062027215957,3.825,1203.3999999999992,0.3608635067939758,1.6
NTAGFU0017.2012,0.0,22.4,38.1,102.52086334228515,104.1587184906006,165.94294052124022,108.62253341674804,102.13648948669432,25.7,24.0,19.4,13.85,76.85,78.0,555.4000000000002,946.6,1335.95,2309.35,3218.8,2470.95,4261603,4302902,3126403,3262431,-563053,-547240,2655226,2750789,35847931,35833942,1212000,1216000,2317695,2330693,-1811340,-1760491,1811340,1760491,-2006307,-1957819,1338291,1377026,1555759,1600979,24829750,25097370,14419619,14265653,17219422,17592865,37302778,37310109,25869461,26153804,15023421,14866143,27799373,27996741,19278854,19625279,11195994,11155249,7452360,7503795,0.0004534234467428,3876.9999999999854,0.0243580881506204,4407.6,0.0811598151922226,7635.599999999998,0.0403635613620281,8410.200000000003,0.1266489326953888,0.0992795079946518,3.5250000000000004,1109.3000000000006,0.3588999211788177,1.4
NTAGFU0018.2012,0.0,41.45,62.45,104.24397705078124,107.6109577178955,164.36505737304682,116.26541580200195,104.23119285583496,18.450000000000006,21.230000000000004,37.67,41.67,76.78,76.78,462.24,703.27,924.79,1698.8,2372.71,1621.0100000000002,4648019,4608615,4619901,4385944,1133948,1058906,3625325,3484395,35046104,35476494,997000,995000,2093072,2084788,-1229947,-1339286,1229947,1339286,-1211189,-1284885,1427262,1384994,1716397,1665758,27345607,27090727,12789214,13091013,21381773,20694141,34875326,35070120,27269327,26789462,12753539,12945433,21770078,21898970,17022217,16728247,7961088,8083567,6242258,6244338,0.0004180454998277,3906.299999999987,0.0244065951555967,4439.199999999999,0.079302579164505,7650.799999999997,0.0404439494013786,8523.999999999996,0.1244352087378502,0.0995445325970649,3.8,1150.4999999999995,0.3555555641651153,1.4
NTAGFU0019.2012,2389.599333,30.56,50.34,103.71403205871584,106.79505065917972,167.16230163574218,114.21305099487304,103.91199096679688,30.78,28.78,33.0,34.67,62.89,67.56,408.84,671.8100000000002,1031.46,1881.56,2496.84,1927.61,5155497,5208773,4751612,4694494,478498,506993,3702970,3669447,44974151,46664383,1177000,1235000,2424138,2513228,-1795252,-1903065,1795252,1903065,-1306533,-1129151,1573170,1614473,1863787,1901021,31295766,31709890,14379991,14695971,21763412,21577268,40687057,39780220,28294216,27068794,13000818,12545051,28428507,28646154,19769489,19492522,9083819,9033823,6987113,7201105,0.0004529226571321,3913.599999999986,0.0244277566671371,4426.299999999998,0.0789282247424125,7622.000000000003,0.040375605225563,8645.299999999996,0.1235419437289238,0.1022329032421112,3.75,1184.5999999999997,0.3554126620292664,1.5
NTAGFU0020.2012,7711.293333,49.85,72.7,103.22827796936036,106.23577079772949,156.41596069335938,112.13946113586424,103.63611000061036,13.85,12.0,35.0,35.4,66.7,67.0,461.25,771.55,1014.5500000000004,2115.85,2742.65,1948.1,4904130,4886659,4686333,4852431,830654,853427,3664638,3761594,39659735,38422881,1330000,1315000,2586878,2564686,-1511057,-1378446,1511057,1378446,-1303787,-1262814,1766056,1793201,2043227,2076223,29243082,29089754,13562127,13193575,21562312,22048425,38015916,37491605,28030940,28416563,12999969,12888251,24757642,24518559,18254984,18583712,8466153,8428589,6512441,6539746,1.9044166037929244e-05,3847.599999999986,0.024356871843338,4685.5,0.0764059349894523,7894.599999999998,0.0478301607072353,8232.599999999993,0.1239844411611557,0.1147268041968345,3.575,1086.8999999999992,0.2939325869083404,0.7000000000000001
NTAGFU0021.2012,3915.45,5.0,10.0,102.52045776367189,104.10493927001951,162.50363464355468,109.7336376953125,102.17221199035644,37.0,40.92,16.52,16.36,57.0,57.0,539.0799999999998,1034.16,1542.48,2284.92,3068.8,2518.0,3942247,3995571,2250207,2415569,-370692,-302499,2002162,2130518,35298451,35245575,1256000,1263000,2301490,2321407,-2106339,-2038591,2106339,2038591,-1508316,-1452859,1111758,1172717,1277439,1347866,23007597,23297449,15340700,15115844,14997749,15412603,31180939,31221624,20325630,20654900,13552454,13401306,24785912,24755441,16156963,16377148,10772925,10625816,7949059,7928941,1.4405387446458914e-05,3829.199999999986,0.0243761911988258,4729.699999999999,0.0753620713949203,7931.4,0.0477019026875495,8255.500000000002,0.1232321336865425,0.1148481145501136,3.7000000000000006,1102.3000000000004,0.2978115081787109,0.7000000000000001
NTAGFU0022.2012,2215.29,3.92,6.92,101.20021423339844,102.17553985595708,158.90019042968746,106.00997253417972,101.36538635253906,27.76,7.92,16.36,10.92,83.0,85.0,441.6800000000002,739.16,1040.0,1723.0,2760.76,2000.04,4131898,4182132,3287946,3137124,-557554,-651494,2768545,2662813,32846562,34431403,921000,969000,1911053,1986470,-1539457,-1709717,1539457,1709717,-2519592,-2423334,1137112,1137598,1372037,1364714,24072314,24378708,13627567,14128214,17664425,17255337,40283483,39968688,29560289,28289980,16734363,16394917,26917332,27775214,19752118,19659396,11181863,11393227,6681977,6949243,1.9044166037929244e-05,3847.599999999986,0.024356871843338,4685.5,0.0764059349894523,7894.599999999998,0.0478301607072353,8232.599999999993,0.1239844411611557,0.1147268041968345,3.575,1086.8999999999992,0.2939325869083404,0.7000000000000001
NTAGFU0023.2012,0.0,42.0,63.0,103.68003540039062,106.17737312316892,173.1045028686523,112.78530235290528,103.34716110229492,52.7,54.7,20.700000000000006,18.0,39.0,39.85,731.45,1206.4,1727.7,2651.5,3180.25,2664.55,3798573,3801075,2272159,2364814,77220,80503,2019341,2091380,32873281,32420369,1437000,1414000,2454173,2432339,-1927047,-1857345,1927047,1857345,-929626,-932533,1256096,1282138,1408006,1440623,22246898,22264008,14772860,14564864,15059303,15286108,26805134,26838084,18144850,18426594,12048931,12054471,21902860,21902569,14826418,15037949,9845355,9837658,8171144,8161003,5.127094118506648e-05,3825.099999999986,0.0241517797112464,4685.500000000002,0.0779425874352455,7926.199999999996,0.0473727285861969,8025.500000000001,0.1252258419990539,0.1162886768579483,3.5000000000000004,1053.8999999999996,0.309009462594986,0.5
NTAGFU0024.2012,689.92,17.0,29.0,103.59161933898925,105.69899909973144,169.5179541015625,113.01530891418456,102.6124535369873,35.89,35.78,17.89,15.78,56.89,62.0,559.9100000000002,1013.59,1518.56,2407.46,2773.29,2100.7200000000007,4347961,4315392,2608153,2601543,1028708,948483,2276964,2271991,40538459,39935394,1397000,1371000,2551443,2514981,-2298558,-2265525,2298558,2265525,-557149,-622680,1283121,1268080,1464877,1450724,25363103,25173845,15957271,15856313,15894386,15876229,28358702,28512404,17771649,17981737,11181085,11326202,20640932,20806972,12935126,13122201,8138173,8265314,7278518,7297516,4.3457719584694125e-05,3865.299999999987,0.0241849813610315,4623.8,0.0787577331066131,7852.8,0.0477500297129154,8134.599999999998,0.1248634606599807,0.1153727620840072,3.475,1062.1999999999994,0.3000944256782532,0.6000000000000001
NTAGFU0025.2012,7203.196,38.6,59.52,103.32793151855468,104.83866271972656,182.298203125,112.03422332763672,102.88324096679686,8.0,8.0,44.0,44.0,53.76,54.0,351.84,618.4,796.96,1943.52,2238.76,1376.88,5397017,5344476,5990292,5904622,1804697,1736826,4377117,4333587,43760447,42945764,1339000,1311000,2684801,2638535,-1335357,-1315589,1335357,1315589,-644134,-699283,1961455,1921967,2278307,2238395,33400039,32959720,13063921,13045340,25566627,25265513,38002720,37919829,29089827,29067721,11378047,11504900,23188265,23214633,17749851,17795346,6942586,7043335,6101738,6122030,4.956127304467373e-05,3841.199999999986,0.0242118630558252,4646.799999999998,0.0782818272709846,7882.400000000005,0.0475924648344516,8084.0,0.12530218064785,0.1155783385038376,3.4,1047.1,0.3151219487190246,0.55
NTAGFU0026.2012,3615.8325,13.560000000000002,24.230000000000004,102.32143852233888,103.3467329406738,163.9859091186523,108.0336208343506,101.93618072509766,10.560000000000002,7.0,18.78,21.56,85.0,87.0,461.78,790.28,1176.76,2142.03,3080.32,2249.6600000000008,4887858,4785904,3757987,3663768,-69641,-83863,3086336,3024032,44807299,43072163,1264000,1263000,2499341,2480037,-2121573,-2060012,2121573,2060012,-2084704,-2013917,1466463,1455875,1714933,1699600,29100642,28335148,15377252,15172414,18924476,18675439,44428769,42619480,28892529,28090112,15267281,15041206,29510014,28817907,19190695,18993620,10140674,10170374,6642096,6761675,1.9533015347406035e-06,3990.599999999989,0.0239654332399368,4733.9,0.0709520727396011,7861.899999999999,0.053444005548954,8702.0,0.1226450428366661,0.1069099977612495,4.075,1227.0999999999997,0.2593333423137665,2.0
NTAGFU0027.2012,6044.738,9.84,17.68,101.9864680480957,102.89848274230955,164.52605300903318,107.28048248291016,101.437546081543,6.0,5.92,18.92,17.84,80.92,83.0,403.8,655.56,970.4,1858.0,2776.6,1912.4,4800679,5002107,3653997,4166031,-71124,203497,3017531,3348331,43466066,44898748,1132000,1187000,2307692,2414892,-2085216,-1986486,2085216,1986486,-2068182,-1862857,1330665,1478264,1579872,1747098,28451823,30013111,15255653,14954111,18650020,20070140,43271542,43759131,28364268,29262275,15208706,14580005,28844979,28816258,18907731,19269790,10138183,9601223,6666039,6585199,0.0,4079.7999999999897,0.0237597078084945,4730.200000000002,0.0689695999026298,7838.700000000003,0.0533105880022048,8875.900000000001,0.1221863999962806,0.1040745601058006,4.3,1276.0999999999997,0.2546587586402893,1.9
NTAGFU0028.2012,5606.438443999999,32.78,52.78,103.75484893798829,106.24532569885254,170.1596934509277,113.82941970825196,103.274388961792,16.78,16.89,35.89,35.89,65.78,73.0,639.35,942.71,1194.12,2304.4,2952.33,2060.7,4885037,4774837,3990030,3926703,932710,831653,3236867,3196193,43269074,41223892,1381000,1389000,2646608,2634341,-1957731,-1862955,1957731,1862955,-1118615,-1081137,1637116,1645528,1887150,1891123,29096566,28276694,14875547,14576847,19559997,19398361,36427748,35135935,24488341,24103933,12519604,12425758,24141507,23938829,16228988,16422501,8297030,8465922,6627230,6813204,0.0,4118.099999999989,0.0237063709646463,4709.199999999999,0.0689798668026924,7812.199999999998,0.0535535998642444,8936.599999999997,0.1228143647313118,0.1029753684997558,4.4,1295.2999999999988,0.2593446671962738,2.1
