site_clean,AGB,b1_wfp_dry_p99,b1_ccw_dry_p99,b1_hsd_p99,b1_hmc_p99,b1_hcv_p99,b1_h99_p99,b1_h25_p99,b1_dp1fm_p99,b1_dp1fm_dry_p99,b2_dp1fm_p99,b2_dp1fm_dry_p99,b3_dp1fm_p99,b3_dp1fm_dry_p99,b1_dbifm_p99,b2_dbifm_p99,b3_dbifm_p99,b4_dbifm_p99,b5_dbifm_p99,b6_dbifm_p99,dbifmdry_GNDVI,dbifman_GNDVI,dbifmdry_MSR,dbifman_MSR,dbifmdry_NBR,dbifman_NBR,dbifmdry_NDVI,dbifman_NDVI,dbifmdry_CVI,dbifman_CVI,dbifmdry_GDVI,dbifman_GDVI,dbifmdry_GSAVI,dbifman_GSAVI,dbifmdry_NDGI,dbifman_NDGI,dbifmdry_RI,dbifman_RI,dbifmdry_NDII,dbifman_NDII,dbifmdry_MSAVI,dbifman_MSAVI,dbifmdry_SAVI,dbifman_SAVI,dbifmdry_r42,dbifman_r42,dbifmdry_r32,dbifman_r32,dbifmdry_r43,dbifman_r43,dbifmdry_r52,dbifman_r52,dbifmdry_r53,dbifman_r53,dbifmdry_r54,dbifman_r54,dbifmdry_r62,dbifman_r62,dbifmdry_r63,dbifman_r63,dbifmdry_r64,dbifman_r64,dbifmdry_r65,dbifman_r65,dr_dsii,dr_wsum,dr_wsii,tx_dsum,tx_dsii,tx_wsum,tx_wsii,rx_wsum,rx_wsii,rx_dsii,ma_ammd,ma_asum,ma_dsii,ma_dmmd
ANT07.2012,0.0,1.0,1.0,101.53626670837404,103.85370040893557,154.5616154479981,104.34222465515136,101.32812408447263,20.0,19.89,3.890000000000001,4.8900000000000015,82.0,83.0,838.53,1081.34,1510.98,2239.8,3294.9,2423.89,3380376,3726490,2193976,2459017,-835443,-141941,1957958,2163842,27477637,30841131,1006000,1169000,1891926,2154971,-1523236,-1699705,1523236,1699705,-2288923,-1918168,1004843,1165896,1174070,1345433,20200355,21868811,13592020,14090563,14861923,15520183,32197143,32247990,23688270,22886233,15938899,14746110,23880294,22501058,17569349,15968885,11821720,10289109,7416899,6977507,2.270651930302847e-05,3556.599999999987,0.0245261657983064,4485.0,0.0890523940324783,8011.599999999998,0.0440218821167945,6485.8,0.1364299207925796,0.170304000377655,0.95,586.5000000000002,0.3243722319602966,0.1
ANT09.2012,0.0,27.0,1.0,101.66670104980469,105.17066009521486,158.3480096435547,104.24126861572265,101.58295104980468,9.92,7.92,6.0,4.92,88.0,90.0,656.0,892.36,1296.92,2129.16,2989.36,1993.48,4056795,3986254,2799601,2749115,561341,335196,2419355,2382111,34145884,33277649,1200000,1160000,2261875,2199747,-1815642,-1772449,1815642,1772449,-1743447,-1832230,1255578,1218538,1455438,1417280,23646702,23234809,14432651,14294050,16384171,16254881,33637857,33658506,23306776,23547213,14225179,14486242,21135962,21735380,14644546,15205893,8938228,9354663,6283385,6457619,2.9786919185426093e-05,3540.4999999999864,0.0245338734239339,4470.6,0.0898045003414154,8015.799999999997,0.0442732758820056,6405.400000000002,0.1338781118392944,0.171155571937561,0.8500000000000001,575.8000000000002,0.3278592228889465,0.1
ANTGR01.2012,0.0,14.650000000000002,25.96,101.14688262939453,103.94429504394532,153.64491455078124,105.16782012939451,101.14992156982422,33.68,32.44,6.52,1.0,74.84,79.92,870.2,1239.92,1629.8000000000006,2382.68,3463.680000000001,2766.88,3165382,3246058,1939621,2085652,-718763,-674487,1754432,1872000,26028995,26334095,1068000,1091000,1913064,1957302,-1493914,-1462956,1493914,1462956,-2043704,-1921611,985389,1047402,1132817,1203429,19270502,19598944,13513540,13419740,14260144,14604563,29165462,28926929,21582400,21555507,15134770,14759433,22248241,22439597,16463667,16721335,11545232,11449391,7628283,7757338,2.270651930302847e-05,3556.599999999987,0.0245261657983064,4485.0,0.0890523940324783,8011.599999999998,0.0440218821167945,6485.8,0.1364299207925796,0.170304000377655,0.95,586.5000000000002,0.3243722319602966,0.1
AUV01.2012,4268.88,8.76,15.6,101.92033813476564,103.45247314453124,163.22108032226564,108.21651916503907,102.50511566162108,13.0,6.0,28.36,16.759999999999998,75.91999999999999,85.92,614.12,986.24,1389.32,2413.8,3087.56,2101.6,4205676,4371795,3271872,3376493,-67010,909976,2757365,2829757,34123529,36441618,1141000,1364000,2218981,2519704,-1638298,-1759737,1638298,1759737,-2099221,-1350309,1330275,1526533,1557786,1746321,24496540,25515236,13907640,14258440,17613729,17894830,37507414,33483373,26968928,23483196,15311311,13122894,24824177,21259325,17849310,14909994,10133748,8332012,6618472,6349218,0.0,3883.999999999981,0.0245219953358173,4955.4,0.0697178840637207,7913.499999999997,0.0441018529236316,8950.600000000004,0.1400289237499237,0.0927943587303161,4.15,1229.6999999999996,0.5549549460411072,0.3
AUV02.2012,3086.16,8.0,14.0,102.54101135253909,104.72514038085936,150.860908203125,110.08126037597656,102.79024627685548,30.6,5.0,28.0,16.0,60.92,89.92,665.08,1088.56,1636.8,2680.84,3319.16,2562.8,4612626,4391123,3558937,3338476,1544347,991525,2953895,2803554,40017589,37001999,1286000,1583000,2476888,2759442,-1920387,-1810450,1920387,1810450,-1421352,-835541,1474683,1682246,1710866,1882457,27098729,25649786,14745788,14420521,18377268,17787004,36074490,30331759,24464268,21033747,13312244,11825346,19846290,21023838,13458956,14579112,7323698,8196497,5501475,6931295,0.0,3848.699999999981,0.0246058329939842,4946.999999999998,0.0706286653876304,7914.100000000002,0.0443945452570915,8887.099999999995,0.1415663510560989,0.0929239764809608,3.95,1214.5999999999997,0.5704588294029236,0.3
AUV03.2012,1349.04,2.92,5.84,102.43679565429689,104.2781869506836,159.91266235351563,109.37258209228516,102.93530639648438,3.92,4.0,20.76,9.84,89.0,89.0,567.3199999999998,836.56,1220.72,2190.36,2835.72,1603.48,4467938,4680546,3321636,3591671,1479648,1589685,2791909,2975888,38541090,41229163,1289000,1304000,2452124,2512201,-1914894,-1980519,1914894,1980519,-1352807,-1305272,1429654,1488740,1653758,1725957,26141645,27573034,14730764,14930337,17746293,18467790,34311952,35859176,23292717,24017660,13125399,13005162,19407263,20019476,13174648,13408589,7423888,7260527,5656123,5582804,0.0,3837.3999999999874,0.0246466007083654,4936.499999999997,0.071427121758461,7913.700000000003,0.0445953570306301,8819.000000000004,0.1431390047073364,0.0929860919713974,3.85,1188.1999999999996,0.5766199231147766,0.2
AUV05.2012,73.92,2.0,5.0,101.77580230712891,103.70991668701171,147.11067504882809,109.51213043212891,102.58034149169922,37.92,39.92,9.84,9.0,75.83999999999997,89.60000000000002,613.08,1011.4,1534.32,2386.7200000000007,2869.720000000001,2048.32,3768913,4086957,2173189,2433874,-300388,914341,1941545,2144578,32950577,36711258,1096000,1316000,2078907,2401460,-1971644,-2128979,1971644,2128979,-1632184,-906175,1001333,1201384,1169041,1375501,22101778,23814746,14913550,15403640,14819931,15460467,30722256,28561596,20600230,18542108,13900355,11993240,23469037,19832011,15736721,12874886,10618620,8327618,7639100,6943594,0.0,3865.2999999999824,0.0246832221746444,4927.299999999998,0.0741095542907714,7934.100000000001,0.045420579612255,8586.200000000003,0.1475157737731933,0.0927968323230743,3.55,1090.7999999999993,0.5765940546989441,0.2
AUV06.2012,0.0,2.0,4.0,101.65254615783692,103.09352378845216,152.17592239379886,106.1934310913086,101.5604875946045,44.56,31.78,9.89,3.0,56.89,75.0,860.56,1347.4499999999996,1890.12,2849.57,3806.41,3060.74,3516740,3576784,2112152,2258371,-634778,-246699,1893126,2008556,29628827,29731932,1355000,1479000,2295832,2428571,-1739418,-1689612,1739418,1689612,-1954272,-1357759,1182099,1313215,1325834,1455814,20845615,21130833,14207402,14061089,14672362,15027878,30964321,27768440,21794499,19748428,14854117,13141195,23668556,22200828,16659313,15788840,11354213,10506367,7643816,7994986,0.0,3857.499999999981,0.0247210469096899,4906.700000000004,0.0770456716418266,7946.499999999999,0.0462162122130394,8375.300000000003,0.1522845178842544,0.1053500548005104,3.2,1029.5999999999997,0.5858088731765747,0.2
AUV08.2012,0.0,13.92,24.840000000000003,101.11783905029291,102.17786315917972,137.73262451171874,104.87657806396484,101.2777313232422,29.6,4.0,1.0,2.0,79.84,95.0,839.84,1223.0,1664.76,2320.64,3106.88,2237.0,3983338,3187592,2386246,1908162,1105121,120154,2107935,1728849,35207174,26426540,1291000,1079000,2349836,1930233,-2047308,-1543821,2047308,1543821,-1527388,-1556648,1182025,975657,1353654,1120827,23225917,19354714,15140059,13643456,15340704,14186079,31599863,26488491,20871691,19414796,13605432,13685808,18607379,18891457,12290162,13846534,8011472,9760649,5888436,7131949,0.0,3842.899999999984,0.0247370526194572,4889.500000000001,0.0798854678869247,7964.600000000002,0.0469075664877891,8160.899999999998,0.156362310051918,0.1184563562273979,3.0,955.2999999999992,0.6091954112052917,0.15
AUV09.2012,0.0,1.0,1.0,100.92802978515628,101.726413269043,144.46026306152345,104.1726629638672,101.05605712890625,20.92,13.92,1.0,1.0,81.84,87.0,647.0400000000002,1045.84,1541.44,2236.28,3519.56,2529.68,3787828,3618379,2194620,2020069,-442600,-590829,1958466,1819441,33125949,31519180,1139000,1134000,2133758,2091222,-1975945,-1925717,1975945,1925717,-2184731,-2168807,1035838,989575,1202905,1144466,22203188,21325636,14931002,14767403,14870528,14441019,34609803,33140890,23179826,22441922,15587763,15540400,24256483,24009104,16245717,16258176,10924775,11258330,7008559,7244556,0.0,3838.499999999983,0.0247514862567186,4893.600000000001,0.0794752314686775,7972.000000000003,0.046591643244028,8163.799999999997,0.1562927663326263,0.1186256781220436,2.775,955.3000000000004,0.6069767475128174,0.15
BARKELY01.2011,0.0,7.939999999999999,1.0,102.31566680908202,103.72562957763672,164.02280517578126,109.0576104736328,102.35895172119145,11.94,4.0,4.960000000000001,1.0,87.96,94.0,682.5600000000002,1027.0,1460.84,2419.84,2977.42,2000.36,4297457,4176540,2806064,2833306,1916078,1130233,2424107,2444098,38330907,35983324,1673000,1410000,2821882,2525072,-2091201,-1929392,2091201,1929392,-665772,-1052533,1549615,1404975,1718354,1593941,25075075,24334124,15288288,14774653,16401493,16470183,28654655,30057608,18742880,20344037,11427545,12352040,17009009,19393426,11125516,13126147,6783234,7969642,5935863,6452086,2.539254637667909e-05,720.2999999999861,0.0020367244724184,4403.499999999999,0.0767117068171501,7561.699999999995,0.0526412241160869,8146.700000000003,0.1236223578453064,0.1161881908774376,1.975,750.7000000000003,0.2299277633428573,0.5
BARKELY02.2011,0.0,8.92,15.84,101.19680297851562,105.23405883789064,145.4971722412109,108.65429962158208,101.24042114257811,12.92,2.92,1.92,16.92,88.92,84.91999999999999,762.0799999999997,1073.68,1504.68,2238.32,3029.36,2087.84,5353485,3568726,4778632,2165751,3188841,316395,3718750,1935663,49990878,30075048,2143000,1132000,3570477,2077827,-2041078,-1754244,2041078,1754244,399323,-1597032,2429125,1053549,2636076,1216593,33032366,21088613,15130777,14251034,21831242,14797953,30501612,29098628,20158655,20418608,9233856,13798266,17058402,19793164,11273976,13888931,5164148,9385711,5592623,6802095,2.539254637667909e-05,694.9999999999844,0.0018025895114988,4401.9000000000015,0.0763488486409187,7567.299999999997,0.0527344159781932,8170.4,0.1231273859739303,0.1135463118553161,2.0250000000000004,755.0999999999997,0.2345528453588485,0.4
BARKELY03.2011,0.0,1.99,3.97,101.27177307128906,102.3868521118164,151.95753295898442,105.95896942138673,101.37716766357424,16.84,5.0,22.32,7.92,88.92,93.92,728.76,1069.4,1502.08,2250.56,3221.28,2164.04,4114821,3738854,3039292,2593766,2254432,524518,2593228,2266136,33831663,30358619,1713000,1174000,2804213,2163391,-1703353,-1609048,1703353,1609048,-530218,-1657320,1708085,1217080,1877716,1403663,23971721,21929072,14101332,13829907,16999614,15856268,26650956,30638130,18899601,22153532,11117665,13971467,15150911,19740230,10744312,14273581,6320327,9001854,5684941,6443027,2.539254637667909e-05,707.5999999999831,0.0018859463743865,4407.2,0.0760210528969764,7564.899999999998,0.0522941462695598,8213.0,0.1227426901459694,0.1118300482630729,2.1500000000000004,773.0999999999997,0.2442477941513061,0.4
BARKELY04.2011,0.0,8.86,15.76,102.3963409423828,104.98278686523436,158.2683544921875,108.71842254638672,103.71154357910156,9.84,1.0,10.44,16.84,90.92,91.84,521.88,834.68,1334.4,2274.2000000000007,2990.6,1825.88,5200000,4784657,4144739,3241570,2646032,1189203,3334969,2736232,50120435,45832941,1859000,1422000,3251895,2675615,-2256318,-2357002,2256318,2357002,-303355,-1374166,2027352,1459683,2246281,1675740,31673142,28323070,15828801,16157812,20009818,17529026,33649314,37342117,21258284,23110875,10623927,13184346,18422688,22301303,11638714,13802180,5816502,7873900,5474908,5972158,2.539254637667909e-05,743.8999999999843,0.0020407373085618,4409.299999999998,0.0759667083621025,7557.099999999998,0.0520191974937915,8245.6,0.1221188083291053,0.1116075739264488,2.1500000000000004,782.0999999999997,0.2651340961456299,0.45
BARKELY05.2011,0.0,7.0,1.0,102.2509051513672,103.5442123413086,162.1760791015625,108.72639923095709,102.13388397216796,18.36,5.0,24.76,3.92,83.92,95.84,737.1600000000003,976.0,1379.64,2266.48,2938.92,1912.84,4237452,3972170,2841207,3489272,2070376,1031211,2449884,2906807,37018916,29527631,1756000,1256000,2880577,2308258,-1994636,-1204430,1994636,1204430,-508366,-1239342,1626828,1545990,1788171,1771934,24695377,23173290,14980932,12740939,16484540,18188055,27342573,29727305,18251583,23332114,11071940,12828263,16228258,18842792,10832609,14789170,6571375,8131255,5935161,6338547,2.539254637667909e-05,740.1999999999845,0.0020728067029267,4406.2,0.0761744827032089,7554.600000000002,0.0522557683289051,8211.099999999999,0.1227745711803436,0.1131387054920196,2.075,773.7000000000003,0.2498533725738525,0.4
BARKELY06.2011,0.0,29.56,48.34,101.95119033813478,103.06278457641602,159.86324188232422,107.5790608215332,102.14655395507812,27.45000000000001,20.0,15.0,33.67,77.0,69.56,693.69,1003.26,1373.73,2123.89,2765.4,1924.48,4170854,3868663,3632020,2598521,1382442,584264,3002882,2269717,31802542,32234402,1328000,1137000,2434018,2148255,-1335201,-1752860,1335201,1752860,-731306,-1224973,1616006,1168294,1845336,1359048,24303025,22611388,13080513,14244777,18579565,15873459,28138408,28927713,21511700,20307592,11578150,12793426,18404991,20112775,14070541,14119403,7573127,8894976,6540878,6952770,2.539254637667909e-05,721.7499999999841,0.0019339480204507,4409.15,0.0760191865265369,7561.199999999998,0.0520985871553421,8237.849999999999,0.1223735436797142,0.1111969351768493,2.1500000000000004,779.4499999999994,0.2516477108001709,0.425
BARKELY07.2011,1894.2,5.92,10.92,101.0378564453125,101.7550128173828,154.42443603515625,104.70799438476558,101.0429313659668,21.84,5.92,6.92,13.92,81.92,86.92,640.8399999999998,979.36,1274.44,1914.92,3052.16,2173.32,4399021,3438881,3621749,2265946,2571062,-573347,2996023,2014483,35618222,27884847,1797000,934000,2966979,1815708,-1615977,-1530418,1615977,1530418,-110962,-2195852,1946045,964913,2135209,1142075,25693487,20483791,13846452,13612219,18556007,15048090,26271960,32012469,18973784,23517450,10225144,15628196,15186839,22980050,10968036,16881927,5910774,11218651,5780627,7178468,3.320547693874687e-05,656.9999999999873,0.0015619060723111,4375.7,0.0762940794229507,7545.700000000003,0.0529762469232082,8266.700000000003,0.1227644830942154,0.1099496558308601,1.95,789.3999999999999,0.2249768674373626,0.45
BC101.2024,6912.22,52.78,74.89,104.46722145080568,108.23042121887208,160.56690505981445,116.34719314575192,104.0401515197754,1.8900000000000008,0.8900000000000006,50.89,49.89,53.0,55.78,355.12,549.67,794.71,2358.8,2528.6800000000007,1307.37,6327418,6294951,7656630,7650150,3006347,2976569,5142761,5140061,63398107,62089965,1747000,1733000,3376498,3352896,-1756098,-1707317,1756098,1707317,-301205,-317289,2563529,2552472,2878902,2868894,44387923,43983009,14243518,14128410,31163594,31130897,47146373,46868159,33100230,33172988,10621442,10655969,23866098,23813102,16755760,16854764,5376710,5414159,5062128,5080870,0.0005516181117855,1828.8999999999764,0.0054680029861629,5219.0,0.0467522516846656,7444.199999999999,0.0596782937645912,11618.000000000007,0.1599488407373428,0.0854800194501876,4.800000000000002,1628.499999999999,0.3243010640144348,3.1
BUFF01.2012,9995.51,53.89,76.78,104.8573560333252,107.773667678833,175.55436004638668,116.5994778442383,105.03594947814942,5.8900000000000015,6.0,53.89,50.89,51.78,56.67,389.13,613.01,734.9100000000003,2139.39,2248.95,1215.78,5535494,5707584,6684794,7051043,2573896,2783964,4714341,4881481,43497243,46058872,1349000,1460000,2720855,2897592,-1111111,-1145161,1111111,1145161,-407905,-226222,2070817,2237619,2402615,2567532,34751491,36554966,12483560,12577710,27837805,29063291,37704542,38251706,30203357,30412297,10849762,10464161,20527604,20639879,16443709,16409885,5906971,5646259,5444332,5395806,0.0005922910640947,4447.499999999978,0.0232755672186613,4846.700000000002,0.0316834151744842,7119.299999999997,0.0311507359147071,12343.299999999996,0.0891032814979553,0.1000697240233421,6.1,1819.8,0.4207513332366944,3.0
CENTA13.2013,6946.7825,35.84,55.84,105.01001159667967,112.0356900024414,160.6935137939453,119.777880859375,108.77477996826173,29.92,30.0,34.92,33.92,47.92,46.84,432.52,670.52,915.84,2039.56,1822.96,1203.36,4872010,4882018,4345982,4516001,2326957,2379019,3459932,3563218,40868100,40126579,1161000,1200000,2358797,2413516,-1698370,-1596526,1698370,1596526,290360,298423,1514626,1593043,1790253,1872808,29002000,29045519,14088348,13782639,20585806,21073989,27355026,27369442,19416774,19857911,9432117,9422948,18056717,17889908,12816774,12980031,6226025,6159266,6600877,6536453,8.789802450337449e-06,710.6999999999823,0.0022499163169413,4960.199999999999,0.0513608306646347,7531.499999999997,0.0617368966341018,9414.299999999996,0.1315233260393142,0.1216019317507743,3.825,1331.5,0.2530949115753174,3.0
CENTA14.2012,7658.5425,27.0,45.0,104.66615829467771,108.9134292602539,170.8444633483887,116.42009315490722,104.8209671020508,13.55,9.0,55.85,44.85,41.0,54.85,337.95,580.3499999999998,734.6999999999997,2137.0,2105.2000000000007,1263.85,5885355,5901576,6844308,7324697,2635853,2745763,4788012,5001814,52531867,50155127,1499000,1535000,2979330,3029207,-1527890,-1276596,1527890,1276596,7420,219916,2214411,2337606,2540072,2666624,38570578,38792922,13599762,12928630,28361216,30005439,38509827,37110043,28316546,28703771,9984250,9566189,22475283,22071956,16526233,17072154,5827054,5689686,5836246,5947704,7.641806587344036e-05,3983.299999999984,0.024107975885272,4758.000000000003,0.0721731856465339,7613.700000000003,0.0581358037889003,9076.100000000002,0.1207944899797439,0.1242304965853691,4.45,1386.799999999999,0.2572512328624725,2.5
CPR01.2024,9381.75,43.0,65.0,106.05233627319336,109.38329887390135,176.97856597900392,120.16501426696776,104.53532867431645,1.8900000000000008,1.0,43.0,43.0,59.78,59.89,275.78,501.3399999999999,728.5600000000003,2088.67,2248.94,1160.87,6365092,6340289,7611556,7577058,3246922,3289817,5123936,5109462,65351356,64525816,1590000,1580000,3180848,3163374,-1841869,-1820628,1841869,1820628,-87294,-77973,2362340,2349285,2697001,2684211,44931306,44655582,14504488,14458250,30977520,30885884,45731819,45362690,31529427,31374953,10178164,10158347,22923612,22548876,15804496,15595855,5101924,5049509,5012618,4970798,0.0007389840320684,1779.699999999977,0.0049362680874764,5237.500000000005,0.0424630083143711,7410.199999999998,0.053574800491333,12080.700000000004,0.1618685722351074,0.0793010145425796,4.55,1627.2999999999995,0.3026885688304901,3.6
CPR02.2024,4210.675,30.56,50.34,104.28670417785644,106.02930152893066,186.1827203369141,114.1098551940918,102.87498428344726,27.89,28.89,34.78,34.67,52.0,55.67,436.23,636.79,831.04,1582.81,2109.6800000000007,1761.06,4311741,4348259,4430780,4425006,-487723,-396270,3511706,3508197,30398108,30974323,852000,874000,1831995,1870185,-942788,-991277,942788,991277,-1517696,-1447212,1272075,1292304,1554349,1574632,25165308,25364782,12091920,12188690,20811672,20810096,34161601,33934955,28251594,27841346,13574879,13378769,27743514,27453853,22943845,22524038,11024508,10823611,8121257,8090140,0.0007438627653755,1793.7999999999724,0.0047781220637261,5222.800000000001,0.0419774837791919,7387.199999999998,0.0519972778856754,12133.4,0.1591851562261581,0.0776107832789421,4.575,1624.9999999999998,0.2928717732429504,3.5
CPR03.2024,720.72,57.0,79.0,103.56473205566408,106.31394012451172,161.43453247070312,112.27999298095703,103.48254486083984,21.84,21.84,47.0,46.92,42.76,42.76,362.84,520.6400000000001,522.24,1607.5600000000006,1644.76,1075.28,5195354,5227630,6998701,7214355,1684937,1762328,4858028,4953751,34615240,34356966,984000,999000,2140992,2168282,-451207,-369588,451207,369588,-441714,-415020,1680773,1723507,2034741,2081774,31567146,31855545,10935901,10758755,28865612,29608951,34496710,34606031,31544462,32165461,10928042,10863425,22464051,22312743,20541565,20739150,7116275,7004351,6511940,6447646,0.0007467899704352,1808.2999999999745,0.0050130300223827,5177.3,0.0416124239563942,7322.099999999998,0.0474883280694484,12311.499999999996,0.1532643735408783,0.0754387900233268,4.750000000000001,1639.5,0.2938072681427002,3.5
CPR04.2024,8768.69,35.25,55.25,103.932568359375,106.5268222808838,175.3874198913574,113.94631462097168,102.95353698730467,12.85,18.25,50.7,40.7,58.7,67.55,336.0,555.85,686.1,1860.9,2303.75,1374.15,5449102,5668618,5928167,6847846,1236181,1776650,4345595,4789630,45423503,46101979,1183000,1259000,2474550,2615289,-1445887,-1206581,1445887,1206581,-1274714,-1005428,1751319,1955901,2076860,2299062,33913813,36122423,13365348,12731163,25374433,28373230,43834197,44181040,32796899,34703066,12925175,12230918,26452673,25222410,19791982,19811551,7799970,6982480,6034711,5708876,0.0005740646738559,1737.7999999999731,0.0049822283908724,5123.5499999999965,0.0414445828646421,7237.95,0.0405658446252346,12579.149999999998,0.1435837969183921,0.0717073120176792,4.675000000000002,1664.2000000000005,0.2842945903539657,3.55
EL01.2013,0.0,8.92,15.84,102.81594848632812,105.2513803100586,154.46847900390625,110.90997863769527,103.20216857910157,29.84,29.0,26.0,16.92,56.92,59.92,474.84,878.96,1438.92,2465.08,3040.4,2277.52,4566616,4727614,2873006,3165239,164565,324846,2473118,2682664,43372705,45018703,1491000,1510000,2705989,2764218,-2360034,-2341974,2360034,2341974,-1228329,-1131222,1413532,1508037,1605015,1713744,26788486,27932445,16172716,16116902,16563999,17331150,34291615,35061354,21203374,21754400,12800878,12552197,25922403,26180235,16028479,16243962,9676696,9372697,7559400,7466978,8.496270311297849e-05,717.6999999999884,0.0030002938583493,4902.0,0.0681762546300888,7717.300000000007,0.0731121748685836,7773.900000000002,0.2188531905412674,0.1658354848623275,1.475,753.9000000000003,0.4887139201164246,0.0
EL02.2013,2439.36,5.0,10.0,101.710775680542,103.98883056640624,134.72687744140626,107.21696411132814,102.82564842224122,38.89,39.89,19.78,13.0,55.67,57.89,534.35,1020.19,1634.12,2574.91,3483.470000000001,2866.6000000000013,4384152,4559342,2258464,2619608,-489749,-376699,2008629,2285573,43658179,44966483,1527000,1552000,2700106,2770109,-2604915,-2538276,2604915,2538276,-1567076,-1472815,1214926,1355869,1370475,1530883,25595471,26747909,17030731,16801871,15028991,15919602,35102579,35988848,20611317,21419548,13714371,13454827,28233592,28841622,16578027,17165721,11030698,10782758,8043167,8014044,8.496270311297849e-05,717.6999999999884,0.0030002938583493,4902.0,0.0681762546300888,7717.300000000007,0.0731121748685836,7773.900000000002,0.2188531905412674,0.1658354848623275,1.475,753.9000000000003,0.4887139201164246,0.0
FIN101.2024,7275.59,62.6,83.68,104.81405334472656,109.39334503173828,171.31131591796876,117.3466000366211,105.95112762451171,1.92,1.0,54.92,50.84,51.76,57.92,251.56,458.9200000000001,609.88,2152.08,2244.92,1134.76,6279070,6425856,8324665,8869127,2041019,2934132,5410669,5614458,57001202,59320960,1404000,1521000,2910448,3096919,-1315240,-1269350,1315240,1269350,-1078431,-456554,2242621,2442985,2603912,2799733,43731981,45907660,13037907,12906611,33542179,35569106,54319274,50291186,41662572,38965447,12420950,10954857,28916177,25073452,22178542,19426829,6612135,5461714,5323373,4985655,0.0008306992822326,1813.599999999976,0.0051906458102166,5231.599999999999,0.0405764952301979,7382.199999999992,0.0518002770841121,12103.799999999996,0.1554623991250991,0.0741578191518783,4.75,1643.4,0.2928757965564728,3.3000000000000003
FIN102.2024,23980.46,50.89,73.89,105.21359130859376,109.66769790649414,165.48430541992192,117.88472244262697,105.98655288696288,20.8,26.0,46.9,40.78,48.75,56.34,391.35,578.8,749.6999999999997,1890.25,2099.35,1289.9,5517386,5411074,6060471,6968531,2654595,2526423,4412451,4844444,46457717,39170145,1317000,1290000,2674293,2620531,-1460495,-767932,1460495,767932,340592,185750,1925551,2065777,2247028,2406020,34585472,33545344,13415772,11649422,25779710,28795716,32308291,32328058,24082319,27750784,9341579,9637122,20068440,20018259,14958841,17183908,5802564,5967522,6211545,6192224,0.0008306992822326,1813.599999999976,0.0051906458102166,5231.599999999999,0.0405764952301979,7382.199999999992,0.0518002770841121,12103.799999999996,0.1554623991250991,0.0741578191518783,4.75,1643.4,0.2928757965564728,3.3000000000000003
GIRRA01.2012,17994.76,60.44,81.60000000000002,105.903522644043,109.70574157714844,161.6760968017578,119.32907623291015,104.91179473876952,3.0,1.92,56.0,50.92,47.0,51.92,265.12,487.1999999999999,679.88,2398.16,2130.68,1145.56,6588751,6588751,9062004,9062004,3763636,3763636,5683702,5683702,65082375,65082375,1804000,1804000,3497028,3497028,-1446886,-1446886,1446886,1446886,530953,530953,2804744,2804744,3126900,3126900,48611177,48611177,13388823,13388823,36307282,36307282,43717004,43717004,32651865,32651865,8993200,8993200,22030916,22030916,16454707,16454707,4532068,4532068,5039439,5039439,0.0004698273260146,4697.099999999978,0.0232400018721818,4981.599999999999,0.0412156730890274,7313.400000000005,0.0377428531646728,11633.799999999996,0.091386429965496,0.0946983322501182,5.9,1774.299999999998,0.3978727161884308,3.4000000000000004
GULF10.2013,7478.59,11.0,20.0,103.69813293457032,105.44422454833985,167.59522705078126,112.69925201416017,103.381142578125,22.6,25.76,38.92,36.52,60.92,58.76,525.9200000000002,817.84,1076.56,2313.6,2485.2000000000007,1605.8000000000006,4425626,4918882,3764389,5090175,1005618,1876889,3090545,3897106,35347867,37858670,1202000,1425000,2336703,2706724,-1546622,-1264095,1546622,1264095,-854342,-494832,1488380,1961008,1735894,2241677,25859845,29361413,13651957,12903080,18942225,22755353,30678786,32418478,22472079,25124605,11863484,11041185,21124469,20089070,15473582,15569206,8168830,6841997,6885692,6196796,0.0001855412119766,901.1999999999816,0.0034923830535262,4938.099999999999,0.0515339896082878,7491.300000000004,0.0526324808597564,10110.899999999998,0.1572645008563995,0.1201163232326507,4.475,1352.5999999999992,0.3648173213005066,2.8000000000000003
GULF11.2013,10763.3225,48.78,70.89,103.6552838897705,106.44648536682128,160.17036361694338,113.11961982727053,104.05896484375,9.89,11.78,46.0,46.89,51.0,50.89,383.57,640.6700000000002,856.15,2101.25,2363.94,1568.4,5586156,5514231,6544651,6198385,2062212,1696710,4648478,4481049,45554232,45587249,1501000,1453000,2928971,2854617,-1266568,-1372263,1266568,1372263,-301065,-484171,2221133,2112678,2536582,2425540,35321062,34545839,12911339,13172793,27356622,26225144,37503161,38060837,29046686,28893521,10617790,11017488,23242939,24534573,18001959,18625187,6580476,7102034,6197595,6446146,0.0001511211157776,699.1999999999817,0.003657647408545,4782.800000000003,0.0522789992392063,7375.500000000003,0.0463891066610813,10600.4,0.1309627145528793,0.1030383631587028,4.775,1407.8,0.3624075055122376,2.9000000000000004
