site_name,visit_date,latitude,longitude,species,ba_m2ha,uid,datum,geometry,co_ef_nme,leaves,leaves_r2,twigs,bark,bark_r2,wood,wood_r2,branches,branches_r2,stems,stems_r2,agb,agb_r2,root,root_r2,tot_bm,c_leaves,c_twigs,c_bark,c_wood,c_branches,c_stems,c_agb,c_roots
NTAGFU0014,20120514,-17.75179,136.9389,Terminalia bursarina,0.283333333333333,19,gda94,POINT (136.9389 -17.75179),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,26.34999999999997,27.4833333333333,107.3833333333332,349.34999999999957,264.91666666666634,456.7333333333328,747.9999999999991,153.5666666666665
NTAGFU0015,20120514,-17.74446,136.943,Acacia,0.1,20,gda94,POINT (136.943 -17.74446),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,9.3,9.700000000000001,37.9,123.30000000000001,93.5,161.20000000000002,264.0,54.2
NTAGFU0015,20120514,-17.74446,136.943,Eucalyptus microtheca,0.15,20,gda94,POINT (136.943 -17.74446),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,13.95,14.549999999999999,56.85,184.95,140.25,241.79999999999998,396.0,81.3
NTAGFU0015,20120514,-17.74446,136.943,Eucalyptus pruinosa,0.8,20,gda94,POINT (136.943 -17.74446),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,74.4,77.60000000000001,303.2,986.4000000000001,748.0,1289.6000000000001,2112.0,433.6
NTAGFU0015,20120514,-17.74446,136.943,Melaleuca stenostachya,0.435,20,gda94,POINT (136.943 -17.74446),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,40.455,42.195,164.865,536.355,406.725,701.22,1148.4,235.77
NTAGFU0016,20120516,-17.22089,137.2603,Corymbia dichromophloia,0.2,21,gda94,POINT (137.2603 -17.22089),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,18.6,19.400000000000002,75.8,246.60000000000002,187.0,322.40000000000003,528.0,108.4
NTAGFU0016,20120516,-17.22089,137.2603,Corymbia terminalis,0.142857142857143,21,gda94,POINT (137.2603 -17.22089),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,13.285714285714297,13.85714285714287,54.142857142857196,176.1428571428573,133.5714285714287,230.2857142857145,377.1428571428575,77.4285714285715
NTAGFU0016,20120516,-17.22089,137.2603,Erythrophleum chlorostachys,0.225,21,gda94,POINT (137.2603 -17.22089),Erch,154.0,0.75,160.0,401.0,0.95,1044.0,0.92,814.0,0.62,1445.0,0.93,2413.0,0.82,542.0,0.57,2955.0,34.65,36.0,90.22500000000001,234.9,183.15,325.125,542.9250000000001,121.95
NTAGFU0016,20120516,-17.22089,137.2603,Eucalyptus leucophloia,0.4,21,gda94,POINT (137.2603 -17.22089),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,37.2,38.800000000000004,151.6,493.20000000000005,374.0,644.8000000000001,1056.0,216.8
NTAGFU0016,20120516,-17.22089,137.2603,Melaleuca viridiflora,0.325,21,gda94,POINT (137.2603 -17.22089),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,30.225,31.525000000000002,123.175,400.725,303.875,523.9,858.0,176.15
NTAGFU0016,20120516,-17.22089,137.2603,Persoonia falcata,0.1,21,gda94,POINT (137.2603 -17.22089),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,9.3,9.700000000000001,37.9,123.30000000000001,93.5,161.20000000000002,264.0,54.2
NTAGFU0016,20120516,-17.22089,137.2603,Petalostigma banksii,0.516666666666667,21,gda94,POINT (137.2603 -17.22089),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,48.05000000000003,50.1166666666667,195.8166666666668,637.0500000000005,483.0833333333337,832.8666666666672,1364.000000000001,280.03333333333353
NTAGFU0016,20120516,-17.22089,137.2603,Terminalia canescens,0.3,21,gda94,POINT (137.2603 -17.22089),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,27.9,29.099999999999998,113.7,369.9,280.5,483.59999999999997,792.0,162.6
NTAGFU0017,20120517,-17.3549,137.158,No basal,0.0,22,gda94,POINT (137.158 -17.3549),Nobsl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTAGFU0018,20120518,-17.27249,137.1834,No basal,0.0,23,gda94,POINT (137.1834 -17.27249),Nobsl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTAGFU0019,20120518,-17.21774,137.2363,Corymbia dichromophloia,0.4,24,gda94,POINT (137.2363 -17.21774),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,37.2,38.800000000000004,151.6,493.20000000000005,374.0,644.8000000000001,1056.0,216.8
NTAGFU0019,20120518,-17.21774,137.2363,Erythrophleum chlorostachys,0.2,24,gda94,POINT (137.2363 -17.21774),Erch,154.0,0.75,160.0,401.0,0.95,1044.0,0.92,814.0,0.62,1445.0,0.93,2413.0,0.82,542.0,0.57,2955.0,30.8,32.0,80.2,208.8,162.8,289.0,482.6,108.4
NTAGFU0019,20120518,-17.21774,137.2363,Eucalyptus leucophloia,0.744444444444444,24,gda94,POINT (137.2363 -17.21774),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,69.23333333333329,72.21111111111107,282.1444444444443,917.8999999999995,696.0555555555552,1200.0444444444438,1965.3333333333321,403.48888888888865
NTAGFU0019,20120518,-17.21774,137.2363,Eucalyptus microtheca,0.32,24,gda94,POINT (137.2363 -17.21774),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,29.76,31.04,121.28,394.56,299.2,515.84,844.8000000000001,173.44
NTAGFU0019,20120518,-17.21774,137.2363,Terminalia canescens,0.2,24,gda94,POINT (137.2363 -17.21774),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,18.6,19.400000000000002,75.8,246.60000000000002,187.0,322.40000000000003,528.0,108.4
NTAGFU0020,20120605,-16.72487,135.9633,Bauhinia cunninghamii,0.5,25,gda94,POINT (135.9633 -16.72487),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,46.5,48.5,189.5,616.5,467.5,806.0,1320.0,271.0
NTAGFU0020,20120605,-16.72487,135.9633,Eucalyptus chlorophylla,0.5,25,gda94,POINT (135.9633 -16.72487),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,46.5,48.5,189.5,616.5,467.5,806.0,1320.0,271.0
NTAGFU0020,20120605,-16.72487,135.9633,Eucalyptus pruinosa,0.25,25,gda94,POINT (135.9633 -16.72487),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,23.25,24.25,94.75,308.25,233.75,403.0,660.0,135.5
NTAGFU0020,20120605,-16.72487,135.9633,Melaleuca stenostachya,4.46111111111111,25,gda94,POINT (135.9633 -16.72487),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,414.88333333333327,432.7277777777777,1690.7611111111107,5500.549999999999,4171.138888888888,7191.31111111111,11777.333333333332,2417.922222222222
NTAGFU0020,20120605,-16.72487,135.9633,Terminalia canescens,0.25,25,gda94,POINT (135.9633 -16.72487),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,23.25,24.25,94.75,308.25,233.75,403.0,660.0,135.5
NTAGFU0021,20120606,-16.7154,135.9429,Eucalyptus leucophloia,1.31428571428571,26,gda94,POINT (135.9429 -16.7154),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,122.22857142857103,127.48571428571388,498.1142857142841,1620.5142857142805,1228.8571428571388,2118.6285714285646,3469.7142857142744,712.3428571428549
NTAGFU0021,20120606,-16.7154,135.9429,Melaleuca stenostachya,1.5125,26,gda94,POINT (135.9429 -16.7154),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,140.6625,146.7125,573.2375,1864.9125,1414.1875,2438.15,3993.0,819.775
NTAGFU0021,20120606,-16.7154,135.9429,Terminalia bursarina,0.2,26,gda94,POINT (135.9429 -16.7154),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,18.6,19.400000000000002,75.8,246.60000000000002,187.0,322.40000000000003,528.0,108.4
NTAGFU0022,20120607,-16.73101,135.9634,Eucalyptus leucophloia,1.5125,27,gda94,POINT (135.9634 -16.73101),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,140.6625,146.7125,573.2375,1864.9125,1414.1875,2438.15,3993.0,819.775
NTAGFU0022,20120607,-16.73101,135.9634,Eucalyptus pruinosa,0.2,27,gda94,POINT (135.9634 -16.73101),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,18.6,19.400000000000002,75.8,246.60000000000002,187.0,322.40000000000003,528.0,108.4
NTAGFU0023,20120609,-16.82389,135.83,No basal,0.0,28,gda94,POINT (135.83 -16.82389),Nobsl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTAGFU0024,20120610,-16.826,135.8932,Corymbia dichromophloia,0.533333333333333,29,gda94,POINT (135.8932 -16.826),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,49.599999999999966,51.7333333333333,202.1333333333332,657.5999999999996,498.66666666666634,859.7333333333328,1407.999999999999,289.0666666666665
NTAGFU0025,20120610,-16.82524,135.8552,Excoecaria parvifolia,0.25,30,gda94,POINT (135.8552 -16.82524),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,23.25,24.25,94.75,308.25,233.75,403.0,660.0,135.5
NTAGFU0025,20120610,-16.82524,135.8552,Melaleuca stenostachya,4.68333333333333,30,gda94,POINT (135.8552 -16.82524),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,435.54999999999967,454.283333333333,1774.983333333332,5774.549999999996,4378.916666666663,7549.533333333328,12363.99999999999,2538.366666666665
NTAGFU0025,20120610,-16.82524,135.8552,Terminalia volucris,0.46,30,gda94,POINT (135.8552 -16.82524),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,42.78,44.620000000000005,174.34,567.1800000000001,430.1,741.52,1214.4,249.32000000000002
NTAGFU0025,20120610,-16.82524,135.8552,Ventilago viminalis,0.175,30,gda94,POINT (135.8552 -16.82524),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,16.275,16.974999999999998,66.325,215.77499999999998,163.625,282.09999999999997,461.99999999999994,94.85
NTAGFU0026,20120612,-15.80912,135.4061,Atalaya hemiglauca,0.3,31,gda94,POINT (135.4061 -15.80912),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,27.9,29.099999999999998,113.7,369.9,280.5,483.59999999999997,792.0,162.6
NTAGFU0026,20120612,-15.80912,135.4061,Bauhinia cunninghamii,0.2,31,gda94,POINT (135.4061 -15.80912),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,18.6,19.400000000000002,75.8,246.60000000000002,187.0,322.40000000000003,528.0,108.4
NTAGFU0026,20120612,-15.80912,135.4061,Brachychiton diversifolius,0.125,31,gda94,POINT (135.4061 -15.80912),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,11.625,12.125,47.375,154.125,116.875,201.5,330.0,67.75
NTAGFU0026,20120612,-15.80912,135.4061,Erythrophleum chlorostachys,0.25,31,gda94,POINT (135.4061 -15.80912),Erch,154.0,0.75,160.0,401.0,0.95,1044.0,0.92,814.0,0.62,1445.0,0.93,2413.0,0.82,542.0,0.57,2955.0,38.5,40.0,100.25,261.0,203.5,361.25,603.25,135.5
NTAGFU0026,20120612,-15.80912,135.4061,Eucalyptus tectifica,1.16666666666667,31,gda94,POINT (135.4061 -15.80912),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,108.50000000000031,113.166666666667,442.16666666666794,1438.500000000004,1090.8333333333364,1880.6666666666722,3080.000000000009,632.3333333333352
NTAGFU0026,20120612,-15.80912,135.4061,Grevillea striata,0.775,31,gda94,POINT (135.4061 -15.80912),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,72.075,75.175,293.725,955.575,724.625,1249.3,2046.0,420.05
NTAGFU0027,20120613,-15.67927,135.4606,Acacia dimidiata,0.1,32,gda94,POINT (135.4606 -15.67927),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,9.3,9.700000000000001,37.9,123.30000000000001,93.5,161.20000000000002,264.0,54.2
NTAGFU0027,20120613,-15.67927,135.4606,Acacia hammondii,0.166666666666667,32,gda94,POINT (135.4606 -15.67927),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,15.50000000000003,16.1666666666667,63.16666666666679,205.5000000000004,155.83333333333363,268.6666666666672,440.00000000000085,90.33333333333351
NTAGFU0027,20120613,-15.67927,135.4606,Corymbia dichromophloia,0.2,32,gda94,POINT (135.4606 -15.67927),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,18.6,19.400000000000002,75.8,246.60000000000002,187.0,322.40000000000003,528.0,108.4
NTAGFU0027,20120613,-15.67927,135.4606,Corymbia ferruginea,0.483333333333333,32,gda94,POINT (135.4606 -15.67927),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,44.94999999999997,46.883333333333304,183.1833333333332,595.9499999999996,451.91666666666634,779.1333333333328,1275.999999999999,261.96666666666647
NTAGFU0027,20120613,-15.67927,135.4606,Dolichandrone heterophylla,0.25,32,gda94,POINT (135.4606 -15.67927),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,23.25,24.25,94.75,308.25,233.75,403.0,660.0,135.5
NTAGFU0027,20120613,-15.67927,135.4606,Erythrophleum chlorostachys,0.2,32,gda94,POINT (135.4606 -15.67927),Erch,154.0,0.75,160.0,401.0,0.95,1044.0,0.92,814.0,0.62,1445.0,0.93,2413.0,0.82,542.0,0.57,2955.0,30.8,32.0,80.2,208.8,162.8,289.0,482.6,108.4
NTAGFU0027,20120613,-15.67927,135.4606,Eucalyptus phoenicea,0.35,32,gda94,POINT (135.4606 -15.67927),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,32.55,33.949999999999996,132.65,431.54999999999995,327.25,564.1999999999999,923.9999999999999,189.7
NTAGFU0027,20120613,-15.67927,135.4606,Hakea arborescens,0.9,32,gda94,POINT (135.4606 -15.67927),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,83.7,87.3,341.1,1109.7,841.5,1450.8,2376.0,487.8
NTAGFU0027,20120613,-15.67927,135.4606,Melaleuca viridiflora,0.5,32,gda94,POINT (135.4606 -15.67927),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,46.5,48.5,189.5,616.5,467.5,806.0,1320.0,271.0
NTAGFU0027,20120613,-15.67927,135.4606,Petalostigma banksii,0.2,32,gda94,POINT (135.4606 -15.67927),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,18.6,19.400000000000002,75.8,246.60000000000002,187.0,322.40000000000003,528.0,108.4
NTAGFU0027,20120613,-15.67927,135.4606,Petalostigma pubescens,1.0,32,gda94,POINT (135.4606 -15.67927),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,93.0,97.0,379.0,1233.0,935.0,1612.0,2640.0,542.0
NTAGFU0027,20120613,-15.67927,135.4606,Terminalia canescens,0.24,32,gda94,POINT (135.4606 -15.67927),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,22.32,23.279999999999998,90.96,295.92,224.4,386.88,633.6,130.07999999999998
NTAGFU0027,20120613,-15.67927,135.4606,Wrightia saligna,0.1,32,gda94,POINT (135.4606 -15.67927),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,9.3,9.700000000000001,37.9,123.30000000000001,93.5,161.20000000000002,264.0,54.2
NTAGFU0028,20120614,-15.62924,135.4598,Corymbia confertiflora,0.1,33,gda94,POINT (135.4598 -15.62924),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,9.3,9.700000000000001,37.9,123.30000000000001,93.5,161.20000000000002,264.0,54.2
NTAGFU0028,20120614,-15.62924,135.4598,Corymbia ferruginea,0.34,33,gda94,POINT (135.4598 -15.62924),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,31.62,32.980000000000004,128.86,419.22,317.90000000000003,548.08,897.6,184.28
NTAGFU0028,20120614,-15.62924,135.4598,Erythrophleum chlorostachys,0.377777777777778,33,gda94,POINT (135.4598 -15.62924),Erch,154.0,0.75,160.0,401.0,0.95,1044.0,0.92,814.0,0.62,1445.0,0.93,2413.0,0.82,542.0,0.57,2955.0,58.17777777777781,60.44444444444448,151.48888888888897,394.4000000000002,307.5111111111113,545.8888888888891,911.5777777777782,204.75555555555567
NTAGFU0028,20120614,-15.62924,135.4598,Eucalyptus miniata,1.4,33,gda94,POINT (135.4598 -15.62924),Eumi,50.0,0.96,52.0,218.0,0.92,1829.0,0.95,375.0,0.79,2047.0,0.96,2472.0,0.96,542.0,0.57,3014.0,70.0,72.8,305.2,2560.6,525.0,2865.7999999999997,3460.7999999999997,758.8
NTAGFU0028,20120614,-15.62924,135.4598,Eucalyptus phoenicea,0.7,33,gda94,POINT (135.4598 -15.62924),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,65.1,67.89999999999999,265.3,863.0999999999999,654.5,1128.3999999999999,1847.9999999999998,379.4
NTAGFU0028,20120614,-15.62924,135.4598,Eucalyptus tectifica,0.911111111111111,33,gda94,POINT (135.4598 -15.62924),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,84.73333333333332,88.37777777777777,345.3111111111111,1123.3999999999999,851.8888888888888,1468.711111111111,2405.333333333333,493.82222222222214
NTAGFU0028,20120614,-15.62924,135.4598,Petalostigma pubescens,0.266666666666667,33,gda94,POINT (135.4598 -15.62924),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,24.80000000000003,25.8666666666667,101.06666666666679,328.8000000000004,249.33333333333366,429.8666666666672,704.0000000000009,144.5333333333335
NTAGFU0028,20120614,-15.62924,135.4598,Terminalia canescens,0.36,33,gda94,POINT (135.4598 -15.62924),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,33.48,34.92,136.44,443.88,336.59999999999997,580.3199999999999,950.4,195.12
NTAGFU0029,20120615,-15.5381,135.409,Bauhinia cunninghamii,0.3,34,gda94,POINT (135.409 -15.5381),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,27.9,29.099999999999998,113.7,369.9,280.5,483.59999999999997,792.0,162.6
NTAGFU0029,20120615,-15.5381,135.409,Corymbia bella,0.25,34,gda94,POINT (135.409 -15.5381),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,23.25,24.25,94.75,308.25,233.75,403.0,660.0,135.5
NTAGFU0029,20120615,-15.5381,135.409,Denhamia,0.1,34,gda94,POINT (135.409 -15.5381),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,9.3,9.700000000000001,37.9,123.30000000000001,93.5,161.20000000000002,264.0,54.2
NTAGFU0029,20120615,-15.5381,135.409,Eucalyptus microtheca,0.7,34,gda94,POINT (135.409 -15.5381),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,65.1,67.89999999999999,265.3,863.0999999999999,654.5,1128.3999999999999,1847.9999999999998,379.4
NTAGFU0029,20120615,-15.5381,135.409,Eucalyptus tectifica,0.511111111111111,34,gda94,POINT (135.409 -15.5381),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,47.53333333333332,49.57777777777776,193.71111111111105,630.1999999999998,477.88888888888874,823.9111111111108,1349.333333333333,277.0222222222221
NTAGFU0029,20120615,-15.5381,135.409,Grevillea striata,0.375,34,gda94,POINT (135.409 -15.5381),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,34.875,36.375,142.125,462.375,350.625,604.5,990.0,203.25
NTAGFU0029,20120615,-15.5381,135.409,Petalostigma banksii,0.2,34,gda94,POINT (135.409 -15.5381),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,18.6,19.400000000000002,75.8,246.60000000000002,187.0,322.40000000000003,528.0,108.4
NTAGFU0029,20120615,-15.5381,135.409,Terminalia canescens,0.1,34,gda94,POINT (135.409 -15.5381),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,9.3,9.700000000000001,37.9,123.30000000000001,93.5,161.20000000000002,264.0,54.2
NTAGFU0029,20120615,-15.5381,135.409,Terminalia platyphylla,0.3,34,gda94,POINT (135.409 -15.5381),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,27.9,29.099999999999998,113.7,369.9,280.5,483.59999999999997,792.0,162.6
NTAGFU0030,20120705,-14.1349,134.3778,Acacia shirleyi,3.66666666666667,35,gda94,POINT (134.3778 -14.1349),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,341.00000000000034,355.66666666666697,1389.6666666666679,4521.000000000005,3428.3333333333367,5910.666666666672,9680.00000000001,1987.333333333335
NTAGFU0030,20120705,-14.1349,134.3778,Calytrix brownii,0.1,35,gda94,POINT (134.3778 -14.1349),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,9.3,9.700000000000001,37.9,123.30000000000001,93.5,161.20000000000002,264.0,54.2
NTAGFU0030,20120705,-14.1349,134.3778,Corymbia dichromophloia,0.6,35,gda94,POINT (134.3778 -14.1349),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,55.8,58.199999999999996,227.4,739.8,561.0,967.1999999999999,1584.0,325.2
NTAGFU0030,20120705,-14.1349,134.3778,Eucalyptus tectifica,0.15,35,gda94,POINT (134.3778 -14.1349),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,13.95,14.549999999999999,56.85,184.95,140.25,241.79999999999998,396.0,81.3
NTAGFU0030,20120705,-14.1349,134.3778,Grevillea pteridifolia,0.1,35,gda94,POINT (134.3778 -14.1349),Tefe,93.0,0.89,97.0,379.0,0.92,1233.0,0.92,935.0,0.83,1612.0,0.92,2640.0,0.91,542.0,0.57,3182.0,9.3,9.700000000000001,37.9,123.30000000000001,93.5,161.20000000000002,264.0,54.2
