species,alive,dead,alv_prop,ded_prop,total_prop,site,uid,date,factor,loc_count,geometry,lon_gda94,lat_gda94,count,avg_alive,avg_dead,avg_total,cor_av_liv,cor_av_ded,cor_av_tot,co_ef_nme,leaves,leaves_r2,twigs,bark,bark_r2,wood,wood_r2,branches,branches_r2,stems,stems_r2,agb,agb_r2,root,root_r2,tot_bm,total_alv_ba,total_ded_ba,total_ba,c_leaves,c_twigs,c_bark,c_wood,c_branches,c_stems,c_agb,c_roots
Terminalia arostrata,8.0,0.0,5.0,0.0,4.790419161676647,auv02,111,20121010,0.1,7.0,POINT (130.0300394091591 -15.67690430418792),130.0300394091591,-15.67690430418792,7.0,22.857142857142858,1.0,23.857142857142858,2.285714285714286,0.1,2.3857142857142857,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.11428571428571431,0.0,0.11428571428571428,10.628571428571428,11.085714285714285,43.31428571428571,140.9142857142857,106.85714285714285,184.22857142857143,301.7142857142857,61.94285714285714
Acacia valida,19.0,0.0,26.027397260273972,,26.027397260273972,auv03,112,20121010,0.1,7.0,POINT (129.9789378709744 -15.71043146325299),129.9789378709744,-15.710431463252995,7.0,10.428571428571429,0.0,10.428571428571429,1.042857142857143,0.0,1.042857142857143,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.2714285714285714,,0.2714285714285714,25.24285714285714,26.328571428571426,102.87142857142857,334.6714285714285,253.78571428571428,437.5428571428571,716.5714285714286,147.1142857142857
Atalaya hemiglauca,4.0,0.0,5.47945205479452,,5.47945205479452,auv03,112,20121010,0.1,7.0,POINT (129.9789378709744 -15.71043146325299),129.9789378709744,-15.710431463252995,7.0,10.428571428571429,0.0,10.428571428571429,1.042857142857143,0.0,1.042857142857143,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.05714285714285714,,0.05714285714285714,5.314285714285714,5.542857142857143,21.657142857142855,70.45714285714286,53.42857142857142,92.11428571428571,150.85714285714286,30.97142857142857
Carissa lanceolata,2.0,0.0,2.73972602739726,,2.73972602739726,auv03,112,20121010,0.1,7.0,POINT (129.9789378709744 -15.71043146325299),129.9789378709744,-15.710431463252995,7.0,10.428571428571429,0.0,10.428571428571429,1.042857142857143,0.0,1.042857142857143,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.02857142857142857,,0.02857142857142857,2.657142857142857,2.7714285714285714,10.828571428571427,35.22857142857143,26.71428571428571,46.05714285714286,75.42857142857143,15.485714285714286
Excoecaria parvifolia,7.0,0.0,9.58904109589041,,9.58904109589041,auv03,112,20121010,0.1,7.0,POINT (129.9789378709744 -15.71043146325299),129.9789378709744,-15.710431463252995,7.0,10.428571428571429,0.0,10.428571428571429,1.042857142857143,0.0,1.042857142857143,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.1,,0.1,9.3,9.700000000000001,37.9,123.30000000000001,93.5,161.20000000000002,264.0,54.2
Lysiphyllum cunninghamii,38.0,0.0,52.054794520547944,,52.054794520547944,auv03,112,20121010,0.1,7.0,POINT (129.9789378709744 -15.71043146325299),129.9789378709744,-15.710431463252995,7.0,10.428571428571429,0.0,10.428571428571429,1.042857142857143,0.0,1.042857142857143,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.5428571428571428,,0.5428571428571428,50.48571428571428,52.65714285714285,205.74285714285713,669.342857142857,507.57142857142856,875.0857142857142,1433.142857142857,294.2285714285714
Terminalia volucris,3.0,0.0,4.10958904109589,,4.10958904109589,auv03,112,20121010,0.1,7.0,POINT (129.9789378709744 -15.71043146325299),129.9789378709744,-15.710431463252995,7.0,10.428571428571429,0.0,10.428571428571429,1.042857142857143,0.0,1.042857142857143,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.04285714285714286,,0.04285714285714286,3.9857142857142858,4.1571428571428575,16.242857142857144,52.84285714285714,40.07142857142857,69.08571428571429,113.14285714285714,23.228571428571428
Lysiphyllum cunninghamii,1.0,0.0,33.33333333333333,,33.33333333333333,auv05,114,20121011,0.1,7.0,POINT (129.8277172202255 -15.86184945421661),129.8277172202255,-15.861849454216609,7.0,0.5714285714285714,0.0,0.5714285714285714,0.05714285714285714,0.0,0.05714285714285714,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.019047619047619046,,0.019047619047619046,1.7714285714285714,1.8476190476190475,7.219047619047618,23.485714285714284,17.809523809523807,30.704761904761902,50.28571428571428,10.323809523809523
Terminalia platyptera,1.0,0.0,33.33333333333333,,33.33333333333333,auv05,114,20121011,0.1,7.0,POINT (129.8277172202255 -15.86184945421661),129.8277172202255,-15.861849454216609,7.0,0.5714285714285714,0.0,0.5714285714285714,0.05714285714285714,0.0,0.05714285714285714,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.019047619047619046,,0.019047619047619046,1.7714285714285714,1.8476190476190475,7.219047619047618,23.485714285714284,17.809523809523807,30.704761904761902,50.28571428571428,10.323809523809523
Terminalia volucris,1.0,0.0,33.33333333333333,,33.33333333333333,auv05,114,20121011,0.1,7.0,POINT (129.8277172202255 -15.86184945421661),129.8277172202255,-15.861849454216609,7.0,0.5714285714285714,0.0,0.5714285714285714,0.05714285714285714,0.0,0.05714285714285714,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.019047619047619046,,0.019047619047619046,1.7714285714285714,1.8476190476190475,7.219047619047618,23.485714285714284,17.809523809523807,30.704761904761902,50.28571428571428,10.323809523809523
Buchanania obovata,1.0,0.0,0.8620689655172413,0.0,0.8264462809917356,centa13,12,20130602,0.25,7.0,POINT (133.3554380134159 -14.37659043909748),133.35543801341595,-14.37659043909748,7.0,16.571428571428573,0.7142857142857143,17.285714285714285,4.142857142857143,0.17857142857142858,4.321428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.03571428571428572,0.0,0.03571428571428571,3.321428571428571,3.464285714285714,13.535714285714285,44.035714285714285,33.39285714285714,57.57142857142857,94.28571428571428,19.357142857142858
Corymbia bleeseri,29.0,0.0,25.0,0.0,23.96694214876033,centa13,12,20130602,0.25,7.0,POINT (133.3554380134159 -14.37659043909748),133.35543801341595,-14.37659043909748,7.0,16.571428571428573,0.7142857142857143,17.285714285714285,4.142857142857143,0.17857142857142858,4.321428571428571,Eubl,49,0.8,51,347,0.97,2225,0.97,1163,0.9,2573,0.97,3785,0.96,542,0.57,4327,1.0357142857142858,0.0,1.0357142857142856,50.74999999999999,52.82142857142856,359.3928571428571,2304.4642857142853,1204.5357142857142,2664.892857142857,3920.178571428571,561.3571428571428
Corymbia dichromphloia,14.0,0.0,12.068965517241379,0.0,11.570247933884298,centa13,12,20130602,0.25,7.0,POINT (133.3554380134159 -14.37659043909748),133.35543801341595,-14.37659043909748,7.0,16.571428571428573,0.7142857142857143,17.285714285714285,4.142857142857143,0.17857142857142858,4.321428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.5,0.0,0.5,46.5,48.5,189.5,616.5,467.5,806.0,1320.0,271.0
E. chlorostachys,7.0,1.0,6.0344827586206895,20.0,6.6115702479338845,centa13,12,20130602,0.25,7.0,POINT (133.3554380134159 -14.37659043909748),133.35543801341595,-14.37659043909748,7.0,16.571428571428573,0.7142857142857143,17.285714285714285,4.142857142857143,0.17857142857142858,4.321428571428571,Erch,154,0.75,160,401,0.95,1044,0.92,814,0.62,1445,0.93,2413,0.82,542,0.57,2955,0.25,0.03571428571428572,0.2857142857142857,44.0,45.71428571428571,114.57142857142857,298.2857142857143,232.57142857142856,412.85714285714283,689.4285714285714,154.85714285714286
E. miniata,7.0,0.0,6.0344827586206895,0.0,5.785123966942149,centa13,12,20130602,0.25,7.0,POINT (133.3554380134159 -14.37659043909748),133.35543801341595,-14.37659043909748,7.0,16.571428571428573,0.7142857142857143,17.285714285714285,4.142857142857143,0.17857142857142858,4.321428571428571,Eumi,50,0.96,52,218,0.92,1829,0.95,375,0.79,2047,0.96,2472,0.96,542,0.57,3014,0.25,0.0,0.25,12.5,13.0,54.5,457.25,93.75,511.75,618.0,135.5
E. tetrodonta,58.0,4.0,50.0,80.0,51.2396694214876,centa13,12,20130602,0.25,7.0,POINT (133.3554380134159 -14.37659043909748),133.35543801341595,-14.37659043909748,7.0,16.571428571428573,0.7142857142857143,17.285714285714285,4.142857142857143,0.17857142857142858,4.321428571428571,Eute,122,0.84,127,341,0.99,2161,0.93,799,0.85,2502,0.95,3403,0.97,542,0.57,3945,2.0714285714285716,0.14285714285714288,2.214285714285714,270.1428571428571,281.21428571428567,755.0714285714284,4785.0714285714275,1769.2142857142856,5540.142857142856,7535.214285714284,1200.1428571428569
Buchanania obovata,5.0,0.0,2.6881720430107525,0.0,2.4752475247524752,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.17857142857142858,0.0,0.17857142857142858,16.607142857142858,17.321428571428573,67.67857142857143,220.17857142857144,166.96428571428572,287.8571428571429,471.42857142857144,96.78571428571429
Corymbia ferruginea,6.0,0.0,3.225806451612903,0.0,2.9702970297029703,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.21428571428571427,0.0,0.21428571428571427,19.928571428571427,20.785714285714285,81.21428571428571,264.2142857142857,200.35714285714283,345.4285714285714,565.7142857142857,116.14285714285714
E. chlorostachys,16.0,5.0,8.60215053763441,31.25,10.396039603960396,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714,Erch,154,0.75,160,401,0.95,1044,0.92,814,0.62,1445,0.93,2413,0.82,542,0.57,2955,0.5714285714285715,0.17857142857142858,0.75,115.5,120.0,300.75,783.0,610.5,1083.75,1809.75,406.5
E. miniata,36.0,3.0,19.35483870967742,18.75,19.306930693069308,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714,Eumi,50,0.96,52,218,0.92,1829,0.95,375,0.79,2047,0.96,2472,0.96,542,0.57,3014,1.2857142857142858,0.10714285714285714,1.392857142857143,69.64285714285715,72.42857142857143,303.64285714285717,2547.5357142857147,522.3214285714287,2851.1785714285716,3443.1428571428573,754.9285714285716
E. tetrodonta,116.0,6.0,62.365591397849464,37.5,60.396039603960396,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714,Eute,122,0.84,127,341,0.99,2161,0.93,799,0.85,2502,0.95,3403,0.97,542,0.57,3945,4.142857142857143,0.21428571428571427,4.357142857142858,531.5714285714287,553.3571428571429,1485.7857142857144,9415.785714285716,3481.357142857143,10901.57142857143,14827.357142857145,2361.571428571429
P. pubescens,6.0,1.0,3.225806451612903,6.25,3.4653465346534658,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.21428571428571427,0.03571428571428571,0.25000000000000006,23.250000000000004,24.250000000000007,94.75000000000001,308.25000000000006,233.75000000000006,403.0000000000001,660.0000000000001,135.50000000000003
Planchonia sp.,1.0,1.0,0.5376344086021506,6.25,0.9900990099009901,gulf11,15,20130716,0.25,7.0,POINT (136.5990051518182 -16.08906704664027),136.59900515181818,-16.089067046640274,7.0,26.571428571428573,2.2857142857142856,28.857142857142858,6.642857142857143,0.5714285714285714,7.214285714285714,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.03571428571428572,0.03571428571428571,0.07142857142857144,6.642857142857144,6.92857142857143,27.071428571428577,88.07142857142858,66.78571428571429,115.14285714285715,188.57142857142858,38.71428571428572
Alphitonia excelsa,6.0,0.0,3.3707865168539324,0.0,3.1914893617021276,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.2178972712680578,0.0,0.21770516717325225,20.24658054711246,21.11740121580547,82.5102583586626,268.43047112462,203.55433130699086,350.9407294832826,574.7416413373859,117.99620060790272
Atalaya hemiglauca,1.0,0.0,0.5617977528089888,0.0,0.5319148936170213,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.03631621187800963,0.0,0.03628419452887538,3.37443009118541,3.519566869300912,13.751709726443769,44.73841185410334,33.92572188449848,58.49012158054711,95.790273556231,19.666033434650455
Bauhinia cunninghamii,5.0,0.0,2.8089887640449436,0.0,2.6595744680851063,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.18158105939004812,0.0,0.18142097264437687,16.87215045592705,17.597834346504555,68.75854863221883,223.6920592705167,169.6286094224924,292.4506079027355,478.95136778115494,98.33016717325226
Brachychiton diversifolius,9.0,0.0,5.056179775280898,0.0,4.787234042553192,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.32684590690208665,0.0,0.3265577507598784,30.369870820668694,31.676101823708205,123.76538753799392,402.6457066869301,305.33149696048633,526.411094224924,862.112462006079,176.9943009118541
Brachychiton paradoxus,1.0,0.0,0.5617977528089888,0.0,0.5319148936170213,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.03631621187800963,0.0,0.03628419452887538,3.37443009118541,3.519566869300912,13.751709726443769,44.73841185410334,33.92572188449848,58.49012158054711,95.790273556231,19.666033434650455
Corymbia dichromphloia,16.0,0.0,8.98876404494382,0.0,8.51063829787234,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.5810593900481541,0.0,0.5805471124620061,53.99088145896656,56.31306990881459,220.0273556231003,715.8145896656534,542.8115501519757,935.8419452887538,1532.644376899696,314.6565349544073
Corymbia ferruginea,21.0,0.0,11.797752808988763,0.0,11.170212765957446,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.7626404494382022,0.0,0.7619680851063829,70.86303191489361,73.91090425531914,288.7859042553191,939.5066489361701,712.440159574468,1228.2925531914893,2011.5957446808509,412.98670212765956
E. chlorostachys,102.0,9.0,57.30337078651685,90.0,59.04255319148937,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Erch,154,0.75,160,401,0.95,1044,0.92,814,0.62,1445,0.93,2413,0.82,542,0.57,2955,3.7042536115569824,0.32142857142857145,4.0275455927051675,620.2420212765958,644.4072948328268,1615.0457826747722,4204.757598784195,3278.422112462006,5819.803381458967,9718.46751519757,2182.929711246201
Erythroxylum ellipticum,2.0,0.0,1.1235955056179776,0.0,1.0638297872340425,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.07263242375601926,0.0,0.07256838905775076,6.74886018237082,7.039133738601824,27.503419452887538,89.47682370820668,67.85144376899696,116.98024316109422,191.580547112462,39.33206686930091
Grevillia sp.,7.0,0.0,3.932584269662921,0.0,3.723404255319149,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.2542134831460674,0.0,0.25398936170212766,23.62101063829787,24.636968085106382,96.26196808510639,313.1688829787234,237.48005319148936,409.4308510638298,670.531914893617,137.6622340425532
Hakea arborescens,1.0,0.0,0.5617977528089888,0.0,0.5319148936170213,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.03631621187800963,0.0,0.03628419452887538,3.37443009118541,3.519566869300912,13.751709726443769,44.73841185410334,33.92572188449848,58.49012158054711,95.790273556231,19.666033434650455
Macropteranthes kekwickii,1.0,0.0,0.5617977528089888,0.0,0.5319148936170213,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.03631621187800963,0.0,0.03628419452887538,3.37443009118541,3.519566869300912,13.751709726443769,44.73841185410334,33.92572188449848,58.49012158054711,95.790273556231,19.666033434650455
P. pubescens,1.0,0.0,0.5617977528089888,0.0,0.5319148936170213,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.03631621187800963,0.0,0.03628419452887538,3.37443009118541,3.519566869300912,13.751709726443769,44.73841185410334,33.92572188449848,58.49012158054711,95.790273556231,19.666033434650455
Terminalia canescens,4.0,1.0,2.247191011235955,10.0,2.6595744680851063,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.14526484751203853,0.03571428571428572,0.18142097264437687,16.87215045592705,17.597834346504555,68.75854863221883,223.6920592705167,169.6286094224924,292.4506079027355,478.95136778115494,98.33016717325226
species 1,1.0,0.0,0.5617977528089888,0.0,0.5319148936170213,amg01,25,20120619,0.25,7.0,POINT (134.0516864045037 -16.38095845455373),134.05168640450373,-16.38095845455373,7.0,25.857142857142858,1.4285714285714286,27.285714285714285,6.464285714285714,0.35714285714285715,6.821428571428571,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.03631621187800963,0.0,0.03628419452887538,3.37443009118541,3.519566869300912,13.751709726443769,44.73841185410334,33.92572188449848,58.49012158054711,95.790273556231,19.666033434650455
Acacia shirleyi,105.0,54.0,92.92035398230088,83.07692307692308,89.32584269662921,amg05,28,20120621,0.75,7.0,POINT (134.090645066343 -16.73124616889728),134.090645066343,-16.73124616889728,7.0,16.142857142857142,9.285714285714286,25.428571428571427,12.107142857142858,6.964285714285715,19.07142857142857,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,11.25,5.7857142857142865,17.03571428571428,1584.3214285714282,1652.4642857142853,6456.535714285713,21005.03571428571,15928.392857142853,27461.57142857142,44974.2857142857,9233.35714285714
Eucalyptus microtheca,2.0,0.0,1.7699115044247788,0.0,1.1235955056179776,amg05,28,20120621,0.75,7.0,POINT (134.090645066343 -16.73124616889728),134.090645066343,-16.73124616889728,7.0,16.142857142857142,9.285714285714286,25.428571428571427,12.107142857142858,6.964285714285715,19.07142857142857,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.2142857142857143,0.0,0.21428571428571427,19.928571428571427,20.785714285714285,81.21428571428571,264.2142857142857,200.35714285714283,345.4285714285714,565.7142857142857,116.14285714285714
Macropteranthes kekwickii,6.0,11.0,5.3097345132743365,16.923076923076923,9.550561797752808,amg05,28,20120621,0.75,7.0,POINT (134.090645066343 -16.73124616889728),134.090645066343,-16.73124616889728,7.0,16.142857142857142,9.285714285714286,25.428571428571427,12.107142857142858,6.964285714285715,19.07142857142857,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.6428571428571429,1.1785714285714288,1.8214285714285712,169.3928571428571,176.67857142857142,690.3214285714284,2245.8214285714284,1703.035714285714,2936.142857142857,4808.5714285714275,987.2142857142856
Acacia sp.,20.0,0.0,12.738853503184714,0.0,11.976047904191617,amg06,29,20120621,0.1,7.0,POINT (134.0878567879695 -16.69421982697164),134.08785678796954,-16.694219826971644,7.0,22.428571428571427,1.4285714285714286,23.857142857142858,2.242857142857143,0.14285714285714288,2.3857142857142857,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.28571428571428575,0.0,0.28571428571428575,26.571428571428577,27.71428571428572,108.2857142857143,352.28571428571433,267.14285714285717,460.5714285714286,754.2857142857143,154.8571428571429
Brachychiton sp.,2.0,0.0,1.2738853503184715,0.0,1.1976047904191618,amg06,29,20120621,0.1,7.0,POINT (134.0878567879695 -16.69421982697164),134.08785678796954,-16.694219826971644,7.0,22.428571428571427,1.4285714285714286,23.857142857142858,2.242857142857143,0.14285714285714288,2.3857142857142857,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.028571428571428577,0.0,0.02857142857142857,2.657142857142857,2.7714285714285714,10.828571428571427,35.22857142857143,26.71428571428571,46.05714285714286,75.42857142857143,15.485714285714286
Corymbia dichromphloia,62.0,2.0,39.490445859872615,20.0,38.32335329341318,amg06,29,20120621,0.1,7.0,POINT (134.0878567879695 -16.69421982697164),134.08785678796954,-16.694219826971644,7.0,22.428571428571427,1.4285714285714286,23.857142857142858,2.242857142857143,0.14285714285714288,2.3857142857142857,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.8857142857142858,0.028571428571428577,0.9142857142857143,85.02857142857142,88.68571428571428,346.5142857142857,1127.3142857142857,854.8571428571428,1473.8285714285714,2413.714285714286,495.54285714285714
Corymbia ferruginea,71.0,8.0,45.22292993630573,80.0,47.30538922155689,amg06,29,20120621,0.1,7.0,POINT (134.0878567879695 -16.69421982697164),134.08785678796954,-16.694219826971644,7.0,22.428571428571427,1.4285714285714286,23.857142857142858,2.242857142857143,0.14285714285714288,2.3857142857142857,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,1.0142857142857142,0.11428571428571431,1.1285714285714286,104.95714285714286,109.47142857142858,427.7285714285714,1391.5285714285715,1055.2142857142858,1819.2571428571428,2979.4285714285716,611.6857142857143
Grevillia sp.,2.0,0.0,1.2738853503184715,0.0,1.1976047904191618,amg06,29,20120621,0.1,7.0,POINT (134.0878567879695 -16.69421982697164),134.08785678796954,-16.694219826971644,7.0,22.428571428571427,1.4285714285714286,23.857142857142858,2.242857142857143,0.14285714285714288,2.3857142857142857,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,0.028571428571428577,0.0,0.02857142857142857,2.657142857142857,2.7714285714285714,10.828571428571427,35.22857142857143,26.71428571428571,46.05714285714286,75.42857142857143,15.485714285714286
Acacia shirleyi,139.0,22.0,77.22222222222223,66.66666666666666,75.5868544600939,amg08,30,20120622,0.75,7.0,POINT (134.0887000869861 -16.56930581154833),134.08870008698605,-16.569305811548332,7.0,25.714285714285715,4.714285714285714,30.428571428571427,19.285714285714285,3.5357142857142856,22.82142857142857,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,14.892857142857142,2.3571428571428568,17.25,1604.25,1673.25,6537.75,21269.25,16128.75,27807.0,45540.0,9349.5
Macropteranthes kekwickii,38.0,11.0,21.11111111111111,33.33333333333333,23.004694835680752,amg08,30,20120622,0.75,7.0,POINT (134.0887000869861 -16.56930581154833),134.08870008698605,-16.569305811548332,7.0,25.714285714285715,4.714285714285714,30.428571428571427,19.285714285714285,3.5357142857142856,22.82142857142857,Tefe,93,0.89,97,379,0.92,1233,0.92,935,0.83,1612,0.92,2640,0.91,542,0.57,3182,4.071428571428571,1.1785714285714284,5.25,488.25,509.25,1989.75,6473.25,4908.75,8463.0,13860.0,2845.5
